inventory_id,merchant_id,warehouse_id,sku,available_qty,reserved_qty
INV000403,M001,WH_NORTH,SNEAKERS_GREY_9,162,30
INV000404,M001,WH_CENTRAL,FORMAL_TROUSER_BLACK_32,187,70
INV000405,M001,WH_WEST,JEANS_BLUE_34,230,70
INV000406,M001,WH_CENTRAL,JEANS_BLUE_34,464,29
INV000407,M001,WH_SOUTH,JEANS_BLUE_30,185,1
INV000408,M001,WH_CENTRAL,TRACKPANTS_BLACK_M,69,8
INV000409,M001,WH_WEST,BELT_BLACK,135,5
INV000410,M001,WH_CENTRAL,HOODIE_GREY_L,217,29
INV000411,M001,WH_CENTRAL,HOODIE_GREY_L,175,26
INV000412,M001,WH_SOUTHWEST,JEANS_BLACK_32,87,49
INV000413,M001,WH_SOUTH,WATCH_CLASSIC_BLACK,74,36
INV000414,M001,WH_SOUTH,FORMAL_TROUSER_BLACK_34,221,54
INV000415,M001,WH_SOUTHWEST,BAG_CANVAS_BLACK,42,7
INV000416,M001,WH_EAST,TSHIRT_BLACK_L,386,57
INV000417,M001,WH_WEST,SUNGLASSES_BLACK,62,57
INV000418,M001,WH_SOUTH,WOMEN_TOP_PINK_S,208,44
INV000419,M001,WH_CENTRAL,SHOES_WHITE_9,43,8
INV000420,M001,WH_WEST,KURTA_COTTON_M,148,70
INV000421,M001,WH_EAST,HOODIE_GREY_M,351,76
INV000422,M001,WH_EAST,SAREE_SILK_RED,295,45
INV000423,M001,WH_EAST,BACKPACK_GREY,496,35
INV000424,M001,WH_EAST,BAG_CANVAS_BLACK,393,28
INV000425,M001,WH_SOUTHWEST,BAG_LEATHER_BROWN,40,3
INV000426,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_L,214,36
INV000427,M001,WH_SOUTHWEST,SNEAKERS_GREY_8,120,0
INV000428,M001,WH_WEST,TSHIRT_NAVY_M,138,62
INV000429,M001,WH_SOUTH,SNEAKERS_GREY_9,1,0
INV000430,M001,WH_EAST,SHOES_BLACK_8,10,8
INV000431,M001,WH_CENTRAL,JEANS_BLUE_34,433,6
INV000432,M001,WH_WEST,PERFUME_100ML,35,28
INV000433,M001,WH_NORTH,TSHIRT_WHITE_L,0,0
INV000434,M001,WH_WEST,FORMAL_TROUSER_BLACK_34,105,18
INV000435,M001,WH_NORTH,KURTA_COTTON_M,228,45
INV000436,M001,WH_NORTH,DRESS_BLUE_S,202,50
INV000437,M001,WH_SOUTH,BACKPACK_GREY,288,80
INV000438,M001,WH_EAST,SHOES_BLACK_8,461,7
INV000439,M001,WH_SOUTHWEST,HOODIE_GREY_M,99,12
INV000440,M001,WH_SOUTH,JEANS_BLUE_32,145,69
INV000441,M001,WH_EAST,JEANS_BLUE_32,359,42
INV000442,M001,WH_NORTH,TSHIRT_BLACK_M,1,0
INV000443,M001,WH_EAST,SNEAKERS_GREY_8,341,22
INV000444,M001,WH_SOUTH,FORMAL_TROUSER_BLACK_34,73,7
INV000445,M001,WH_SOUTH,FORMAL_TROUSER_BLACK_34,217,10
INV000446,M001,WH_SOUTH,DRESS_RED_S,213,23
INV000447,M001,WH_CENTRAL,BAG_LEATHER_BROWN,61,10
INV000448,M001,WH_NORTH,WATCH_CLASSIC_BLACK,219,40
INV000449,M001,WH_SOUTHWEST,BACKPACK_GREY,105,9
INV000450,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_L,285,56
INV000451,M001,WH_SOUTH,DRESS_RED_M,264,27
INV000452,M001,WH_NORTH,BACKPACK_GREY,234,74
INV000453,M001,WH_SOUTH,SNEAKERS_GREY_8,208,55
INV000454,M001,WH_SOUTHWEST,SPORTS_TSHIRT_RED_L,92,47
INV000455,M001,WH_WEST,CAP_NAVY,179,71
INV000456,M001,WH_SOUTH,WOMEN_TOP_PINK_M,203,71
INV000457,M001,WH_NORTH,TSHIRT_BLACK_M,150,67
INV000458,M001,WH_SOUTH,FORMAL_SHIRT_BLUE_M,178,56
INV000459,M001,WH_CENTRAL,TSHIRT_BLACK_L,256,10
INV000460,M001,WH_EAST,WOMEN_TOP_PINK_M,467,61
INV000461,M001,WH_WEST,TSHIRT_BLACK_L,207,66
INV000462,M001,WH_NORTH,TSHIRT_BLACK_L,59,28
INV000463,M001,WH_WEST,DRESS_RED_M,34,12
INV000464,M001,WH_WEST,JEANS_BLUE_32,85,68
INV000465,M001,WH_SOUTHWEST,WALLET_BROWN,107,56
INV000466,M001,WH_NORTH,SHOES_BLACK_8,69,56
INV000467,M001,WH_WEST,TSHIRT_BLACK_L,214,49
INV000468,M001,WH_EAST,TSHIRT_BLACK_L,465,53
INV000469,M001,WH_CENTRAL,TRACKPANTS_BLACK_M,33,14
INV000470,M001,WH_CENTRAL,DRESS_BLUE_M,204,61
INV000471,M001,WH_WEST,HOODIE_NAVY_M,207,5
INV000472,M001,WH_WEST,FORMAL_SHIRT_BLUE_M,208,22
INV000473,M001,WH_EAST,FORMAL_SHIRT_BLUE_L,275,3
INV000474,M001,WH_SOUTH,KURTA_COTTON_L,273,75
INV000475,M001,WH_NORTH,SPORTS_TSHIRT_RED_L,112,52
INV000476,M001,WH_SOUTH,SHOES_BLACK_9,92,35
INV000477,M001,WH_SOUTH,HOODIE_NAVY_L,45,9
INV000478,M001,WH_EAST,BACKPACK_GREY,343,13
INV000479,M001,WH_WEST,JEANS_BLUE_32,215,9
INV000480,M001,WH_SOUTH,SNEAKERS_GREY_8,146,10
INV000481,M001,WH_EAST,SHOES_WHITE_8,338,44
INV000482,M001,WH_NORTH,HOODIE_GREY_L,163,32
INV000483,M001,WH_CENTRAL,DRESS_BLUE_S,175,15
INV000484,M001,WH_SOUTH,HOODIE_NAVY_L,128,27
INV000485,M001,WH_SOUTH,KURTA_COTTON_L,288,44
INV000486,M001,WH_SOUTHWEST,TSHIRT_WHITE_L,6,5
INV000487,M001,WH_NORTH,WATCH_SPORT_SILVER,184,75
INV000488,M001,WH_WEST,CAP_NAVY,62,22
INV000489,M001,WH_CENTRAL,SNEAKERS_GREY_8,4,0
INV000490,M001,WH_NORTH,WOMEN_TOP_PINK_S,122,79
INV000491,M001,WH_SOUTH,SNEAKERS_GREY_8,70,69
INV000492,M001,WH_SOUTH,DRESS_BLUE_M,198,36
INV000493,M001,WH_EAST,SPORTS_TSHIRT_RED_M,77,45
INV000494,M001,WH_SOUTH,DRESS_RED_S,362,17
INV000495,M001,WH_WEST,SNEAKERS_GREY_8,0,0
INV000496,M001,WH_SOUTH,JEANS_BLUE_34,246,9
INV000497,M001,WH_WEST,SAREE_SILK_RED,100,61
INV000498,M001,WH_CENTRAL,TSHIRT_BLACK_L,402,29
INV000499,M001,WH_EAST,SPORTS_TSHIRT_RED_M,202,13
INV000500,M001,WH_NORTH,PERFUME_100ML,156,5
INV000501,M001,WH_CENTRAL,JEANS_BLUE_30,120,16
INV000502,M001,WH_CENTRAL,SNEAKERS_GREY_8,359,29
INV000503,M001,WH_SOUTHWEST,KURTA_COTTON_M,7,7
INV000504,M001,WH_NORTH,JACKET_DENIM_L,180,19
INV000505,M001,WH_WEST,JEANS_BLACK_32,225,10
INV000506,M001,WH_SOUTH,SAREE_COTTON_BLUE,395,58
INV000507,M001,WH_WEST,SHOES_BLACK_8,2,1
INV000508,M001,WH_SOUTHWEST,TSHIRT_WHITE_L,40,25
INV000509,M001,WH_CENTRAL,TSHIRT_BLACK_L,206,12
INV000510,M001,WH_SOUTHWEST,TSHIRT_WHITE_L,20,3
INV000511,M001,WH_SOUTH,WATCH_SPORT_SILVER,246,4
INV000512,M001,WH_SOUTHWEST,SNEAKERS_GREY_9,72,36
INV000513,M001,WH_NORTH,WOMEN_TOP_PINK_S,34,2
INV000514,M001,WH_EAST,DRESS_RED_S,294,11
INV000515,M001,WH_NORTH,KURTA_COTTON_L,119,11
INV000516,M001,WH_SOUTH,WATCH_CLASSIC_BLACK,250,66
INV000517,M001,WH_WEST,HOODIE_NAVY_M,238,23
INV000518,M001,WH_SOUTH,SUNGLASSES_BLACK,238,51
INV000519,M001,WH_NORTH,SHOES_WHITE_9,207,47
INV000520,M001,WH_SOUTH,WOMEN_TOP_PINK_M,208,71
INV000521,M001,WH_NORTH,JACKET_DENIM_M,168,34
INV000522,M001,WH_WEST,FORMAL_TROUSER_BLACK_34,201,43
INV000523,M001,WH_CENTRAL,PERFUME_100ML,9,5
INV000524,M001,WH_EAST,JEANS_BLUE_34,392,0
INV000525,M001,WH_NORTH,KURTA_COTTON_L,226,20
INV000526,M001,WH_NORTH,SNEAKERS_GREY_9,162,49
INV000527,M001,WH_CENTRAL,WOMEN_TOP_PINK_M,449,77
INV000528,M001,WH_NORTH,DRESS_RED_M,73,8
INV000529,M001,WH_SOUTH,KURTA_COTTON_L,285,60
INV000530,M001,WH_CENTRAL,WOMEN_TOP_PINK_M,239,9
INV000531,M001,WH_SOUTHWEST,TSHIRT_BLACK_L,104,52
INV000532,M001,WH_NORTH,SPORTS_TSHIRT_RED_L,89,36
INV000533,M001,WH_WEST,TSHIRT_NAVY_M,78,29
INV000534,M001,WH_NORTH,SAREE_SILK_RED,92,11
INV000535,M001,WH_SOUTH,TSHIRT_BLACK_L,72,62
INV000536,M001,WH_EAST,TRACKPANTS_BLACK_L,26,25
INV000537,M001,WH_WEST,PERFUME_100ML,103,61
INV000538,M001,WH_EAST,DRESS_RED_M,470,26
INV000539,M001,WH_EAST,TSHIRT_BLACK_M,492,72
INV000540,M001,WH_WEST,FORMAL_SHIRT_BLUE_L,9,7
INV000541,M001,WH_NORTH,SNEAKERS_GREY_8,185,2
INV000542,M001,WH_WEST,FORMAL_TROUSER_BLACK_34,3,1
INV000543,M001,WH_WEST,BAG_CANVAS_BLACK,242,77
INV000544,M001,WH_NORTH,DRESS_BLUE_M,59,32
INV000545,M001,WH_WEST,HOODIE_GREY_M,115,20
INV000546,M001,WH_WEST,SHOES_BLACK_8,187,56
INV000547,M001,WH_CENTRAL,SUNGLASSES_BLACK,26,8
INV000548,M001,WH_SOUTHWEST,SHOES_BLACK_9,36,13
INV000549,M001,WH_SOUTHWEST,BAG_CANVAS_BLACK,5,3
INV000550,M001,WH_CENTRAL,SNEAKERS_GREY_8,425,11
INV000551,M001,WH_NORTH,SNEAKERS_GREY_9,104,49
INV000552,M001,WH_CENTRAL,SNEAKERS_GREY_8,499,50
INV000553,M001,WH_SOUTHWEST,DRESS_RED_M,4,1
INV000554,M001,WH_EAST,KURTA_COTTON_M,485,44
INV000555,M001,WH_SOUTH,JACKET_DENIM_M,250,71
INV000556,M001,WH_NORTH,BACKPACK_GREY,158,43
INV000557,M001,WH_CENTRAL,WATCH_CLASSIC_BLACK,254,33
INV000558,M001,WH_SOUTHWEST,TSHIRT_WHITE_L,38,4
INV000559,M001,WH_SOUTHWEST,SHOES_WHITE_8,31,8
INV000560,M001,WH_NORTH,SUNGLASSES_BLACK,110,23
INV000561,M001,WH_EAST,SHOES_BLACK_8,325,44
INV000562,M001,WH_SOUTHWEST,SHOES_WHITE_8,43,14
INV000563,M001,WH_EAST,HOODIE_GREY_M,435,68
INV000564,M001,WH_CENTRAL,WOMEN_TOP_PINK_S,30,12
INV000565,M001,WH_SOUTH,SHOES_WHITE_8,51,39
INV000566,M001,WH_WEST,HOODIE_NAVY_M,183,5
INV000567,M001,WH_NORTH,DRESS_BLUE_S,102,26
INV000568,M001,WH_CENTRAL,SAREE_SILK_RED,473,6
INV000569,M001,WH_NORTH,JEANS_BLUE_32,32,6
INV000570,M001,WH_SOUTH,JEANS_BLUE_32,1,1
INV000571,M001,WH_SOUTHWEST,SHOES_BLACK_8,3,3
INV000572,M001,WH_CENTRAL,SAREE_SILK_RED,263,33
INV000573,M001,WH_CENTRAL,TSHIRT_WHITE_M,263,59
INV000574,M001,WH_EAST,SHOES_BLACK_8,257,55
INV000575,M001,WH_WEST,SAREE_COTTON_BLUE,3,1
INV000576,M001,WH_EAST,JEANS_BLUE_32,484,13
INV000577,M001,WH_SOUTHWEST,SPORTS_TSHIRT_RED_L,7,0
INV000578,M001,WH_SOUTHWEST,JEANS_BLUE_32,5,0
INV000579,M001,WH_CENTRAL,BAG_LEATHER_BROWN,142,67
INV000580,M001,WH_WEST,SAREE_COTTON_BLUE,184,48
INV000581,M001,WH_SOUTHWEST,HOODIE_GREY_M,71,2
INV000582,M001,WH_EAST,KURTA_COTTON_L,293,65
INV000583,M001,WH_SOUTH,DRESS_BLUE_M,365,59
INV000584,M001,WH_CENTRAL,TSHIRT_WHITE_M,98,28
INV000585,M001,WH_SOUTH,WALLET_BROWN,321,32
INV000586,M001,WH_SOUTHWEST,BAG_LEATHER_BROWN,115,1
INV000587,M001,WH_CENTRAL,HOODIE_GREY_M,415,1
INV000588,M001,WH_SOUTH,FORMAL_SHIRT_BLUE_M,3,1
INV000589,M001,WH_SOUTH,FORMAL_SHIRT_BLUE_L,75,26
INV000590,M001,WH_EAST,TSHIRT_WHITE_L,282,21
INV000591,M001,WH_WEST,BACKPACK_GREY,76,27
INV000592,M001,WH_EAST,SHOES_BLACK_8,434,63
INV000593,M001,WH_CENTRAL,KURTA_COTTON_L,69,4
INV000594,M001,WH_SOUTH,WALLET_BROWN,235,40
INV000595,M001,WH_NORTH,DRESS_BLUE_M,37,34
INV000596,M001,WH_CENTRAL,SHOES_BLACK_9,274,5
INV000597,M001,WH_SOUTH,BAG_CANVAS_BLACK,209,46
INV000598,M001,WH_NORTH,SPORTS_TSHIRT_RED_M,227,56
INV000599,M001,WH_SOUTHWEST,JACKET_DENIM_L,63,59
INV000600,M001,WH_NORTH,FORMAL_SHIRT_BLUE_M,169,64
INV000601,M001,WH_SOUTHWEST,JEANS_BLUE_32,69,11
INV000602,M001,WH_SOUTH,BACKPACK_GREY,144,73
INV000603,M001,WH_CENTRAL,TSHIRT_BLACK_L,0,0
INV000604,M001,WH_SOUTH,SPORTS_TSHIRT_RED_M,206,44
INV000605,M001,WH_EAST,TRACKPANTS_BLACK_M,4,1
INV000606,M001,WH_CENTRAL,TSHIRT_WHITE_L,126,61
INV000607,M001,WH_CENTRAL,SHOES_BLACK_9,70,67
INV000608,M001,WH_SOUTH,JACKET_DENIM_L,285,10
INV000609,M001,WH_NORTH,SHOES_BLACK_8,115,58
INV000610,M001,WH_CENTRAL,JEANS_BLUE_32,332,45
INV000611,M001,WH_WEST,FORMAL_SHIRT_BLUE_M,59,30
INV000612,M001,WH_SOUTH,KURTA_COTTON_L,388,30
INV000613,M001,WH_EAST,PERFUME_100ML,85,74
INV000614,M001,WH_SOUTH,SAREE_SILK_RED,215,63
INV000615,M001,WH_EAST,DRESS_RED_S,287,70
INV000616,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_M,274,53
INV000617,M001,WH_NORTH,FORMAL_TROUSER_BLACK_32,139,50
INV000618,M001,WH_SOUTH,DRESS_RED_M,0,0
INV000619,M001,WH_CENTRAL,HOODIE_GREY_L,245,9
INV000620,M001,WH_WEST,WALLET_BROWN,60,30
INV000621,M001,WH_SOUTH,HOODIE_GREY_L,99,60
INV000622,M001,WH_EAST,FORMAL_SHIRT_BLUE_M,267,53
INV000623,M001,WH_WEST,JACKET_DENIM_L,100,10
INV000624,M001,WH_SOUTHWEST,TSHIRT_BLACK_M,6,4
INV000625,M001,WH_CENTRAL,JEANS_BLACK_34,200,11
INV000626,M001,WH_NORTH,SHOES_BLACK_8,155,57
INV000627,M001,WH_CENTRAL,BAG_LEATHER_BROWN,80,59
INV000628,M001,WH_SOUTH,SPORTS_TSHIRT_RED_L,249,17
INV000629,M001,WH_CENTRAL,DRESS_RED_S,2,0
INV000630,M001,WH_EAST,SAREE_SILK_RED,6,1
INV000631,M001,WH_SOUTHWEST,KURTA_COTTON_M,14,8
INV000632,M001,WH_SOUTH,KURTA_COTTON_M,257,21
INV000633,M001,WH_EAST,CAP_NAVY,108,72
INV000634,M001,WH_SOUTHWEST,HOODIE_GREY_M,87,43
INV000635,M001,WH_SOUTH,DRESS_BLUE_M,240,62
INV000636,M001,WH_SOUTH,BELT_BLACK,169,79
INV000637,M001,WH_CENTRAL,SHOES_BLACK_8,275,2
INV000638,M001,WH_SOUTH,JEANS_BLACK_34,31,14
INV000639,M001,WH_WEST,SNEAKERS_GREY_9,6,4
INV000640,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_L,147,45
INV000641,M001,WH_CENTRAL,DRESS_RED_M,378,43
INV000642,M001,WH_NORTH,FORMAL_SHIRT_BLUE_M,222,70
INV000643,M001,WH_EAST,JEANS_BLUE_34,231,0
INV000644,M001,WH_CENTRAL,SNEAKERS_GREY_8,385,37
INV000645,M001,WH_NORTH,JACKET_DENIM_L,155,44
INV000646,M001,WH_NORTH,JACKET_DENIM_M,130,26
INV000647,M001,WH_NORTH,SNEAKERS_GREY_9,89,68
INV000648,M001,WH_SOUTHWEST,WATCH_CLASSIC_BLACK,103,33
INV000649,M001,WH_NORTH,BAG_CANVAS_BLACK,42,34
INV000650,M001,WH_WEST,BAG_LEATHER_BROWN,154,36
INV000651,M001,WH_EAST,DRESS_RED_S,89,72
INV000652,M001,WH_EAST,CAP_NAVY,154,49
INV000653,M001,WH_SOUTHWEST,BELT_BLACK,87,49
INV000654,M001,WH_WEST,BACKPACK_GREY,165,42
INV000655,M001,WH_EAST,TSHIRT_BLACK_L,300,77
INV000656,M001,WH_SOUTH,JEANS_BLUE_32,266,16
INV000657,M001,WH_SOUTH,TSHIRT_WHITE_M,164,4
INV000658,M001,WH_NORTH,TSHIRT_BLACK_L,55,48
INV000659,M001,WH_EAST,SHOES_WHITE_8,443,55
INV000660,M001,WH_WEST,DRESS_BLUE_S,34,31
INV000661,M001,WH_WEST,TRACKPANTS_BLACK_M,38,14
INV000662,M001,WH_WEST,TRACKPANTS_BLACK_M,214,14
INV000663,M001,WH_NORTH,JEANS_BLUE_30,89,44
INV000664,M001,WH_SOUTHWEST,TRACKPANTS_BLACK_M,56,54
INV000665,M001,WH_SOUTH,WALLET_BROWN,156,68
INV000666,M001,WH_EAST,HOODIE_GREY_M,425,35
INV000667,M001,WH_CENTRAL,JEANS_BLUE_34,375,7
INV000668,M001,WH_EAST,FORMAL_TROUSER_BLACK_34,209,51
INV000669,M001,WH_CENTRAL,TSHIRT_BLACK_L,228,43
INV000670,M001,WH_CENTRAL,HOODIE_NAVY_L,108,24
INV000671,M001,WH_NORTH,FORMAL_TROUSER_BLACK_34,8,6
INV000672,M001,WH_EAST,BAG_CANVAS_BLACK,335,60
INV000673,M001,WH_CENTRAL,BAG_CANVAS_BLACK,388,34
INV000674,M001,WH_SOUTH,SHOES_WHITE_8,84,64
INV000675,M001,WH_SOUTHWEST,DRESS_BLUE_S,30,19
INV000676,M001,WH_SOUTH,WOMEN_TOP_PINK_M,156,55
INV000677,M001,WH_WEST,FORMAL_SHIRT_BLUE_L,157,14
INV000678,M001,WH_EAST,SHOES_WHITE_8,284,14
INV000679,M001,WH_CENTRAL,SHOES_BLACK_8,7,6
INV000680,M001,WH_SOUTH,TRACKPANTS_BLACK_L,10,5
INV000681,M001,WH_SOUTHWEST,TSHIRT_BLACK_M,11,2
INV000682,M001,WH_NORTH,JEANS_BLUE_30,75,21
INV000683,M001,WH_NORTH,JEANS_BLUE_30,86,54
INV000684,M001,WH_WEST,JEANS_BLACK_34,174,59
INV000685,M001,WH_EAST,TSHIRT_BLACK_L,248,71
INV000686,M001,WH_CENTRAL,DRESS_RED_M,215,62
INV000687,M001,WH_CENTRAL,DRESS_BLUE_M,3,2
INV000688,M001,WH_SOUTH,BAG_CANVAS_BLACK,54,38
INV000689,M001,WH_NORTH,SNEAKERS_GREY_9,132,9
INV000690,M001,WH_NORTH,WALLET_BROWN,161,17
INV000691,M001,WH_EAST,WATCH_SPORT_SILVER,232,21
INV000692,M001,WH_NORTH,BACKPACK_GREY,8,0
INV000693,M001,WH_EAST,SHOES_WHITE_9,279,17
INV000694,M001,WH_NORTH,SPORTS_TSHIRT_RED_L,172,57
INV000695,M001,WH_CENTRAL,JEANS_BLUE_34,214,73
INV000696,M001,WH_WEST,SNEAKERS_GREY_8,83,74
INV000697,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_M,498,72
INV000698,M001,WH_SOUTH,HOODIE_NAVY_M,9,6
INV000699,M001,WH_SOUTH,WALLET_BROWN,353,62
INV000700,M001,WH_EAST,SHOES_BLACK_8,328,76
INV000701,M001,WH_SOUTH,SPORTS_TSHIRT_RED_M,6,1
INV000702,M001,WH_WEST,TSHIRT_WHITE_L,220,26
INV000703,M001,WH_NORTH,SAREE_SILK_RED,177,60
INV000704,M001,WH_WEST,TRACKPANTS_BLACK_M,128,57
INV000705,M001,WH_SOUTH,TSHIRT_BLACK_L,273,33
INV000706,M001,WH_SOUTHWEST,DRESS_RED_M,32,4
INV000707,M001,WH_EAST,JEANS_BLUE_34,294,3
INV000708,M001,WH_CENTRAL,SHOES_BLACK_8,360,44
INV000709,M001,WH_SOUTHWEST,TRACKPANTS_BLACK_M,68,12
INV000710,M001,WH_SOUTH,BAG_CANVAS_BLACK,211,31
INV000711,M001,WH_CENTRAL,SNEAKERS_GREY_9,205,19
INV000712,M001,WH_CENTRAL,BACKPACK_GREY,443,1
INV000713,M001,WH_CENTRAL,TSHIRT_NAVY_M,230,12
INV000714,M001,WH_SOUTHWEST,WATCH_SPORT_SILVER,7,6
INV000715,M001,WH_CENTRAL,JEANS_BLACK_34,51,43
INV000716,M001,WH_NORTH,JEANS_BLUE_32,178,11
INV000717,M001,WH_SOUTH,TSHIRT_BLACK_M,53,21
INV000718,M001,WH_SOUTH,TSHIRT_NAVY_M,157,35
INV000719,M001,WH_WEST,WATCH_SPORT_SILVER,8,6
INV000720,M001,WH_CENTRAL,WOMEN_TOP_PINK_M,265,29
INV000721,M001,WH_NORTH,SAREE_SILK_RED,218,8
INV000722,M001,WH_CENTRAL,BAG_LEATHER_BROWN,25,11
INV000723,M001,WH_EAST,BACKPACK_GREY,269,39
INV000724,M001,WH_SOUTH,JEANS_BLUE_34,5,1
INV000725,M001,WH_WEST,TSHIRT_WHITE_L,93,6
INV000726,M001,WH_SOUTH,JACKET_DENIM_L,42,10
INV000727,M001,WH_CENTRAL,KURTA_COTTON_L,149,62
INV000728,M001,WH_SOUTHWEST,BACKPACK_GREY,56,16
INV000729,M001,WH_NORTH,KURTA_COTTON_L,99,62
INV000730,M001,WH_WEST,TSHIRT_WHITE_L,89,64
INV000731,M001,WH_NORTH,WOMEN_TOP_PINK_M,108,65
INV000732,M001,WH_WEST,JACKET_DENIM_L,118,24
INV000733,M001,WH_CENTRAL,DRESS_RED_S,5,0
INV000734,M001,WH_WEST,TSHIRT_BLACK_M,209,24
INV000735,M001,WH_CENTRAL,SHOES_WHITE_8,262,34
INV000736,M001,WH_EAST,JEANS_BLUE_32,398,34
INV000737,M001,WH_CENTRAL,WATCH_CLASSIC_BLACK,298,76
INV000738,M001,WH_SOUTH,DRESS_RED_S,231,73
INV000739,M001,WH_NORTH,WOMEN_TOP_PINK_M,230,12
INV000740,M001,WH_CENTRAL,JEANS_BLUE_34,350,22
INV000741,M001,WH_WEST,TRACKPANTS_BLACK_L,198,54
INV000742,M001,WH_SOUTH,FORMAL_SHIRT_BLUE_M,98,79
INV000743,M001,WH_CENTRAL,TSHIRT_WHITE_L,33,27
INV000744,M001,WH_CENTRAL,TSHIRT_NAVY_M,241,68
INV000745,M001,WH_WEST,JEANS_BLUE_32,4,2
INV000746,M001,WH_SOUTHWEST,TSHIRT_BLACK_L,16,6
INV000747,M001,WH_CENTRAL,HOODIE_GREY_M,230,78
INV000748,M001,WH_NORTH,BAG_LEATHER_BROWN,97,34
INV000749,M001,WH_CENTRAL,SUNGLASSES_BLACK,285,35
INV000750,M001,WH_EAST,WOMEN_TOP_PINK_M,449,42
INV000751,M001,WH_CENTRAL,BAG_CANVAS_BLACK,456,43
INV000752,M001,WH_SOUTH,BACKPACK_GREY,48,8
INV000753,M001,WH_SOUTHWEST,DRESS_RED_S,90,30
INV000754,M001,WH_CENTRAL,JEANS_BLUE_32,388,43
INV000755,M001,WH_CENTRAL,SNEAKERS_GREY_9,6,6
INV000756,M001,WH_SOUTH,WATCH_CLASSIC_BLACK,2,1
INV000757,M001,WH_WEST,FORMAL_SHIRT_BLUE_M,139,30
INV000758,M001,WH_CENTRAL,TSHIRT_BLACK_L,369,70
INV000759,M001,WH_SOUTHWEST,JEANS_BLACK_34,73,6
INV000760,M001,WH_CENTRAL,CAP_NAVY,242,76
INV000761,M001,WH_CENTRAL,BACKPACK_GREY,397,6
INV000762,M001,WH_EAST,SNEAKERS_GREY_9,0,0
INV000763,M001,WH_EAST,SHOES_BLACK_8,231,30
INV000764,M001,WH_WEST,SAREE_SILK_RED,181,30
INV000765,M001,WH_NORTH,BAG_LEATHER_BROWN,106,65
INV000766,M001,WH_NORTH,SHOES_BLACK_8,223,70
INV000767,M001,WH_CENTRAL,JEANS_BLUE_32,303,77
INV000768,M001,WH_CENTRAL,SHOES_WHITE_8,215,16
INV000769,M001,WH_WEST,WOMEN_TOP_PINK_M,243,29
INV000770,M001,WH_WEST,DRESS_RED_M,178,27
INV000771,M001,WH_SOUTH,DRESS_RED_S,284,15
INV000772,M001,WH_EAST,JACKET_DENIM_L,258,42
INV000773,M001,WH_CENTRAL,HOODIE_NAVY_L,112,68
INV000774,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_M,347,6
INV000775,M001,WH_NORTH,SHOES_BLACK_9,35,18
INV000776,M001,WH_CENTRAL,JEANS_BLUE_30,167,6
INV000777,M001,WH_SOUTHWEST,PERFUME_100ML,66,27
INV000778,M001,WH_SOUTHWEST,DRESS_RED_M,104,58
INV000779,M001,WH_CENTRAL,DRESS_BLUE_S,178,30
INV000780,M001,WH_WEST,SAREE_SILK_RED,192,49
INV000781,M001,WH_CENTRAL,JEANS_BLUE_30,165,15
INV000782,M001,WH_SOUTHWEST,TRACKPANTS_BLACK_M,49,13
INV000783,M001,WH_SOUTH,DRESS_RED_S,354,10
INV000784,M001,WH_WEST,TSHIRT_WHITE_M,140,56
INV000785,M001,WH_EAST,DRESS_RED_S,7,0
INV000786,M001,WH_WEST,WATCH_CLASSIC_BLACK,204,68
INV000787,M001,WH_SOUTHWEST,FORMAL_SHIRT_BLUE_L,115,48
INV000788,M001,WH_SOUTHWEST,SHOES_BLACK_8,30,23
INV000789,M001,WH_WEST,SHOES_BLACK_8,9,6
INV000790,M001,WH_NORTH,SHOES_BLACK_8,175,80
INV000791,M001,WH_WEST,DRESS_RED_M,45,25
INV000792,M001,WH_WEST,SNEAKERS_GREY_9,37,23
INV000793,M001,WH_SOUTH,WALLET_BROWN,395,7
INV000794,M001,WH_SOUTHWEST,SAREE_SILK_RED,104,2
INV000795,M001,WH_SOUTH,SPORTS_TSHIRT_RED_L,253,45
INV000796,M001,WH_SOUTHWEST,JEANS_BLACK_32,106,77
INV000797,M001,WH_EAST,BAG_CANVAS_BLACK,291,9
INV000798,M001,WH_EAST,WATCH_SPORT_SILVER,179,64
INV000799,M001,WH_EAST,SAREE_SILK_RED,472,45
INV000800,M001,WH_SOUTHWEST,TSHIRT_BLACK_L,92,47
INV000801,M001,WH_EAST,WATCH_CLASSIC_BLACK,408,71
INV000802,M001,WH_SOUTH,JEANS_BLUE_30,5,3
INV000803,M001,WH_SOUTHWEST,WATCH_SPORT_SILVER,96,73
INV000804,M001,WH_EAST,WOMEN_TOP_PINK_M,439,2
INV000805,M001,WH_CENTRAL,FORMAL_SHIRT_BLUE_L,0,0
INV000806,M001,WH_SOUTHWEST,WATCH_CLASSIC_BLACK,10,10
INV000807,M001,WH_WEST,TSHIRT_BLACK_L,238,62
INV000808,M001,WH_EAST,HOODIE_NAVY_L,164,57
INV000809,M001,WH_SOUTHWEST,DRESS_RED_S,2,2
