shipment_id,merchant_id,order_id,courier,shipment_status,delivery_attempts,rto_status,shipping_cost,delivery_days,pincode,area,city
SHP001472,M001,ORD001967,BlueDart,in_transit,1,no,138.86,1,560103,Bellandur,Bangalore
SHP001473,M001,ORD001391,Shiprocket,in_transit,1,no,121.85,1,560034,Koramangala,Bangalore
SHP001474,M001,ORD003734,BlueDart,delivered,2,no,134.58,1,560008,Ulsoor,Bangalore
SHP001475,M001,ORD000817,Xpressbees,delivered,2,no,117.83,5,560066,Whitefield,Bangalore
SHP001476,M001,ORD004078,Ecom Express,delivered,1,no,73.01,4,560102,HSR Layout,Bangalore
SHP001477,M001,ORD001590,Xpressbees,delivered,2,no,105.09,3,560102,HSR Layout,Bangalore
SHP001478,M001,ORD004393,Delhivery,delivered,2,no,84.78,1,560010,Rajajinagar,Bangalore
SHP001479,M001,ORD002778,Shiprocket,delivered,2,no,127.64,4,560102,HSR Layout,Bangalore
SHP001480,M001,ORD003572,BlueDart,delivered,2,no,149.35,3,560037,Brookefield,Bangalore
SHP001481,M001,ORD003894,Delhivery,delivered,2,no,133.22,5,560071,Domlur,Bangalore
SHP001482,M001,ORD001286,Shiprocket,delivered,2,no,118.57,3,560037,Brookefield,Bangalore
SHP001483,M001,ORD001061,Shiprocket,rto,1,yes,96.52,3,560085,Banashankari,Bangalore
SHP001484,M001,ORD001031,Xpressbees,delivered,1,no,45.46,3,560037,Marathahalli,Bangalore
SHP001485,M001,ORD000593,Ecom Express,delivered,1,no,109.7,2,560038,Indiranagar,Bangalore
SHP001486,M001,ORD004631,BlueDart,delivered,1,no,70.34,3,560085,Banashankari,Bangalore
SHP001487,M001,ORD001400,Shiprocket,delivered,2,no,114.99,4,560078,JP Nagar,Bangalore
SHP001488,M001,ORD002484,Shiprocket,delivered,2,no,107.34,3,560035,Sarjapur Road,Bangalore
SHP001489,M001,ORD004514,Shiprocket,delivered,2,no,46.9,1,560034,Koramangala,Bangalore
SHP001490,M001,ORD001798,Ecom Express,delivered,1,no,128.8,2,560041,Jayanagar,Bangalore
SHP001491,M001,ORD000319,Xpressbees,delivered,1,no,84.98,1,560034,Koramangala,Bangalore
SHP001492,M001,ORD003918,Ecom Express,delivered,2,no,112.71,2,560048,Mahadevapura,Bangalore
SHP001493,M001,ORD002583,BlueDart,delivered,1,no,75.82,4,560036,KR Puram,Bangalore
SHP001494,M001,ORD003646,Shiprocket,rto,1,yes,84.87,6,560102,HSR Layout,Bangalore
SHP001495,M001,ORD004521,Shiprocket,delivered,1,no,189.77,4,560064,Yelahanka,Bangalore
SHP001496,M001,ORD001184,Shiprocket,delivered,1,no,101.18,4,560048,Mahadevapura,Bangalore
SHP001497,M001,ORD001082,Delhivery,delivered,1,no,86.06,5,560037,Brookefield,Bangalore
SHP001498,M001,ORD003494,Xpressbees,in_transit,2,no,109.45,1,560040,Vijayanagar,Bangalore
SHP001499,M001,ORD001927,Xpressbees,failed_delivery,2,no,105.79,4,560003,Malleshwaram,Bangalore
SHP001500,M001,ORD001614,BlueDart,delivered,2,no,69.33,3,560037,Brookefield,Bangalore
SHP001501,M001,ORD001377,Xpressbees,delivered,1,no,99.84,4,560034,Koramangala,Bangalore
SHP001502,M001,ORD002422,Shiprocket,rto,1,yes,52.03,8,560041,Jayanagar,Bangalore
SHP001503,M001,ORD003978,BlueDart,in_transit,2,no,195.1,3,560058,Peenya,Bangalore
SHP001504,M001,ORD000945,Shiprocket,failed_delivery,3,no,159.35,8,560100,Electronic City,Bangalore
SHP001505,M001,ORD001179,BlueDart,delivered,1,no,66.84,1,560066,Whitefield,Bangalore
SHP001506,M001,ORD004683,Ecom Express,delivered,1,no,106.67,1,560034,Koramangala,Bangalore
SHP001507,M001,ORD001793,BlueDart,delivered,1,no,124.96,2,560001,MG Road,Bangalore
SHP001508,M001,ORD001817,Xpressbees,in_transit,1,no,172.07,2,560035,Sarjapur Road,Bangalore
SHP001509,M001,ORD000655,Xpressbees,delivered,1,no,139.48,4,560102,HSR Layout,Bangalore
SHP001510,M001,ORD000011,Shiprocket,failed_delivery,1,no,86.03,7,560102,HSR Layout,Bangalore
SHP001511,M001,ORD002867,Delhivery,failed_delivery,2,no,52.18,6,560098,RR Nagar,Bangalore
SHP001512,M001,ORD003148,Delhivery,delivered,3,no,58.59,3,560008,Ulsoor,Bangalore
SHP001513,M001,ORD002783,Shiprocket,rto,2,yes,87.58,6,560017,Old Airport Road,Bangalore
SHP001514,M001,ORD004231,Delhivery,rto,3,yes,116.76,7,560048,Mahadevapura,Bangalore
SHP001515,M001,ORD000103,Shiprocket,delivered,1,no,145.19,2,560038,Indiranagar,Bangalore
SHP001516,M001,ORD002946,Shiprocket,delivered,2,no,88.98,4,560103,Bellandur,Bangalore
SHP001517,M001,ORD003872,Xpressbees,rto,1,yes,126.56,4,560048,Mahadevapura,Bangalore
SHP001518,M001,ORD003984,Delhivery,delivered,2,no,88.93,4,560008,Ulsoor,Bangalore
SHP001519,M001,ORD001195,Ecom Express,failed_delivery,3,no,121.81,4,560010,Rajajinagar,Bangalore
SHP001520,M001,ORD001386,Ecom Express,in_transit,1,no,179.67,1,560035,Sarjapur Road,Bangalore
SHP001521,M001,ORD004227,Xpressbees,delivered,1,no,98.89,3,560008,Ulsoor,Bangalore
SHP001522,M001,ORD004499,Xpressbees,delivered,1,no,108.93,5,560037,Brookefield,Bangalore
SHP001523,M001,ORD002312,Xpressbees,failed_delivery,1,no,58.8,8,560008,Ulsoor,Bangalore
SHP001524,M001,ORD002085,Shiprocket,delivered,1,no,73.76,2,560066,Whitefield,Bangalore
SHP001525,M001,ORD000411,Xpressbees,delivered,1,no,80.07,4,560003,Malleshwaram,Bangalore
SHP001526,M001,ORD001681,Shiprocket,delivered,1,no,99.93,1,560037,Marathahalli,Bangalore
SHP001527,M001,ORD003878,BlueDart,delivered,1,no,97.99,3,560037,Brookefield,Bangalore
SHP001528,M001,ORD002688,Delhivery,delivered,1,no,127.71,2,560102,HSR Layout,Bangalore
SHP001529,M001,ORD004767,BlueDart,delivered,1,no,186.27,3,560100,Electronic City,Bangalore
SHP001530,M001,ORD003052,Shiprocket,delivered,1,no,144.4,2,560102,HSR Layout,Bangalore
SHP001531,M001,ORD000359,Xpressbees,delivered,1,no,115.62,5,560100,Electronic City,Bangalore
SHP001532,M001,ORD002588,Shiprocket,delivered,1,no,117.68,3,560076,Bannerghatta Road,Bangalore
SHP001533,M001,ORD002216,Delhivery,delivered,1,no,91.57,4,560103,Bellandur,Bangalore
SHP001534,M001,ORD001444,Ecom Express,delivered,3,no,62.73,1,560038,Indiranagar,Bangalore
SHP001535,M001,ORD000644,Delhivery,delivered,1,no,51.47,3,560071,Domlur,Bangalore
SHP001536,M001,ORD000046,BlueDart,failed_delivery,2,no,146.89,5,560060,Kengeri,Bangalore
SHP001537,M001,ORD002282,Shiprocket,delivered,2,no,148.59,5,560103,Bellandur,Bangalore
SHP001538,M001,ORD004453,Ecom Express,failed_delivery,2,no,83.34,7,560010,Rajajinagar,Bangalore
SHP001539,M001,ORD004733,Xpressbees,delivered,1,no,84.47,5,560008,Ulsoor,Bangalore
SHP001540,M001,ORD003495,Delhivery,delivered,1,no,192.4,5,560100,Electronic City,Bangalore
SHP001541,M001,ORD004481,Shiprocket,rto,3,yes,59.79,3,560037,Marathahalli,Bangalore
SHP001542,M001,ORD002734,Shiprocket,delivered,2,no,96.24,4,560036,KR Puram,Bangalore
SHP001543,M001,ORD002388,Xpressbees,delivered,1,no,81.66,3,560041,Jayanagar,Bangalore
SHP001544,M001,ORD001791,Xpressbees,delivered,1,no,61.46,4,560034,Koramangala,Bangalore
SHP001545,M001,ORD001569,Delhivery,delivered,2,no,141.84,3,560038,Indiranagar,Bangalore
SHP001546,M001,ORD003380,Shiprocket,in_transit,1,no,86.48,1,560010,Rajajinagar,Bangalore
SHP001547,M001,ORD004825,Ecom Express,delivered,1,no,161.57,5,560100,Electronic City,Bangalore
SHP001548,M001,ORD001425,Delhivery,delivered,1,no,170.95,1,560100,Electronic City,Bangalore
SHP001549,M001,ORD002738,Ecom Express,delivered,2,no,95.56,1,560036,KR Puram,Bangalore
SHP001550,M001,ORD003500,BlueDart,delivered,2,no,136.12,3,560066,Whitefield,Bangalore
SHP001551,M001,ORD002006,Xpressbees,rto,1,yes,132.13,5,560066,Whitefield,Bangalore
SHP001552,M001,ORD004835,Ecom Express,rto,3,yes,115.55,8,560035,Sarjapur Road,Bangalore
SHP001553,M001,ORD000240,Ecom Express,delivered,1,no,52.16,3,560102,HSR Layout,Bangalore
SHP001554,M001,ORD004461,Ecom Express,delivered,2,no,110.22,5,560071,Domlur,Bangalore
SHP001555,M001,ORD002932,Shiprocket,failed_delivery,2,no,108.74,9,560034,Koramangala,Bangalore
SHP001556,M001,ORD004785,BlueDart,delivered,1,no,72.9,2,560017,Old Airport Road,Bangalore
SHP001557,M001,ORD001853,Xpressbees,delivered,1,no,100.18,1,560076,Bannerghatta Road,Bangalore
SHP001558,M001,ORD003740,BlueDart,delivered,2,no,107.22,4,560066,Whitefield,Bangalore
SHP001559,M001,ORD000054,Delhivery,delivered,2,no,104.12,3,560102,HSR Layout,Bangalore
SHP001560,M001,ORD002421,BlueDart,delivered,1,no,130.19,4,560103,Bellandur,Bangalore
SHP001561,M001,ORD000533,Xpressbees,delivered,1,no,54.04,4,560066,Whitefield,Bangalore
SHP001562,M001,ORD003302,Ecom Express,failed_delivery,1,no,128.87,9,560103,Bellandur,Bangalore
SHP001563,M001,ORD000506,BlueDart,delivered,2,no,144.3,1,560038,Indiranagar,Bangalore
SHP001564,M001,ORD001065,Delhivery,delivered,1,no,171.17,4,560064,Yelahanka,Bangalore
SHP001565,M001,ORD001952,Delhivery,rto,2,yes,187.61,3,560100,Electronic City,Bangalore
SHP001566,M001,ORD004170,Delhivery,delivered,2,no,128.94,2,560008,Ulsoor,Bangalore
SHP001567,M001,ORD001253,Delhivery,delivered,1,no,118.12,3,560036,KR Puram,Bangalore
SHP001568,M001,ORD000487,Shiprocket,delivered,2,no,54.99,3,560024,Hebbal,Bangalore
SHP001569,M001,ORD002599,BlueDart,delivered,1,no,89.71,5,560036,KR Puram,Bangalore
SHP001570,M001,ORD002813,Xpressbees,in_transit,1,no,81.72,1,560071,Domlur,Bangalore
SHP001571,M001,ORD004138,Xpressbees,delivered,1,no,137.92,3,560060,Kengeri,Bangalore
SHP001572,M001,ORD002105,Delhivery,rto,2,yes,46.2,3,560038,Indiranagar,Bangalore
SHP001573,M001,ORD000909,Shiprocket,in_transit,2,no,135.07,3,560004,Basavanagudi,Bangalore
SHP001574,M001,ORD004992,Ecom Express,in_transit,2,no,92.28,4,560048,Mahadevapura,Bangalore
SHP001575,M001,ORD004505,Delhivery,delivered,2,no,113.87,5,560037,Brookefield,Bangalore
SHP001576,M001,ORD000772,Shiprocket,failed_delivery,2,no,124.47,3,560034,Koramangala,Bangalore
SHP001577,M001,ORD003722,Delhivery,delivered,2,no,58.14,5,560102,HSR Layout,Bangalore
SHP001578,M001,ORD000935,Ecom Express,delivered,2,no,50.25,3,560037,Marathahalli,Bangalore
SHP001579,M001,ORD003457,BlueDart,delivered,2,no,133.61,5,560102,HSR Layout,Bangalore
SHP001580,M001,ORD002161,Xpressbees,rto,3,yes,81.74,9,560037,Marathahalli,Bangalore
SHP001581,M001,ORD002321,Ecom Express,failed_delivery,1,no,57.26,7,560102,HSR Layout,Bangalore
SHP001582,M001,ORD004508,BlueDart,delivered,1,no,110.8,4,560017,Old Airport Road,Bangalore
SHP001583,M001,ORD004595,Delhivery,delivered,1,no,162.63,1,560035,Sarjapur Road,Bangalore
SHP001584,M001,ORD004672,BlueDart,delivered,1,no,197.32,5,560100,Electronic City,Bangalore
SHP001585,M001,ORD002521,Delhivery,rto,3,yes,59.91,5,560040,Vijayanagar,Bangalore
SHP001586,M001,ORD001762,Ecom Express,delivered,2,no,89.44,1,560066,Whitefield,Bangalore
SHP001587,M001,ORD003244,Ecom Express,delivered,1,no,104.87,3,560017,Old Airport Road,Bangalore
SHP001588,M001,ORD000791,BlueDart,delivered,2,no,117.13,3,560071,Domlur,Bangalore
SHP001589,M001,ORD001439,Xpressbees,delivered,1,no,78.08,4,560041,Jayanagar,Bangalore
SHP001590,M001,ORD003631,Shiprocket,delivered,2,no,131.37,4,560034,Koramangala,Bangalore
SHP001591,M001,ORD001396,BlueDart,in_transit,2,no,136.95,4,560036,KR Puram,Bangalore
SHP001592,M001,ORD004701,Delhivery,delivered,1,no,63.84,5,560102,HSR Layout,Bangalore
SHP001593,M001,ORD001231,Delhivery,delivered,3,no,50.23,2,560066,Whitefield,Bangalore
SHP001594,M001,ORD003473,Xpressbees,in_transit,1,no,194.28,2,560060,Kengeri,Bangalore
SHP001595,M001,ORD003421,Xpressbees,delivered,1,no,121.77,2,560003,Malleshwaram,Bangalore
SHP001596,M001,ORD002052,Ecom Express,delivered,1,no,86.88,3,560037,Brookefield,Bangalore
SHP001597,M001,ORD004221,Shiprocket,failed_delivery,3,no,50.22,4,560071,Domlur,Bangalore
SHP001598,M001,ORD000277,Xpressbees,delivered,1,no,143.01,2,560066,Whitefield,Bangalore
SHP001599,M001,ORD000497,Shiprocket,in_transit,1,no,134.36,1,560066,Whitefield,Bangalore
SHP001600,M001,ORD004272,Xpressbees,delivered,1,no,47.11,5,560071,Domlur,Bangalore
SHP001601,M001,ORD002059,Xpressbees,failed_delivery,2,no,66.8,6,560102,HSR Layout,Bangalore
SHP001602,M001,ORD002978,Xpressbees,rto,3,yes,111.19,9,560100,Electronic City,Bangalore
SHP001603,M001,ORD002263,Ecom Express,rto,1,yes,75.92,5,560008,Ulsoor,Bangalore
SHP001604,M001,ORD003669,BlueDart,failed_delivery,2,no,118.32,9,560034,Koramangala,Bangalore
SHP001605,M001,ORD003006,Xpressbees,delivered,1,no,101.82,4,560037,Marathahalli,Bangalore
SHP001606,M001,ORD001266,Xpressbees,failed_delivery,2,no,51.13,4,560102,HSR Layout,Bangalore
SHP001607,M001,ORD001395,Delhivery,failed_delivery,2,no,103.71,7,560037,Marathahalli,Bangalore
SHP001608,M001,ORD004334,BlueDart,failed_delivery,1,no,55.39,5,560048,Mahadevapura,Bangalore
SHP001609,M001,ORD000811,Xpressbees,in_transit,1,no,129.71,3,560036,KR Puram,Bangalore
SHP001610,M001,ORD001973,BlueDart,delivered,1,no,133.88,5,560035,Sarjapur Road,Bangalore
SHP001611,M001,ORD002432,Xpressbees,rto,2,yes,89.77,5,560037,Brookefield,Bangalore
SHP001612,M001,ORD000397,Xpressbees,delivered,1,no,84.46,2,560071,Domlur,Bangalore
SHP001613,M001,ORD004282,Ecom Express,failed_delivery,3,no,150.08,9,560064,Yelahanka,Bangalore
SHP001614,M001,ORD004876,Shiprocket,rto,3,yes,92.87,9,560103,Bellandur,Bangalore
SHP001615,M001,ORD000638,Xpressbees,delivered,1,no,118.12,2,560071,Domlur,Bangalore
SHP001616,M001,ORD000028,Xpressbees,delivered,2,no,94.01,5,560064,Yelahanka,Bangalore
SHP001617,M001,ORD002523,Xpressbees,rto,2,yes,66.69,8,560037,Marathahalli,Bangalore
SHP001618,M001,ORD002662,Shiprocket,failed_delivery,1,no,103.75,6,560037,Brookefield,Bangalore
SHP001619,M001,ORD002366,Xpressbees,delivered,3,no,108.01,2,560034,Koramangala,Bangalore
SHP001620,M001,ORD001671,Delhivery,delivered,1,no,126.08,3,560100,Electronic City,Bangalore
SHP001621,M001,ORD002534,Xpressbees,failed_delivery,2,no,81.92,4,560103,Bellandur,Bangalore
SHP001622,M001,ORD003824,Delhivery,delivered,1,no,122.88,1,560037,Marathahalli,Bangalore
SHP001623,M001,ORD002673,Xpressbees,in_transit,2,no,88.82,2,560100,Electronic City,Bangalore
SHP001624,M001,ORD001837,BlueDart,delivered,3,no,142.56,3,560071,Domlur,Bangalore
SHP001625,M001,ORD001432,Ecom Express,rto,2,yes,102.46,6,560058,Peenya,Bangalore
SHP001626,M001,ORD004012,Ecom Express,in_transit,1,no,188.24,3,560100,Electronic City,Bangalore
SHP001627,M001,ORD004294,Ecom Express,delivered,2,no,131.41,1,560037,Brookefield,Bangalore
SHP001628,M001,ORD001552,BlueDart,delivered,2,no,69.89,1,560034,Koramangala,Bangalore
SHP001629,M001,ORD000246,BlueDart,failed_delivery,1,no,131.2,4,560102,HSR Layout,Bangalore
SHP001630,M001,ORD002563,BlueDart,delivered,2,no,61.69,1,560010,Rajajinagar,Bangalore
SHP001631,M001,ORD003869,Delhivery,delivered,1,no,145.64,2,560102,HSR Layout,Bangalore
SHP001632,M001,ORD000842,Delhivery,delivered,2,no,101.21,3,560037,Brookefield,Bangalore
SHP001633,M001,ORD000342,Delhivery,in_transit,1,no,64.44,4,560066,Whitefield,Bangalore
SHP001634,M001,ORD001531,Delhivery,delivered,1,no,76.54,3,560034,Koramangala,Bangalore
SHP001635,M001,ORD002800,Xpressbees,failed_delivery,2,no,101.53,9,560003,Malleshwaram,Bangalore
SHP001636,M001,ORD004073,BlueDart,failed_delivery,1,no,108.4,6,560037,Marathahalli,Bangalore
SHP001637,M001,ORD000625,Xpressbees,delivered,2,no,96.8,1,560034,Koramangala,Bangalore
SHP001638,M001,ORD001764,Delhivery,in_transit,2,no,138.62,1,560100,Electronic City,Bangalore
SHP001639,M001,ORD000899,Shiprocket,rto,1,yes,63.81,3,560048,Mahadevapura,Bangalore
SHP001640,M001,ORD002009,BlueDart,in_transit,1,no,98.95,2,560103,Bellandur,Bangalore
SHP001641,M001,ORD001946,Ecom Express,delivered,3,no,148.86,4,560100,Electronic City,Bangalore
SHP001642,M001,ORD002699,Xpressbees,delivered,1,no,81.85,1,560037,Brookefield,Bangalore
SHP001643,M001,ORD004934,BlueDart,delivered,2,no,59.51,4,560034,Koramangala,Bangalore
SHP001644,M001,ORD002427,Shiprocket,rto,2,yes,163.38,7,560100,Electronic City,Bangalore
SHP001645,M001,ORD004380,Xpressbees,delivered,2,no,80.03,2,560103,Bellandur,Bangalore
SHP001646,M001,ORD004140,Delhivery,delivered,2,no,104.51,3,560102,HSR Layout,Bangalore
SHP001647,M001,ORD003109,Ecom Express,in_transit,2,no,111.97,1,560066,Whitefield,Bangalore
SHP001648,M001,ORD000906,Xpressbees,delivered,1,no,190.84,2,560100,Electronic City,Bangalore
SHP001649,M001,ORD004320,BlueDart,delivered,1,no,146.72,2,560017,Old Airport Road,Bangalore
SHP001650,M001,ORD004966,BlueDart,delivered,1,no,69.08,4,560008,Ulsoor,Bangalore
SHP001651,M001,ORD001151,BlueDart,delivered,1,no,115.81,2,560034,Koramangala,Bangalore
SHP001652,M001,ORD000280,Shiprocket,delivered,1,no,142.57,1,560103,Bellandur,Bangalore
SHP001653,M001,ORD000374,Ecom Express,delivered,1,no,140.66,5,560066,Whitefield,Bangalore
SHP001654,M001,ORD001014,Ecom Express,delivered,3,no,134.16,2,560037,Brookefield,Bangalore
SHP001655,M001,ORD003106,Shiprocket,delivered,1,no,126.73,3,560037,Marathahalli,Bangalore
SHP001656,M001,ORD001627,Delhivery,delivered,1,no,125.28,4,560100,Electronic City,Bangalore
SHP001657,M001,ORD002617,BlueDart,delivered,2,no,93.89,1,560034,Koramangala,Bangalore
SHP001658,M001,ORD002259,Delhivery,delivered,1,no,102.16,1,560066,Whitefield,Bangalore
SHP001659,M001,ORD004200,Ecom Express,in_transit,2,no,109.0,2,560100,Electronic City,Bangalore
SHP001660,M001,ORD004955,Ecom Express,delivered,1,no,110.44,3,560076,BTM Layout,Bangalore
SHP001661,M001,ORD003270,Delhivery,in_transit,1,no,72.17,1,560038,Indiranagar,Bangalore
SHP001662,M001,ORD004570,BlueDart,delivered,1,no,90.75,4,560076,Bannerghatta Road,Bangalore
SHP001663,M001,ORD001070,Shiprocket,delivered,2,no,139.92,4,560037,Marathahalli,Bangalore
SHP001664,M001,ORD000950,BlueDart,in_transit,1,no,106.59,3,560102,HSR Layout,Bangalore
SHP001665,M001,ORD004239,Ecom Express,in_transit,1,no,129.47,1,560102,HSR Layout,Bangalore
SHP001666,M001,ORD002693,Shiprocket,delivered,1,no,53.12,4,560034,Koramangala,Bangalore
SHP001667,M001,ORD003353,BlueDart,failed_delivery,2,no,73.4,3,560037,Brookefield,Bangalore
SHP001668,M001,ORD001237,Shiprocket,delivered,1,no,130.25,4,560037,Brookefield,Bangalore
SHP001669,M001,ORD002494,Ecom Express,delivered,1,no,104.65,1,560064,Jakkur,Bangalore
SHP001670,M001,ORD004347,Delhivery,in_transit,1,no,99.84,4,560048,Mahadevapura,Bangalore
SHP001671,M001,ORD004253,Shiprocket,delivered,1,no,129.97,1,560037,Marathahalli,Bangalore
SHP001672,M001,ORD002569,Delhivery,delivered,1,no,61.05,5,560103,Bellandur,Bangalore
SHP001673,M001,ORD003224,Shiprocket,delivered,1,no,99.25,4,560071,Domlur,Bangalore
SHP001674,M001,ORD000555,Shiprocket,delivered,3,no,98.76,4,560066,Whitefield,Bangalore
SHP001675,M001,ORD002095,Shiprocket,delivered,2,no,57.08,5,560066,Whitefield,Bangalore
SHP001676,M001,ORD001477,Xpressbees,in_transit,1,no,140.25,2,560038,Indiranagar,Bangalore
SHP001677,M001,ORD002277,Delhivery,delivered,1,no,118.48,2,560103,Bellandur,Bangalore
SHP001678,M001,ORD003651,BlueDart,failed_delivery,2,no,136.68,3,560037,Marathahalli,Bangalore
SHP001679,M001,ORD004341,Shiprocket,delivered,2,no,124.56,5,560035,Sarjapur Road,Bangalore
SHP001680,M001,ORD000805,Shiprocket,delivered,1,no,48.8,5,560040,Vijayanagar,Bangalore
SHP001681,M001,ORD002895,Ecom Express,delivered,1,no,159.19,5,560100,Electronic City,Bangalore
SHP001682,M001,ORD004559,Delhivery,delivered,1,no,147.4,5,560037,Brookefield,Bangalore
SHP001683,M001,ORD003664,Ecom Express,delivered,2,no,51.5,1,560102,HSR Layout,Bangalore
SHP001684,M001,ORD003644,Ecom Express,delivered,1,no,80.88,1,560071,Domlur,Bangalore
SHP001685,M001,ORD001748,Xpressbees,delivered,2,no,71.47,3,560103,Bellandur,Bangalore
SHP001686,M001,ORD003103,BlueDart,delivered,2,no,149.0,1,560037,Brookefield,Bangalore
SHP001687,M001,ORD002765,Xpressbees,delivered,1,no,191.61,3,560035,Sarjapur Road,Bangalore
SHP001688,M001,ORD003092,Xpressbees,delivered,2,no,137.86,5,560001,MG Road,Bangalore
SHP001689,M001,ORD004561,Ecom Express,failed_delivery,2,no,132.92,9,560103,Bellandur,Bangalore
SHP001690,M001,ORD003297,BlueDart,delivered,1,no,135.99,2,560100,Electronic City,Bangalore
SHP001691,M001,ORD003040,Delhivery,in_transit,2,no,179.99,2,560100,Electronic City,Bangalore
SHP001692,M001,ORD004699,Ecom Express,delivered,2,no,174.27,2,560060,Kengeri,Bangalore
SHP001693,M001,ORD001652,Shiprocket,delivered,1,no,101.05,3,560066,Whitefield,Bangalore
SHP001694,M001,ORD000767,BlueDart,in_transit,2,no,95.79,1,560035,Sarjapur Road,Bangalore
SHP001695,M001,ORD002670,Ecom Express,delivered,2,no,45.88,5,560017,Old Airport Road,Bangalore
SHP001696,M001,ORD002067,Ecom Express,delivered,2,no,58.28,5,560048,Mahadevapura,Bangalore
SHP001697,M001,ORD004392,BlueDart,rto,2,yes,128.13,9,560037,Marathahalli,Bangalore
SHP001698,M001,ORD003779,Shiprocket,delivered,2,no,144.76,3,560078,JP Nagar,Bangalore
SHP001699,M001,ORD000694,Xpressbees,failed_delivery,3,no,106.4,4,560078,JP Nagar,Bangalore
SHP001700,M001,ORD000639,Shiprocket,rto,3,yes,96.38,3,560071,Domlur,Bangalore
SHP001701,M001,ORD002557,Xpressbees,rto,2,yes,100.56,8,560034,Koramangala,Bangalore
SHP001702,M001,ORD002814,Delhivery,delivered,2,no,106.8,1,560037,Brookefield,Bangalore
SHP001703,M001,ORD000541,Xpressbees,delivered,1,no,51.37,1,560048,Mahadevapura,Bangalore
SHP001704,M001,ORD003843,BlueDart,rto,2,yes,76.42,6,560071,Domlur,Bangalore
SHP001705,M001,ORD002769,Xpressbees,delivered,1,no,64.31,1,560103,Bellandur,Bangalore
SHP001706,M001,ORD004062,BlueDart,delivered,1,no,49.35,5,560008,Ulsoor,Bangalore
SHP001707,M001,ORD003800,Shiprocket,rto,2,yes,117.56,5,560017,Old Airport Road,Bangalore
SHP001708,M001,ORD002234,Xpressbees,delivered,1,no,140.77,1,560100,Electronic City,Bangalore
SHP001709,M001,ORD004828,BlueDart,delivered,2,no,146.35,1,560066,Whitefield,Bangalore
SHP001710,M001,ORD001978,Xpressbees,delivered,1,no,114.96,2,560036,KR Puram,Bangalore
SHP001711,M001,ORD004921,Xpressbees,delivered,1,no,61.71,5,560066,Whitefield,Bangalore
SHP001712,M001,ORD001889,BlueDart,failed_delivery,3,no,120.11,3,560066,Whitefield,Bangalore
SHP001713,M001,ORD002289,Xpressbees,delivered,1,no,160.15,2,560100,Electronic City,Bangalore
SHP001714,M001,ORD003856,Ecom Express,delivered,2,no,46.08,2,560008,Ulsoor,Bangalore
SHP001715,M001,ORD002295,Xpressbees,delivered,1,no,66.21,5,560103,Bellandur,Bangalore
SHP001716,M001,ORD003330,BlueDart,delivered,1,no,188.37,3,560100,Electronic City,Bangalore
SHP001717,M001,ORD004927,BlueDart,delivered,2,no,59.51,2,560008,Ulsoor,Bangalore
SHP001718,M001,ORD004310,Ecom Express,delivered,2,no,84.89,5,560102,HSR Layout,Bangalore
SHP001719,M001,ORD002456,BlueDart,delivered,1,no,112.4,3,560010,Rajajinagar,Bangalore
SHP001720,M001,ORD004766,Xpressbees,in_transit,2,no,87.71,3,560037,Marathahalli,Bangalore
SHP001721,M001,ORD003289,Xpressbees,in_transit,1,no,143.68,3,560036,KR Puram,Bangalore
SHP001722,M001,ORD004995,Shiprocket,delivered,2,no,147.91,2,560064,Jakkur,Bangalore
SHP001723,M001,ORD002467,Xpressbees,in_transit,1,no,104.18,2,560010,Rajajinagar,Bangalore
SHP001724,M001,ORD003446,Delhivery,delivered,1,no,114.58,4,560102,HSR Layout,Bangalore
SHP001725,M001,ORD002533,Xpressbees,delivered,1,no,96.78,1,560034,Koramangala,Bangalore
SHP001726,M001,ORD000894,BlueDart,in_transit,1,no,137.62,1,560103,Bellandur,Bangalore
SHP001727,M001,ORD001675,Xpressbees,delivered,1,no,50.56,1,560064,Jakkur,Bangalore
SHP001728,M001,ORD004025,Ecom Express,failed_delivery,3,no,89.21,5,560008,Ulsoor,Bangalore
SHP001729,M001,ORD002197,BlueDart,delivered,1,no,146.88,3,560060,Kengeri,Bangalore
SHP001730,M001,ORD000624,Shiprocket,delivered,1,no,83.22,3,560008,Ulsoor,Bangalore
SHP001731,M001,ORD001768,Xpressbees,delivered,1,no,70.04,3,560036,KR Puram,Bangalore
SHP001732,M001,ORD000738,Xpressbees,delivered,1,no,120.04,1,560037,Brookefield,Bangalore
SHP001733,M001,ORD000259,Delhivery,delivered,1,no,50.78,3,560048,Mahadevapura,Bangalore
SHP001734,M001,ORD003705,Ecom Express,delivered,1,no,120.52,2,560100,Electronic City,Bangalore
SHP001735,M001,ORD000100,Xpressbees,delivered,1,no,78.96,5,560017,Old Airport Road,Bangalore
SHP001736,M001,ORD001728,BlueDart,delivered,1,no,125.05,1,560103,Bellandur,Bangalore
SHP001737,M001,ORD002205,Ecom Express,delivered,1,no,96.47,3,560085,Banashankari,Bangalore
SHP001738,M001,ORD004279,Xpressbees,delivered,1,no,187.16,3,560064,Yelahanka,Bangalore
SHP001739,M001,ORD003626,Delhivery,delivered,2,no,88.56,4,560034,Koramangala,Bangalore
SHP001740,M001,ORD002865,Xpressbees,failed_delivery,3,no,88.47,6,560100,Electronic City,Bangalore
