merchant_id,refund_id,order_id,refund_amount,refund_reason,deduction_reason,dispute_status,created_at,resolved_at,customer_complaint_score
M001,REF000260,ORD004342,2192.0,wrong_item,customer_refund,resolved,2024-06-24,2024-07-02,2
M001,REF000261,ORD009192,97.91,customer_not_available,packaging_damage,open,2024-12-12,2025-02-06,8
M001,REF000262,ORD004295,3662.02,wrong_item,return_shipping_cost,open,2024-06-23,2024-09-02,1
M001,REF000263,ORD006574,3912.66,payment_issue,logistics_penalty,rejected,2024-10-16,2024-10-19,10
M001,REF000264,ORD004054,3378.78,fake_delivery_attempt,customer_refund,rejected,2024-06-20,2024-07-19,7
M001,REF000265,ORD002639,2755.49,fake_delivery_attempt,logistics_penalty,rejected,2024-04-30,2024-05-07,4
M001,REF000266,ORD006622,8414.34,delayed_delivery,return_shipping_cost,resolved,2024-09-29,2024-10-28,1
M001,REF000267,ORD000106,531.57,damaged_product,payment_gateway_adjustment,resolved,2024-01-20,2024-02-11,8
M001,REF000268,ORD002057,5331.01,damaged_product,customer_refund,open,2024-03-30,2024-05-18,3
M001,REF000269,ORD004375,3732.19,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-06-23,2024-07-26,10
M001,REF000270,ORD009148,6613.98,wrong_item,packaging_damage,resolved,2024-12-09,2024-12-19,2
M001,REF000271,ORD005935,3173.06,delayed_delivery,customer_refund,open,2024-08-27,2024-09-29,1
M001,REF000272,ORD001384,763.75,customer_not_available,invoice_difference,resolved,2024-02-25,2024-03-15,5
M001,REF000273,ORD007619,4505.19,payment_issue,customer_refund,open,2024-11-04,2024-12-22,5
M001,REF000274,ORD002892,1425.88,wrong_item,payment_gateway_adjustment,resolved,2024-04-22,2024-06-03,2
M001,REF000275,ORD009106,734.1,size_issue,logistics_penalty,escalated,2024-12-09,2025-02-18,5
M001,REF000276,ORD000540,6914.63,size_issue,logistics_penalty,rejected,2024-02-08,2024-02-13,10
M001,REF000277,ORD004984,4227.79,damaged_product,logistics_penalty,resolved,2024-07-16,2024-08-19,5
M001,REF000278,ORD007463,2023.47,fake_delivery_attempt,dispute_adjustment,escalated,2024-11-09,2025-01-28,9
M001,REF000279,ORD005740,660.55,delayed_delivery,invoice_difference,resolved,2024-08-21,2024-09-07,2
M001,REF000280,ORD006536,449.78,delayed_delivery,payment_gateway_adjustment,resolved,2024-10-08,2024-10-28,7
M001,REF000281,ORD004162,2076.04,size_issue,dispute_adjustment,resolved,2024-06-18,2024-06-30,3
M001,REF000282,ORD007071,5393.79,payment_issue,packaging_damage,resolved,2024-10-14,2024-10-29,4
M001,REF000283,ORD004811,2528.19,damaged_product,payment_gateway_adjustment,resolved,2024-07-26,2024-08-23,5
M001,REF000284,ORD007376,2084.32,fake_delivery_attempt,customer_refund,resolved,2024-11-13,2024-12-18,8
M001,REF000285,ORD005037,5028.72,delayed_delivery,return_shipping_cost,resolved,2024-08-09,2024-09-08,1
M001,REF000286,ORD000869,529.14,size_issue,dispute_adjustment,open,2024-02-04,2024-04-02,4
M001,REF000287,ORD003368,1251.4,size_issue,payment_gateway_adjustment,open,2024-05-29,2024-08-09,6
M001,REF000288,ORD002168,1076.7,wrong_item,payment_gateway_adjustment,resolved,2024-04-02,2024-04-28,2
M001,REF000289,ORD002337,930.08,fake_delivery_attempt,return_shipping_cost,resolved,2024-04-01,2024-04-11,4
M001,REF000290,ORD004116,5785.18,size_issue,packaging_damage,open,2024-06-02,2024-08-23,5
M001,REF000291,ORD005764,7540.87,delayed_delivery,payment_gateway_adjustment,resolved,2024-08-19,2024-08-30,8
M001,REF000292,ORD009719,1986.81,damaged_product,return_shipping_cost,resolved,2024-12-29,2025-01-10,4
M001,REF000293,ORD004868,669.67,damaged_product,packaging_damage,resolved,2024-07-13,2024-07-17,2
M001,REF000294,ORD007164,4010.56,fake_delivery_attempt,dispute_adjustment,resolved,2024-10-18,2024-11-07,6
M001,REF000295,ORD007254,1252.65,customer_not_available,dispute_adjustment,rejected,2024-10-13,2024-11-23,1
M001,REF000296,ORD006370,1997.0,customer_not_available,logistics_penalty,open,2024-09-13,2024-12-03,10
M001,REF000297,ORD002536,633.76,size_issue,payment_gateway_adjustment,escalated,2024-04-11,2024-06-08,1
M001,REF000298,ORD005027,181.73,damaged_product,packaging_damage,resolved,2024-07-20,2024-07-23,8
M001,REF000299,ORD003741,1253.59,delayed_delivery,logistics_penalty,open,2024-05-24,2024-07-21,8
M001,REF000300,ORD009697,1610.96,damaged_product,payment_gateway_adjustment,resolved,2025-01-09,2025-01-26,10
M001,REF000301,ORD007055,3405.03,fake_delivery_attempt,logistics_penalty,resolved,2024-10-16,2024-11-22,8
M001,REF000302,ORD006900,1119.86,size_issue,return_shipping_cost,escalated,2024-10-19,2024-11-24,1
M001,REF000303,ORD004896,7524.25,fake_delivery_attempt,customer_refund,escalated,2024-08-05,2024-10-31,5
M001,REF000304,ORD007330,2072.98,payment_issue,return_shipping_cost,resolved,2024-11-04,2024-12-10,5
M001,REF000305,ORD009493,5662.81,size_issue,customer_refund,resolved,2024-12-25,2025-01-22,2
M001,REF000306,ORD004231,2965.62,size_issue,packaging_damage,resolved,2024-07-01,2024-08-13,4
M001,REF000307,ORD003689,1165.15,cancellation,payment_gateway_adjustment,resolved,2024-05-27,2024-06-04,5
M001,REF000308,ORD007293,7008.02,fake_delivery_attempt,return_shipping_cost,resolved,2024-10-28,2024-11-12,8
M001,REF000309,ORD006350,2373.29,wrong_item,customer_refund,escalated,2024-09-25,2024-12-18,7
M001,REF000310,ORD006711,4683.27,size_issue,logistics_penalty,rejected,2024-10-05,2024-10-20,5
M001,REF000311,ORD000813,2400.82,damaged_product,invoice_difference,rejected,2024-01-27,2024-02-26,3
M001,REF000312,ORD003997,6824.43,cancellation,packaging_damage,resolved,2024-06-11,2024-07-22,5
M001,REF000313,ORD009044,2085.9,customer_not_available,packaging_damage,resolved,2024-12-16,2024-12-21,5
M001,REF000314,ORD000255,3408.66,payment_issue,dispute_adjustment,rejected,2024-02-01,2024-02-07,2
M001,REF000315,ORD004841,902.99,customer_not_available,return_shipping_cost,resolved,2024-07-21,2024-08-07,4
M001,REF000316,ORD003807,3094.21,size_issue,return_shipping_cost,resolved,2024-06-16,2024-07-20,2
M001,REF000317,ORD002284,3056.72,size_issue,invoice_difference,resolved,2024-04-20,2024-05-26,3
M001,REF000318,ORD009049,1535.06,size_issue,payment_gateway_adjustment,open,2024-12-06,2025-02-05,9
M001,REF000319,ORD004634,5310.14,payment_issue,payment_gateway_adjustment,open,2024-07-09,2024-10-06,3
M001,REF000320,ORD006189,5764.07,cancellation,dispute_adjustment,rejected,2024-09-19,2024-10-21,7
M001,REF000321,ORD001782,1210.95,size_issue,customer_refund,escalated,2024-03-29,2024-04-28,7
M001,REF000322,ORD004791,1302.21,size_issue,logistics_penalty,resolved,2024-07-12,2024-08-11,7
M001,REF000323,ORD003433,2465.45,delayed_delivery,return_shipping_cost,escalated,2024-05-10,2024-08-06,4
M001,REF000324,ORD002069,1844.88,delayed_delivery,packaging_damage,resolved,2024-04-03,2024-04-28,5
M001,REF000325,ORD006472,3813.67,delayed_delivery,dispute_adjustment,resolved,2024-09-20,2024-09-28,8
M001,REF000326,ORD003674,3706.11,cancellation,return_shipping_cost,resolved,2024-06-07,2024-07-06,7
M001,REF000327,ORD002720,3937.3,customer_not_available,payment_gateway_adjustment,open,2024-04-17,2024-06-09,8
M001,REF000328,ORD005136,1135.79,payment_issue,packaging_damage,resolved,2024-08-20,2024-09-24,7
M001,REF000329,ORD008524,2703.31,cancellation,logistics_penalty,resolved,2024-12-04,2024-12-15,4
M001,REF000330,ORD001079,2152.86,customer_not_available,packaging_damage,resolved,2024-02-08,2024-02-27,3
M001,REF000331,ORD001260,7270.78,size_issue,payment_gateway_adjustment,open,2024-02-20,2024-04-22,2
M001,REF000332,ORD007164,1881.52,delayed_delivery,return_shipping_cost,resolved,2024-10-25,2024-11-14,7
M001,REF000333,ORD007824,5048.67,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-11-20,2024-12-06,1
M001,REF000334,ORD000028,3013.69,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-01-11,2024-01-15,5
M001,REF000335,ORD004137,2057.45,cancellation,customer_refund,resolved,2024-06-28,2024-08-08,8
M001,REF000336,ORD002596,3774.54,payment_issue,customer_refund,open,2024-04-30,2024-06-18,5
M001,REF000337,ORD003102,5563.18,customer_not_available,packaging_damage,resolved,2024-05-07,2024-06-07,9
M001,REF000338,ORD002144,5740.05,customer_not_available,invoice_difference,resolved,2024-04-02,2024-05-10,3
M001,REF000339,ORD005173,2018.82,damaged_product,invoice_difference,escalated,2024-08-08,2024-10-23,1
M001,REF000340,ORD001718,1552.3,delayed_delivery,invoice_difference,escalated,2024-03-16,2024-04-15,10
M001,REF000341,ORD004759,5355.15,delayed_delivery,invoice_difference,escalated,2024-07-28,2024-09-12,5
M001,REF000342,ORD009174,7675.32,damaged_product,dispute_adjustment,resolved,2024-12-07,2025-01-07,6
M001,REF000343,ORD006120,2714.55,delayed_delivery,dispute_adjustment,open,2024-09-27,2024-12-05,5
M001,REF000344,ORD000113,615.17,size_issue,invoice_difference,resolved,2024-01-28,2024-02-14,7
M001,REF000345,ORD003717,3496.2,delayed_delivery,dispute_adjustment,open,2024-05-27,2024-07-15,8
M001,REF000346,ORD000620,1434.68,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-02-02,2024-03-09,9
M001,REF000347,ORD000662,1051.68,customer_not_available,packaging_damage,resolved,2024-02-19,2024-03-24,7
M001,REF000348,ORD007731,3296.83,fake_delivery_attempt,packaging_damage,rejected,2024-11-08,2024-12-12,10
M001,REF000349,ORD006625,1246.34,size_issue,return_shipping_cost,resolved,2024-10-06,2024-11-04,6
M001,REF000350,ORD001989,2317.67,payment_issue,payment_gateway_adjustment,escalated,2024-03-28,2024-06-26,8
M001,REF000351,ORD005104,2067.63,customer_not_available,logistics_penalty,escalated,2024-08-10,2024-10-18,1
M001,REF000352,ORD003717,1672.01,size_issue,customer_refund,resolved,2024-06-01,2024-06-18,10
M001,REF000353,ORD007392,1929.63,fake_delivery_attempt,dispute_adjustment,rejected,2024-10-30,2024-11-27,7
M001,REF000354,ORD008679,6263.38,payment_issue,payment_gateway_adjustment,rejected,2024-11-27,2024-12-12,8
M001,REF000355,ORD002424,1099.39,customer_not_available,logistics_penalty,escalated,2024-04-26,2024-07-17,1
M001,REF000356,ORD005862,4795.75,delayed_delivery,return_shipping_cost,open,2024-09-01,2024-11-18,10
M001,REF000357,ORD000634,3215.56,customer_not_available,invoice_difference,escalated,2024-02-12,2024-04-04,8
M001,REF000358,ORD002664,2436.27,size_issue,packaging_damage,resolved,2024-04-27,2024-05-16,4
M001,REF000359,ORD000148,1868.58,size_issue,return_shipping_cost,resolved,2024-02-01,2024-02-16,9
M001,REF000360,ORD005620,2569.92,payment_issue,logistics_penalty,escalated,2024-08-22,2024-11-04,2
M001,REF000361,ORD001363,2515.21,delayed_delivery,customer_refund,resolved,2024-02-22,2024-03-12,3
M001,REF000362,ORD004796,1411.54,cancellation,dispute_adjustment,open,2024-07-08,2024-09-04,4
M001,REF000363,ORD000508,390.98,size_issue,payment_gateway_adjustment,resolved,2024-01-24,2024-01-28,4
M001,REF000364,ORD008820,695.92,size_issue,payment_gateway_adjustment,resolved,2024-12-19,2025-01-22,7
M001,REF000365,ORD003108,4790.12,delayed_delivery,logistics_penalty,resolved,2024-05-02,2024-05-25,1
M001,REF000366,ORD007109,6898.83,fake_delivery_attempt,invoice_difference,resolved,2024-11-01,2024-11-27,3
M001,REF000367,ORD004769,1048.69,cancellation,logistics_penalty,resolved,2024-07-07,2024-07-28,5
M001,REF000368,ORD002071,2323.17,cancellation,payment_gateway_adjustment,escalated,2024-03-23,2024-05-19,9
M001,REF000369,ORD006184,4194.49,fake_delivery_attempt,logistics_penalty,resolved,2024-09-11,2024-10-17,7
M001,REF000370,ORD005027,894.76,damaged_product,customer_refund,open,2024-08-07,2024-09-10,6
M001,REF000371,ORD009265,2239.52,fake_delivery_attempt,dispute_adjustment,escalated,2024-12-21,2025-03-14,2
M001,REF000372,ORD001561,8022.15,damaged_product,dispute_adjustment,resolved,2024-03-03,2024-03-12,6
M001,REF000373,ORD005142,697.09,size_issue,payment_gateway_adjustment,resolved,2024-08-01,2024-09-10,7
M001,REF000374,ORD007510,1470.58,wrong_item,packaging_damage,resolved,2024-11-01,2024-12-06,8
M001,REF000375,ORD007285,5668.17,size_issue,payment_gateway_adjustment,rejected,2024-11-09,2024-12-19,8
M001,REF000376,ORD009075,2050.48,size_issue,dispute_adjustment,resolved,2024-12-11,2024-12-22,4
M001,REF000377,ORD009888,2165.9,delayed_delivery,dispute_adjustment,rejected,2025-01-10,2025-02-14,9
M001,REF000378,ORD008825,173.92,payment_issue,payment_gateway_adjustment,open,2024-12-22,2025-01-26,4
M001,REF000379,ORD001848,890.12,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-03-30,2024-04-19,2
M001,REF000380,ORD007542,8024.51,delayed_delivery,dispute_adjustment,rejected,2024-11-16,2024-12-31,7
M001,REF000381,ORD004227,2432.2,customer_not_available,invoice_difference,resolved,2024-06-24,2024-06-29,5
M001,REF000382,ORD000943,2936.57,damaged_product,return_shipping_cost,resolved,2024-02-10,2024-02-24,6
M001,REF000383,ORD006170,7674.87,cancellation,customer_refund,escalated,2024-10-03,2024-11-07,3
M001,REF000384,ORD002836,5024.4,fake_delivery_attempt,payment_gateway_adjustment,resolved,2024-05-13,2024-05-31,6
M001,REF000385,ORD009715,7125.15,damaged_product,return_shipping_cost,escalated,2025-01-06,2025-03-13,10
M001,REF000386,ORD002329,414.0,damaged_product,invoice_difference,resolved,2024-04-23,2024-05-11,1
M001,REF000387,ORD002335,3312.65,fake_delivery_attempt,dispute_adjustment,resolved,2024-04-01,2024-05-16,9
M001,REF000388,ORD005765,1260.13,customer_not_available,payment_gateway_adjustment,resolved,2024-08-28,2024-08-31,8
M001,REF000389,ORD002764,6850.0,size_issue,logistics_penalty,resolved,2024-04-26,2024-05-14,1
M001,REF000390,ORD006338,363.07,fake_delivery_attempt,dispute_adjustment,open,2024-10-07,2024-11-23,10
M001,REF000391,ORD002092,1061.29,payment_issue,return_shipping_cost,resolved,2024-03-28,2024-04-26,6
M001,REF000392,ORD004685,4269.38,delayed_delivery,payment_gateway_adjustment,resolved,2024-07-01,2024-07-24,7
M001,REF000393,ORD006200,765.49,size_issue,return_shipping_cost,resolved,2024-09-16,2024-10-13,2
M001,REF000394,ORD008348,768.23,delayed_delivery,payment_gateway_adjustment,resolved,2024-11-18,2024-12-02,2
M001,REF000395,ORD000670,5454.32,fake_delivery_attempt,dispute_adjustment,resolved,2024-02-11,2024-03-15,4
M001,REF000396,ORD004773,1517.32,wrong_item,dispute_adjustment,resolved,2024-07-17,2024-07-26,10
M001,REF000397,ORD000185,346.75,payment_issue,payment_gateway_adjustment,resolved,2024-01-25,2024-02-09,10
M001,REF000398,ORD000485,3061.25,size_issue,customer_refund,resolved,2024-01-27,2024-03-10,8
M001,REF000399,ORD000949,2871.61,customer_not_available,packaging_damage,resolved,2024-02-18,2024-03-16,8
M001,REF000400,ORD007598,2434.82,delayed_delivery,payment_gateway_adjustment,resolved,2024-10-24,2024-11-18,6
M001,REF000401,ORD008877,999.93,customer_not_available,logistics_penalty,escalated,2024-12-24,2025-02-24,1
M001,REF000402,ORD008638,1859.79,wrong_item,return_shipping_cost,resolved,2024-11-28,2024-12-09,1
M001,REF000403,ORD004796,3131.0,size_issue,invoice_difference,resolved,2024-07-17,2024-08-04,3
M001,REF000404,ORD003956,57.2,payment_issue,payment_gateway_adjustment,rejected,2024-06-03,2024-06-06,1
M001,REF000405,ORD005598,3410.8,size_issue,packaging_damage,resolved,2024-08-14,2024-09-05,1
M001,REF000406,ORD006923,823.15,damaged_product,return_shipping_cost,open,2024-10-15,2024-11-29,5
M001,REF000407,ORD001812,455.13,damaged_product,customer_refund,resolved,2024-03-29,2024-05-13,9
M001,REF000408,ORD007496,3852.51,delayed_delivery,payment_gateway_adjustment,resolved,2024-10-25,2024-11-21,10
M001,REF000409,ORD003602,5509.24,damaged_product,invoice_difference,resolved,2024-06-03,2024-07-02,2
M001,REF000410,ORD006414,1467.39,size_issue,payment_gateway_adjustment,escalated,2024-09-24,2024-12-12,10
M001,REF000411,ORD000369,4472.31,fake_delivery_attempt,return_shipping_cost,resolved,2024-01-26,2024-02-08,8
M001,REF000412,ORD008649,4824.41,fake_delivery_attempt,dispute_adjustment,resolved,2024-12-08,2025-01-06,8
M001,REF000413,ORD005422,6050.1,cancellation,customer_refund,rejected,2024-08-09,2024-08-23,9
M001,REF000414,ORD002332,1200.37,cancellation,return_shipping_cost,resolved,2024-04-18,2024-05-30,6
M001,REF000415,ORD001748,212.06,cancellation,payment_gateway_adjustment,rejected,2024-03-22,2024-04-19,9
M001,REF000416,ORD001151,2653.8,payment_issue,dispute_adjustment,resolved,2024-02-11,2024-03-01,3
M001,REF000417,ORD006617,377.84,cancellation,customer_refund,open,2024-09-25,2024-12-15,8
M001,REF000418,ORD004296,988.88,wrong_item,customer_refund,rejected,2024-07-02,2024-07-06,4
M001,REF000419,ORD003106,6607.63,damaged_product,return_shipping_cost,rejected,2024-05-20,2024-05-29,8
M001,REF000420,ORD007784,3992.8,payment_issue,dispute_adjustment,resolved,2024-11-07,2024-12-07,3
M001,REF000421,ORD005280,6452.66,wrong_item,invoice_difference,resolved,2024-08-27,2024-09-04,4
M001,REF000422,ORD006830,3402.49,cancellation,customer_refund,resolved,2024-10-21,2024-10-31,9
M001,REF000423,ORD006590,563.71,size_issue,dispute_adjustment,resolved,2024-10-10,2024-11-10,7
M001,REF000424,ORD000037,2072.33,fake_delivery_attempt,return_shipping_cost,resolved,2024-01-02,2024-02-08,8
M001,REF000425,ORD009020,2554.24,cancellation,payment_gateway_adjustment,open,2024-12-02,2025-01-22,2
M001,REF000426,ORD007470,4745.22,cancellation,invoice_difference,resolved,2024-10-30,2024-11-06,7
M001,REF000427,ORD002142,4121.11,damaged_product,return_shipping_cost,resolved,2024-03-22,2024-04-21,10
M001,REF000428,ORD007216,3183.78,cancellation,invoice_difference,resolved,2024-10-15,2024-11-26,1
M001,REF000429,ORD004214,759.2,customer_not_available,customer_refund,open,2024-06-14,2024-08-17,4
M001,REF000430,ORD000975,4271.68,customer_not_available,customer_refund,resolved,2024-02-05,2024-03-03,7
M001,REF000431,ORD000488,1487.04,customer_not_available,packaging_damage,resolved,2024-01-30,2024-02-20,2
M001,REF000432,ORD001118,1985.09,size_issue,customer_refund,escalated,2024-02-12,2024-04-06,10
M001,REF000433,ORD007798,379.41,customer_not_available,logistics_penalty,resolved,2024-11-06,2024-11-23,6
M001,REF000434,ORD004445,2805.45,payment_issue,dispute_adjustment,escalated,2024-06-18,2024-08-15,2
M001,REF000435,ORD005865,491.82,customer_not_available,invoice_difference,resolved,2024-09-08,2024-09-23,2
M001,REF000436,ORD000106,1016.72,wrong_item,logistics_penalty,resolved,2024-01-24,2024-02-10,5
M001,REF000437,ORD004649,749.22,wrong_item,logistics_penalty,rejected,2024-07-18,2024-07-26,1
M001,REF000438,ORD005763,6072.62,wrong_item,dispute_adjustment,resolved,2024-09-10,2024-10-11,10
M001,REF000439,ORD003739,3441.35,delayed_delivery,invoice_difference,rejected,2024-05-24,2024-06-01,10
M001,REF000440,ORD000774,4498.69,wrong_item,logistics_penalty,escalated,2024-02-13,2024-05-05,8
M001,REF000441,ORD008256,1544.54,payment_issue,packaging_damage,open,2024-11-15,2025-01-12,8
M001,REF000442,ORD005885,2968.72,customer_not_available,payment_gateway_adjustment,resolved,2024-09-01,2024-09-27,8
M001,REF000443,ORD005169,5531.36,damaged_product,customer_refund,resolved,2024-08-16,2024-08-27,9
M001,REF000444,ORD002407,584.94,cancellation,packaging_damage,resolved,2024-04-08,2024-05-14,9
M001,REF000445,ORD001632,1243.91,wrong_item,packaging_damage,resolved,2024-03-23,2024-05-01,8
M001,REF000446,ORD002554,1780.05,payment_issue,invoice_difference,resolved,2024-05-03,2024-06-10,8
M001,REF000447,ORD005768,6187.75,cancellation,invoice_difference,resolved,2024-09-16,2024-09-20,8
M001,REF000448,ORD009753,2670.28,wrong_item,dispute_adjustment,resolved,2025-01-12,2025-01-20,8
M001,REF000449,ORD001781,2086.47,customer_not_available,dispute_adjustment,escalated,2024-03-08,2024-05-05,1
M001,REF000450,ORD000909,3315.87,fake_delivery_attempt,logistics_penalty,open,2024-02-27,2024-05-21,1
M001,REF000451,ORD000837,5387.56,customer_not_available,payment_gateway_adjustment,escalated,2024-02-10,2024-03-30,5
M001,REF000452,ORD007099,3916.78,damaged_product,payment_gateway_adjustment,resolved,2024-10-11,2024-11-18,3
M001,REF000453,ORD004457,2500.59,size_issue,dispute_adjustment,resolved,2024-06-23,2024-07-10,5
M001,REF000454,ORD007159,396.21,customer_not_available,logistics_penalty,open,2024-10-11,2024-12-07,1
M001,REF000455,ORD005135,2205.84,customer_not_available,packaging_damage,resolved,2024-08-02,2024-08-12,6
M001,REF000456,ORD002141,8295.28,damaged_product,packaging_damage,resolved,2024-03-25,2024-04-22,10
M001,REF000457,ORD000039,285.53,payment_issue,payment_gateway_adjustment,rejected,2024-01-08,2024-01-20,3
M001,REF000458,ORD008353,2582.61,fake_delivery_attempt,customer_refund,resolved,2024-12-05,2025-01-02,8
M001,REF000459,ORD004980,374.86,cancellation,payment_gateway_adjustment,resolved,2024-07-29,2024-09-10,2
M001,REF000460,ORD009263,328.38,cancellation,logistics_penalty,rejected,2025-01-06,2025-02-19,2
M001,REF000461,ORD008302,3398.73,delayed_delivery,invoice_difference,resolved,2024-11-30,2024-12-18,8
M001,REF000462,ORD004878,2282.53,wrong_item,invoice_difference,resolved,2024-07-14,2024-08-11,7
M001,REF000463,ORD003533,1854.37,delayed_delivery,logistics_penalty,escalated,2024-05-15,2024-06-19,3
M001,REF000464,ORD005637,3305.2,size_issue,payment_gateway_adjustment,escalated,2024-08-20,2024-09-22,10
M001,REF000465,ORD008311,5282.14,size_issue,packaging_damage,open,2024-11-27,2024-12-27,2
M001,REF000466,ORD008315,4889.46,cancellation,dispute_adjustment,escalated,2024-11-24,2025-01-19,10
M001,REF000467,ORD003345,7155.71,payment_issue,invoice_difference,resolved,2024-05-10,2024-06-12,5
M001,REF000468,ORD003280,3495.5,delayed_delivery,return_shipping_cost,resolved,2024-05-22,2024-07-02,1
M001,REF000469,ORD006400,1656.92,damaged_product,payment_gateway_adjustment,resolved,2024-10-09,2024-11-17,3
M001,REF000470,ORD001111,989.57,size_issue,payment_gateway_adjustment,escalated,2024-02-12,2024-05-01,5
M001,REF000471,ORD008964,1560.69,cancellation,dispute_adjustment,resolved,2024-11-29,2024-12-13,5
M001,REF000472,ORD005739,474.86,delayed_delivery,customer_refund,resolved,2024-09-10,2024-09-13,6
M001,REF000473,ORD005418,2529.46,customer_not_available,packaging_damage,rejected,2024-08-21,2024-09-11,4
M001,REF000474,ORD000734,4472.55,wrong_item,invoice_difference,resolved,2024-01-26,2024-03-02,3
M001,REF000475,ORD003858,3382.83,cancellation,invoice_difference,resolved,2024-06-12,2024-07-21,3
M001,REF000476,ORD009788,1805.12,damaged_product,invoice_difference,resolved,2024-12-27,2025-01-27,7
M001,REF000477,ORD000515,6825.36,damaged_product,logistics_penalty,resolved,2024-02-10,2024-03-17,9
M001,REF000478,ORD002873,3275.73,customer_not_available,customer_refund,open,2024-04-24,2024-06-16,3
M001,REF000479,ORD005800,808.88,cancellation,packaging_damage,open,2024-08-29,2024-11-14,8
M001,REF000480,ORD005531,1182.39,size_issue,packaging_damage,resolved,2024-08-17,2024-08-20,3
M001,REF000481,ORD005838,7122.47,payment_issue,return_shipping_cost,escalated,2024-09-14,2024-11-13,3
M001,REF000482,ORD007715,7087.11,fake_delivery_attempt,logistics_penalty,resolved,2024-11-09,2024-12-22,6
M001,REF000483,ORD007444,2280.29,cancellation,dispute_adjustment,resolved,2024-11-08,2024-11-11,5
M001,REF000484,ORD007423,2943.4,size_issue,return_shipping_cost,escalated,2024-10-28,2024-12-18,9
M001,REF000485,ORD000804,7280.02,size_issue,invoice_difference,resolved,2024-02-09,2024-03-06,6
M001,REF000486,ORD005876,2418.83,wrong_item,payment_gateway_adjustment,resolved,2024-09-12,2024-09-15,9
M001,REF000487,ORD008426,3861.42,size_issue,payment_gateway_adjustment,resolved,2024-11-30,2025-01-11,6
M001,REF000488,ORD001345,2704.1,damaged_product,invoice_difference,escalated,2024-03-05,2024-05-31,8
M001,REF000489,ORD008452,4210.88,wrong_item,return_shipping_cost,rejected,2024-12-13,2025-01-20,6
M001,REF000490,ORD000652,2934.19,wrong_item,logistics_penalty,resolved,2024-01-28,2024-02-18,2
M001,REF000491,ORD006863,2616.65,size_issue,logistics_penalty,resolved,2024-10-08,2024-11-06,7
M001,REF000492,ORD000466,2694.35,wrong_item,customer_refund,resolved,2024-01-27,2024-02-08,7
M001,REF000493,ORD007770,718.88,customer_not_available,logistics_penalty,resolved,2024-11-20,2024-11-27,9
M001,REF000494,ORD009696,1060.9,size_issue,customer_refund,resolved,2025-01-11,2025-02-10,8
M001,REF000495,ORD001268,2094.41,cancellation,return_shipping_cost,open,2024-03-11,2024-04-27,6
M001,REF000496,ORD009810,3847.9,size_issue,packaging_damage,rejected,2025-01-17,2025-02-12,9
M001,REF000497,ORD001045,177.24,fake_delivery_attempt,logistics_penalty,open,2024-02-06,2024-04-08,1
M001,REF000498,ORD002530,5475.59,customer_not_available,invoice_difference,escalated,2024-04-18,2024-06-14,6
M001,REF000499,ORD002646,951.59,fake_delivery_attempt,packaging_damage,escalated,2024-04-16,2024-07-14,5
M001,REF000500,ORD004523,7446.16,size_issue,invoice_difference,resolved,2024-06-26,2024-08-04,3
M001,REF000501,ORD003260,1113.66,wrong_item,return_shipping_cost,resolved,2024-05-30,2024-06-04,5
M001,REF000502,ORD005171,902.56,wrong_item,invoice_difference,rejected,2024-08-15,2024-09-28,2
M001,REF000503,ORD009762,252.04,delayed_delivery,dispute_adjustment,resolved,2024-12-26,2025-01-25,3
M001,REF000504,ORD000244,996.5,fake_delivery_attempt,dispute_adjustment,resolved,2024-01-27,2024-02-01,7
M001,REF000505,ORD008481,6083.63,delayed_delivery,payment_gateway_adjustment,escalated,2024-12-14,2025-02-07,7
M001,REF000506,ORD000513,2414.13,customer_not_available,payment_gateway_adjustment,resolved,2024-01-25,2024-02-03,1
M001,REF000507,ORD000617,2828.06,delayed_delivery,payment_gateway_adjustment,resolved,2024-02-08,2024-03-05,1
M001,REF000508,ORD009037,2964.53,cancellation,invoice_difference,escalated,2024-12-23,2025-03-04,6
M001,REF000509,ORD007197,2842.8,payment_issue,invoice_difference,resolved,2024-10-28,2024-11-20,4
M001,REF000510,ORD002305,7836.51,damaged_product,packaging_damage,resolved,2024-04-18,2024-05-29,2
M001,REF000511,ORD008881,5616.26,damaged_product,return_shipping_cost,open,2024-12-10,2025-02-02,10
M001,REF000512,ORD003909,2806.48,wrong_item,customer_refund,escalated,2024-05-27,2024-07-27,3
M001,REF000513,ORD008487,3909.03,wrong_item,return_shipping_cost,resolved,2024-12-12,2025-01-06,7
M001,REF000514,ORD006672,6625.85,wrong_item,payment_gateway_adjustment,rejected,2024-09-27,2024-11-04,7
M001,REF000515,ORD002466,1770.52,damaged_product,payment_gateway_adjustment,resolved,2024-04-06,2024-05-04,6
M001,REF000516,ORD002408,2136.8,payment_issue,return_shipping_cost,resolved,2024-04-22,2024-04-29,8
M001,REF000517,ORD006980,633.22,damaged_product,logistics_penalty,open,2024-10-08,2024-12-17,4
M001,REF000518,ORD005051,3376.89,wrong_item,logistics_penalty,resolved,2024-08-11,2024-09-09,7
