expense_id,merchant_id,expense_date,category,subcategory,amount,payment_mode,vendor_name,approval_status
EXP000584,M001,2024-12-30,packaging,boxes,5773.78,cash,Ecom Express,approved
EXP000585,M001,2024-06-29,shipping,last_mile,8501.41,bank_transfer,Bangalore Packaging Co,approved
EXP000586,M001,2024-11-25,shipping,surface,1238.66,bank_transfer,Cashfree Fees,approved
EXP000587,M001,2024-07-04,cloud,AWS,1132.26,UPI,Ecom Express,approved
EXP000588,M001,2024-10-26,returns,quality_check,9941.03,card,Razorpay Fees,approved
EXP000589,M001,2024-08-12,shipping,reverse_logistics,14740.5,UPI,Bangalore Packaging Co,approved
EXP000590,M001,2024-10-02,salaries,incentives,8267.01,bank_transfer,Cashfree Fees,approved
EXP000591,M001,2024-02-29,salaries,contract,10931.77,bank_transfer,Cashfree Fees,rejected
EXP000592,M001,2024-12-26,marketing,SEO,2895.09,UPI,Xpressbees,approved
EXP000593,M001,2024-12-14,cloud,storage,2099.5,card,Ecom Express,pending
EXP000594,M001,2024-11-06,shipping,last_mile,3904.79,bank_transfer,Ecom Express,approved
EXP000595,M001,2024-09-07,warehouse,equipment,19806.71,card,AdGrowth Marketing,approved
EXP000596,M001,2024-07-04,packaging,boxes,5260.55,bank_transfer,Bangalore Packaging Co,pending
EXP000597,M001,2024-05-05,salaries,full_time,21487.78,bank_transfer,BlueDart,approved
EXP000598,M001,2024-04-30,marketing,SEO,1417.22,UPI,Delhivery,approved
EXP000599,M001,2024-01-29,salaries,contract,30702.55,UPI,Shiprocket,approved
EXP000600,M001,2024-10-02,salaries,full_time,13155.29,UPI,Ecom Express,approved
EXP000601,M001,2024-02-15,shipping,air_freight,6630.93,card,Razorpay Fees,approved
EXP000602,M001,2024-12-15,software,licenses,3736.77,card,Cashfree Fees,approved
EXP000603,M001,2024-03-14,salaries,contract,29428.79,UPI,Urban Warehouse Services,rejected
EXP000604,M001,2024-10-28,packaging,tape,4148.89,UPI,BlueDart,approved
EXP000605,M001,2024-09-13,marketing,SEO,11784.26,card,Cashfree Fees,approved
EXP000606,M001,2024-01-09,packaging,bubble_wrap,4024.2,card,Delhivery,approved
EXP000607,M001,2024-04-01,marketing,digital_ads,25673.03,bank_transfer,Razorpay Fees,approved
EXP000608,M001,2024-03-27,packaging,bubble_wrap,3414.78,bank_transfer,Ecom Express,approved
EXP000609,M001,2024-10-12,warehouse,equipment,5271.09,bank_transfer,Razorpay Fees,approved
EXP000610,M001,2024-01-06,shipping,reverse_logistics,14370.05,UPI,Urban Warehouse Services,rejected
EXP000611,M001,2024-05-09,marketing,email_campaigns,15742.34,UPI,Cashfree Fees,approved
EXP000612,M001,2024-04-18,cloud,Azure,2983.84,bank_transfer,Urban Warehouse Services,approved
EXP000613,M001,2024-03-31,warehouse,utilities,18069.41,bank_transfer,Urban Warehouse Services,approved
EXP000614,M001,2024-03-18,shipping,air_freight,1562.97,UPI,Ecom Express,approved
EXP000615,M001,2024-03-08,software,SaaS,3963.11,bank_transfer,Xpressbees,rejected
EXP000616,M001,2024-11-17,salaries,incentives,18123.45,bank_transfer,Urban Warehouse Services,approved
EXP000617,M001,2024-09-15,warehouse,staff,19035.25,bank_transfer,BlueDart,pending
EXP000618,M001,2024-11-03,salaries,overtime,33179.07,cash,Xpressbees,approved
EXP000619,M001,2024-10-18,shipping,last_mile,4099.18,bank_transfer,Delhivery,pending
EXP000620,M001,2024-05-10,packaging,tape,9123.87,card,Urban Warehouse Services,pending
EXP000621,M001,2024-06-18,packaging,labels,9251.32,bank_transfer,Cashfree Fees,approved
EXP000622,M001,2024-07-06,refunds,partial_refund,9459.2,cash,Ecom Express,approved
EXP000623,M001,2024-03-20,marketing,digital_ads,3252.65,bank_transfer,Bangalore Packaging Co,approved
EXP000624,M001,2024-11-20,marketing,email_campaigns,2241.03,cash,Delhivery,approved
EXP000625,M001,2024-04-27,marketing,influencer,7912.41,bank_transfer,Ecom Express,approved
EXP000626,M001,2024-04-21,refunds,chargeback,2396.39,card,BlueDart,approved
EXP000627,M001,2024-12-12,marketing,SEO,18236.72,UPI,Razorpay Fees,approved
EXP000628,M001,2024-08-24,warehouse,staff,20660.76,UPI,BlueDart,approved
EXP000629,M001,2024-06-15,marketing,influencer,10126.53,cash,Shiprocket,approved
EXP000630,M001,2024-10-25,shipping,last_mile,12655.48,UPI,Delhivery,approved
EXP000631,M001,2024-04-10,refunds,chargeback,4353.94,card,Cashfree Fees,rejected
EXP000632,M001,2024-12-24,cloud,AWS,2032.26,card,BlueDart,approved
EXP000633,M001,2024-07-18,warehouse,utilities,12402.36,UPI,Ecom Express,pending
EXP000634,M001,2024-08-23,shipping,last_mile,3571.59,cash,Bangalore Packaging Co,approved
EXP000635,M001,2024-03-18,marketing,SEO,17827.48,card,Urban Warehouse Services,approved
EXP000636,M001,2024-12-10,refunds,customer_refund,5382.69,bank_transfer,Razorpay Fees,approved
EXP000637,M001,2024-11-14,shipping,reverse_logistics,1669.51,bank_transfer,Razorpay Fees,approved
EXP000638,M001,2024-09-16,marketing,digital_ads,3381.93,card,Xpressbees,pending
EXP000639,M001,2024-08-24,salaries,full_time,7160.91,bank_transfer,Delhivery,approved
EXP000640,M001,2024-12-11,salaries,contract,21726.82,cash,Ecom Express,approved
EXP000641,M001,2024-02-10,cloud,Azure,1273.84,card,Razorpay Fees,approved
EXP000642,M001,2024-10-16,shipping,surface,14569.19,bank_transfer,AdGrowth Marketing,pending
EXP000643,M001,2024-07-29,salaries,contract,31472.31,card,Xpressbees,pending
EXP000644,M001,2024-11-26,marketing,digital_ads,20626.87,UPI,Razorpay Fees,approved
EXP000645,M001,2024-07-05,marketing,influencer,17547.12,bank_transfer,Bangalore Packaging Co,approved
EXP000646,M001,2024-03-22,marketing,SEO,22379.66,UPI,Cashfree Fees,approved
EXP000647,M001,2024-03-22,warehouse,rent,2129.36,bank_transfer,Bangalore Packaging Co,pending
EXP000648,M001,2024-03-18,salaries,contract,7035.48,bank_transfer,BlueDart,pending
EXP000649,M001,2024-09-21,software,tools,2825.63,bank_transfer,Cashfree Fees,approved
EXP000650,M001,2024-09-02,marketing,email_campaigns,14383.56,cash,Cashfree Fees,approved
EXP000651,M001,2024-10-05,refunds,customer_refund,6644.86,bank_transfer,Urban Warehouse Services,approved
EXP000652,M001,2024-02-26,salaries,full_time,29346.61,card,Cashfree Fees,rejected
EXP000653,M001,2024-05-03,shipping,last_mile,11742.0,bank_transfer,BlueDart,pending
EXP000654,M001,2024-08-24,refunds,partial_refund,2547.69,bank_transfer,Bangalore Packaging Co,pending
EXP000655,M001,2024-07-06,returns,reverse_pickup,7662.47,bank_transfer,AdGrowth Marketing,pending
EXP000656,M001,2024-03-09,warehouse,equipment,7356.51,bank_transfer,Cashfree Fees,approved
EXP000657,M001,2024-09-25,salaries,overtime,28899.31,bank_transfer,Bangalore Packaging Co,approved
EXP000658,M001,2024-12-09,salaries,full_time,38880.0,bank_transfer,Urban Warehouse Services,approved
EXP000659,M001,2024-10-05,marketing,SEO,7161.99,bank_transfer,BlueDart,approved
EXP000660,M001,2024-03-10,warehouse,utilities,21595.97,bank_transfer,Ecom Express,approved
EXP000661,M001,2024-01-28,shipping,surface,12822.75,UPI,Urban Warehouse Services,approved
EXP000662,M001,2024-07-18,warehouse,rent,6791.15,card,BlueDart,approved
EXP000663,M001,2024-09-20,software,SaaS,4497.98,bank_transfer,Shiprocket,approved
EXP000664,M001,2024-07-21,packaging,boxes,5289.31,card,Xpressbees,approved
EXP000665,M001,2024-12-08,salaries,contract,28563.03,card,Delhivery,pending
EXP000666,M001,2024-02-01,salaries,overtime,9664.4,card,BlueDart,approved
EXP000667,M001,2024-04-29,warehouse,rent,11911.24,card,Xpressbees,pending
EXP000668,M001,2024-10-12,software,licenses,1311.06,card,Xpressbees,approved
EXP000669,M001,2024-01-06,marketing,email_campaigns,28737.82,bank_transfer,Xpressbees,rejected
EXP000670,M001,2024-07-05,marketing,influencer,3697.09,UPI,Ecom Express,pending
EXP000671,M001,2024-01-30,marketing,email_campaigns,18295.67,bank_transfer,Razorpay Fees,approved
EXP000672,M001,2024-11-03,returns,restocking,5341.83,bank_transfer,AdGrowth Marketing,approved
EXP000673,M001,2024-01-13,shipping,air_freight,11843.16,cash,Ecom Express,pending
EXP000674,M001,2024-11-08,shipping,surface,4965.42,bank_transfer,Razorpay Fees,approved
EXP000675,M001,2024-03-25,software,subscriptions,1355.86,card,Razorpay Fees,approved
EXP000676,M001,2024-06-25,shipping,last_mile,10988.68,bank_transfer,BlueDart,pending
EXP000677,M001,2024-11-07,salaries,contract,10399.47,card,Shiprocket,approved
EXP000678,M001,2024-10-25,salaries,contract,38874.15,bank_transfer,BlueDart,pending
EXP000679,M001,2024-01-12,returns,quality_check,7567.44,UPI,Xpressbees,approved
EXP000680,M001,2024-08-13,salaries,full_time,20506.59,bank_transfer,Shiprocket,pending
EXP000681,M001,2024-10-27,marketing,SEO,16560.39,card,Urban Warehouse Services,approved
EXP000682,M001,2024-05-22,salaries,full_time,12698.59,bank_transfer,Ecom Express,pending
EXP000683,M001,2024-04-02,returns,restocking,3427.03,card,Razorpay Fees,approved
EXP000684,M001,2024-01-14,warehouse,equipment,16376.13,bank_transfer,Shiprocket,approved
EXP000685,M001,2024-02-18,shipping,air_freight,12234.69,bank_transfer,Ecom Express,approved
EXP000686,M001,2024-01-21,salaries,full_time,30930.45,bank_transfer,Urban Warehouse Services,approved
EXP000687,M001,2024-10-01,refunds,customer_refund,3661.22,UPI,AdGrowth Marketing,pending
EXP000688,M001,2024-04-05,marketing,digital_ads,14363.11,card,Shiprocket,approved
EXP000689,M001,2024-01-02,payment_gateway,transaction_fee,6180.78,cash,Shiprocket,approved
EXP000690,M001,2024-05-23,shipping,air_freight,3308.91,bank_transfer,AdGrowth Marketing,pending
EXP000691,M001,2024-01-07,warehouse,equipment,3121.7,card,Ecom Express,pending
EXP000692,M001,2024-01-27,cloud,GCP,2854.02,bank_transfer,Xpressbees,approved
EXP000693,M001,2024-08-12,cloud,AWS,3535.49,card,Urban Warehouse Services,approved
EXP000694,M001,2024-05-02,packaging,bubble_wrap,9301.91,bank_transfer,Bangalore Packaging Co,approved
EXP000695,M001,2024-10-09,marketing,influencer,9434.3,bank_transfer,Razorpay Fees,approved
EXP000696,M001,2024-08-12,warehouse,equipment,9784.27,bank_transfer,AdGrowth Marketing,approved
EXP000697,M001,2024-05-09,salaries,overtime,29271.98,bank_transfer,Cashfree Fees,approved
EXP000698,M001,2024-11-16,refunds,partial_refund,4025.81,bank_transfer,Delhivery,approved
EXP000699,M001,2024-10-29,salaries,contract,24387.47,card,Bangalore Packaging Co,approved
EXP000700,M001,2024-11-06,shipping,surface,12013.75,card,Urban Warehouse Services,approved
EXP000701,M001,2024-09-05,shipping,last_mile,8767.96,bank_transfer,Razorpay Fees,approved
EXP000702,M001,2024-05-03,shipping,last_mile,14260.88,cash,Razorpay Fees,approved
EXP000703,M001,2024-06-06,cloud,Azure,2158.08,bank_transfer,Xpressbees,approved
EXP000704,M001,2024-09-22,cloud,storage,4533.68,bank_transfer,AdGrowth Marketing,pending
EXP000705,M001,2024-02-04,salaries,contract,24766.57,cash,Ecom Express,approved
EXP000706,M001,2024-06-04,warehouse,utilities,7071.23,card,AdGrowth Marketing,approved
EXP000707,M001,2024-12-12,packaging,boxes,946.15,UPI,Ecom Express,approved
EXP000708,M001,2024-11-15,marketing,SEO,6525.58,bank_transfer,BlueDart,pending
EXP000709,M001,2024-04-23,payment_gateway,settlement_charge,9856.15,UPI,Xpressbees,approved
EXP000710,M001,2024-11-11,salaries,incentives,11631.51,card,Razorpay Fees,approved
EXP000711,M001,2024-08-16,marketing,digital_ads,28670.42,cash,Bangalore Packaging Co,pending
EXP000712,M001,2024-08-16,refunds,partial_refund,8231.11,bank_transfer,Delhivery,approved
EXP000713,M001,2024-12-24,warehouse,equipment,9154.96,card,Cashfree Fees,approved
EXP000714,M001,2024-07-20,shipping,surface,199.63,UPI,BlueDart,approved
EXP000715,M001,2024-12-12,marketing,digital_ads,19318.13,cash,Urban Warehouse Services,approved
EXP000716,M001,2024-01-07,packaging,boxes,6491.8,UPI,Razorpay Fees,approved
EXP000717,M001,2024-08-14,refunds,chargeback,3993.36,bank_transfer,Bangalore Packaging Co,approved
EXP000718,M001,2024-01-23,marketing,digital_ads,1582.22,card,Urban Warehouse Services,rejected
EXP000719,M001,2024-12-29,salaries,contract,18915.21,bank_transfer,Razorpay Fees,rejected
EXP000720,M001,2024-10-05,payment_gateway,settlement_charge,1198.83,bank_transfer,Bangalore Packaging Co,rejected
EXP000721,M001,2024-07-30,shipping,air_freight,15177.97,card,AdGrowth Marketing,approved
EXP000722,M001,2024-12-07,salaries,incentives,17558.8,bank_transfer,Urban Warehouse Services,approved
EXP000723,M001,2024-11-04,software,subscriptions,5104.93,cash,Delhivery,approved
EXP000724,M001,2024-11-16,marketing,email_campaigns,13609.98,bank_transfer,Urban Warehouse Services,approved
EXP000725,M001,2024-05-15,marketing,SEO,7556.92,bank_transfer,Delhivery,approved
EXP000726,M001,2024-01-27,warehouse,staff,13501.17,bank_transfer,Urban Warehouse Services,approved
EXP000727,M001,2024-09-15,returns,quality_check,1081.43,UPI,Cashfree Fees,pending
EXP000728,M001,2024-05-25,cloud,storage,4521.82,UPI,Shiprocket,approved
EXP000729,M001,2024-11-23,salaries,incentives,36473.73,cash,BlueDart,approved
EXP000730,M001,2024-09-06,shipping,last_mile,11917.12,card,AdGrowth Marketing,approved
EXP000731,M001,2024-08-25,returns,quality_check,100.0,bank_transfer,Razorpay Fees,rejected
EXP000732,M001,2024-10-11,software,licenses,2342.18,bank_transfer,Urban Warehouse Services,rejected
EXP000733,M001,2024-06-14,marketing,digital_ads,20359.78,bank_transfer,Ecom Express,approved
EXP000734,M001,2024-10-20,salaries,full_time,12141.78,card,Ecom Express,pending
EXP000735,M001,2024-03-06,warehouse,staff,29547.12,UPI,Xpressbees,pending
EXP000736,M001,2024-12-29,salaries,contract,22883.73,UPI,Bangalore Packaging Co,pending
EXP000737,M001,2024-10-28,packaging,bubble_wrap,8815.73,bank_transfer,Shiprocket,approved
EXP000738,M001,2024-11-15,marketing,digital_ads,21018.68,bank_transfer,Razorpay Fees,approved
EXP000739,M001,2024-05-20,marketing,digital_ads,10630.79,card,Urban Warehouse Services,approved
EXP000740,M001,2024-01-20,packaging,bubble_wrap,4128.95,bank_transfer,Delhivery,approved
EXP000741,M001,2024-08-08,salaries,contract,7608.22,bank_transfer,Ecom Express,approved
EXP000742,M001,2024-10-09,packaging,boxes,2597.32,cash,Ecom Express,approved
EXP000743,M001,2024-08-22,packaging,tape,1297.28,cash,Cashfree Fees,approved
EXP000744,M001,2024-12-03,returns,reverse_pickup,1811.98,UPI,Xpressbees,pending
EXP000745,M001,2024-04-05,marketing,influencer,13514.44,bank_transfer,Cashfree Fees,pending
EXP000746,M001,2024-07-01,shipping,reverse_logistics,1898.52,bank_transfer,BlueDart,approved
EXP000747,M001,2024-12-19,warehouse,staff,27153.65,bank_transfer,Delhivery,approved
EXP000748,M001,2024-01-09,marketing,influencer,14621.25,bank_transfer,Shiprocket,approved
EXP000749,M001,2024-10-23,marketing,influencer,20249.79,bank_transfer,Ecom Express,approved
EXP000750,M001,2024-10-31,warehouse,rent,3603.28,bank_transfer,AdGrowth Marketing,rejected
EXP000751,M001,2024-02-09,salaries,contract,11381.32,UPI,Shiprocket,pending
EXP000752,M001,2024-06-07,shipping,reverse_logistics,9392.63,card,Delhivery,approved
EXP000753,M001,2024-01-30,salaries,overtime,9111.07,card,Razorpay Fees,approved
EXP000754,M001,2024-08-20,cloud,storage,2407.86,bank_transfer,Shiprocket,approved
EXP000755,M001,2024-04-16,salaries,contract,30032.43,UPI,Delhivery,approved
EXP000756,M001,2024-02-07,salaries,incentives,24024.58,bank_transfer,BlueDart,approved
EXP000757,M001,2024-07-30,salaries,full_time,32959.39,bank_transfer,Shiprocket,approved
EXP000758,M001,2024-11-30,salaries,full_time,22653.93,bank_transfer,Ecom Express,approved
EXP000759,M001,2024-12-13,shipping,air_freight,1017.67,bank_transfer,Xpressbees,pending
EXP000760,M001,2024-04-28,packaging,boxes,184.94,card,Xpressbees,approved
EXP000761,M001,2024-11-09,packaging,labels,1311.32,bank_transfer,AdGrowth Marketing,approved
EXP000762,M001,2024-08-04,warehouse,staff,9557.1,bank_transfer,Bangalore Packaging Co,approved
EXP000763,M001,2024-12-23,shipping,air_freight,7311.0,bank_transfer,Ecom Express,approved
EXP000764,M001,2024-01-16,salaries,contract,12669.34,bank_transfer,Delhivery,approved
EXP000765,M001,2024-06-20,shipping,last_mile,12370.6,UPI,Bangalore Packaging Co,approved
EXP000766,M001,2024-11-23,packaging,labels,2941.99,card,AdGrowth Marketing,pending
EXP000767,M001,2024-09-03,marketing,digital_ads,24295.78,UPI,Cashfree Fees,approved
EXP000768,M001,2024-10-23,shipping,surface,15595.11,bank_transfer,AdGrowth Marketing,approved
EXP000769,M001,2024-05-26,salaries,overtime,31786.81,UPI,Bangalore Packaging Co,approved
EXP000770,M001,2024-09-13,refunds,customer_refund,2525.89,bank_transfer,Delhivery,approved
EXP000771,M001,2024-06-23,refunds,partial_refund,5563.67,bank_transfer,Cashfree Fees,pending
EXP000772,M001,2024-10-01,warehouse,utilities,18680.34,bank_transfer,Urban Warehouse Services,approved
EXP000773,M001,2024-01-29,shipping,surface,4828.12,card,Ecom Express,pending
EXP000774,M001,2024-10-03,marketing,email_campaigns,12113.08,bank_transfer,Ecom Express,approved
EXP000775,M001,2024-11-13,packaging,tape,4902.73,bank_transfer,Urban Warehouse Services,pending
EXP000776,M001,2024-12-11,marketing,SEO,4383.42,bank_transfer,Shiprocket,approved
EXP000777,M001,2024-10-15,marketing,digital_ads,14284.15,card,Cashfree Fees,approved
EXP000778,M001,2024-09-26,salaries,incentives,8094.04,UPI,Bangalore Packaging Co,pending
EXP000779,M001,2024-07-13,shipping,last_mile,5482.89,UPI,Shiprocket,pending
EXP000780,M001,2024-05-15,shipping,air_freight,14351.11,bank_transfer,Cashfree Fees,approved
EXP000781,M001,2024-10-07,marketing,email_campaigns,21998.4,cash,Cashfree Fees,pending
EXP000782,M001,2024-09-24,salaries,overtime,23000.89,bank_transfer,Xpressbees,approved
EXP000783,M001,2024-04-26,marketing,email_campaigns,27595.92,UPI,Delhivery,approved
EXP000784,M001,2024-01-25,payment_gateway,dispute_fee,7180.53,bank_transfer,Bangalore Packaging Co,approved
EXP000785,M001,2024-03-23,salaries,incentives,26164.07,UPI,Ecom Express,approved
EXP000786,M001,2024-10-08,marketing,email_campaigns,10794.9,UPI,Razorpay Fees,pending
EXP000787,M001,2024-03-15,cloud,Azure,5746.25,bank_transfer,Xpressbees,pending
EXP000788,M001,2024-07-09,packaging,bubble_wrap,3639.26,UPI,Razorpay Fees,approved
EXP000789,M001,2024-02-02,marketing,influencer,10318.15,cash,Delhivery,approved
EXP000790,M001,2024-06-06,warehouse,rent,7909.94,bank_transfer,Urban Warehouse Services,approved
EXP000791,M001,2024-02-26,warehouse,rent,1792.37,cash,Xpressbees,pending
EXP000792,M001,2024-01-23,refunds,chargeback,9080.91,bank_transfer,Razorpay Fees,approved
EXP000793,M001,2024-08-31,warehouse,rent,22026.91,card,Urban Warehouse Services,rejected
EXP000794,M001,2024-11-13,payment_gateway,settlement_charge,8414.76,bank_transfer,Urban Warehouse Services,approved
EXP000795,M001,2024-05-24,marketing,influencer,17066.51,bank_transfer,Delhivery,approved
EXP000796,M001,2024-01-23,warehouse,staff,24159.54,cash,Ecom Express,pending
EXP000797,M001,2024-12-29,shipping,surface,2765.93,cash,AdGrowth Marketing,approved
EXP000798,M001,2024-07-30,packaging,tape,5489.06,bank_transfer,Shiprocket,approved
EXP000799,M001,2024-08-29,software,subscriptions,2514.19,bank_transfer,Razorpay Fees,approved
EXP000800,M001,2024-09-04,salaries,full_time,39168.99,cash,BlueDart,approved
EXP000801,M001,2024-11-23,refunds,partial_refund,3274.69,card,Bangalore Packaging Co,approved
EXP000802,M001,2024-11-10,shipping,air_freight,2107.34,bank_transfer,Shiprocket,approved
EXP000803,M001,2024-05-17,marketing,email_campaigns,13432.0,card,Urban Warehouse Services,approved
EXP000804,M001,2024-11-23,refunds,partial_refund,2116.3,bank_transfer,BlueDart,approved
EXP000805,M001,2024-09-21,salaries,full_time,29469.36,card,Shiprocket,approved
EXP000806,M001,2024-11-13,shipping,air_freight,1076.04,bank_transfer,Xpressbees,approved
EXP000807,M001,2024-10-05,cloud,Azure,1865.48,UPI,Ecom Express,approved
EXP000808,M001,2024-12-24,returns,restocking,3772.99,card,Razorpay Fees,approved
EXP000809,M001,2024-03-04,marketing,digital_ads,27378.44,UPI,Urban Warehouse Services,approved
EXP000810,M001,2024-08-17,returns,reverse_pickup,729.31,bank_transfer,Ecom Express,approved
EXP000811,M001,2024-08-14,salaries,overtime,27771.55,bank_transfer,Shiprocket,pending
EXP000812,M001,2024-01-12,salaries,overtime,23298.38,card,Delhivery,approved
EXP000813,M001,2024-04-14,marketing,influencer,4384.89,bank_transfer,Ecom Express,approved
EXP000814,M001,2024-06-07,salaries,contract,27594.93,cash,BlueDart,approved
EXP000815,M001,2024-01-30,warehouse,equipment,10908.29,card,Urban Warehouse Services,pending
EXP000816,M001,2024-08-18,software,licenses,1589.58,bank_transfer,Shiprocket,approved
EXP000817,M001,2024-08-19,marketing,SEO,12807.19,UPI,Ecom Express,approved
EXP000818,M001,2024-08-23,warehouse,staff,8445.73,bank_transfer,Shiprocket,approved
EXP000819,M001,2024-09-21,packaging,bubble_wrap,4699.67,bank_transfer,Urban Warehouse Services,approved
EXP000820,M001,2024-12-15,marketing,influencer,2009.2,card,Razorpay Fees,approved
EXP000821,M001,2024-10-01,marketing,digital_ads,13015.66,card,Bangalore Packaging Co,pending
EXP000822,M001,2024-07-07,payment_gateway,dispute_fee,8946.18,card,Shiprocket,approved
EXP000823,M001,2024-10-28,packaging,tape,606.1,UPI,Cashfree Fees,pending
EXP000824,M001,2024-10-31,salaries,contract,37186.14,bank_transfer,Delhivery,approved
EXP000825,M001,2024-12-08,cloud,GCP,884.07,bank_transfer,Urban Warehouse Services,rejected
EXP000826,M001,2024-11-29,software,licenses,2127.37,bank_transfer,Bangalore Packaging Co,approved
EXP000827,M001,2024-01-08,packaging,boxes,1352.1,bank_transfer,BlueDart,pending
EXP000828,M001,2024-09-12,salaries,full_time,24197.19,card,Bangalore Packaging Co,approved
EXP000829,M001,2024-01-26,salaries,incentives,8835.39,card,Bangalore Packaging Co,approved
EXP000830,M001,2024-05-17,marketing,influencer,13130.62,bank_transfer,Razorpay Fees,pending
EXP000831,M001,2024-01-02,payment_gateway,dispute_fee,1249.99,bank_transfer,Shiprocket,approved
EXP000832,M001,2024-01-21,payment_gateway,settlement_charge,9693.15,UPI,Shiprocket,approved
EXP000833,M001,2024-10-30,salaries,incentives,21085.45,card,Delhivery,approved
EXP000834,M001,2024-02-02,returns,reverse_pickup,3101.87,card,Shiprocket,approved
EXP000835,M001,2024-04-19,shipping,reverse_logistics,7261.41,bank_transfer,Delhivery,approved
EXP000836,M001,2024-09-18,warehouse,equipment,11419.47,bank_transfer,Cashfree Fees,pending
EXP000837,M001,2024-12-19,packaging,boxes,8977.94,bank_transfer,BlueDart,approved
EXP000838,M001,2024-04-12,marketing,digital_ads,12992.38,card,Razorpay Fees,approved
EXP000839,M001,2024-03-01,shipping,reverse_logistics,12752.37,bank_transfer,Urban Warehouse Services,approved
EXP000840,M001,2024-08-13,shipping,last_mile,5794.91,UPI,Razorpay Fees,approved
EXP000841,M001,2024-03-28,marketing,SEO,28240.15,bank_transfer,BlueDart,approved
EXP000842,M001,2024-08-01,shipping,last_mile,13663.85,card,Shiprocket,approved
EXP000843,M001,2024-09-06,shipping,surface,5324.46,card,Delhivery,approved
EXP000844,M001,2024-05-26,software,tools,5787.58,card,AdGrowth Marketing,approved
EXP000845,M001,2024-12-06,warehouse,rent,20941.69,bank_transfer,Urban Warehouse Services,approved
EXP000846,M001,2024-04-05,shipping,surface,12499.62,UPI,Urban Warehouse Services,approved
EXP000847,M001,2024-06-27,shipping,last_mile,4339.24,bank_transfer,Cashfree Fees,approved
EXP000848,M001,2024-08-12,cloud,Azure,5720.92,UPI,Shiprocket,approved
EXP000849,M001,2024-02-29,warehouse,rent,25850.08,card,Delhivery,approved
EXP000850,M001,2024-04-17,marketing,SEO,10320.88,bank_transfer,Xpressbees,approved
EXP000851,M001,2024-08-17,warehouse,staff,9980.58,bank_transfer,AdGrowth Marketing,approved
EXP000852,M001,2024-07-07,warehouse,rent,3641.73,bank_transfer,Xpressbees,approved
EXP000853,M001,2024-10-27,salaries,full_time,34358.29,bank_transfer,Delhivery,approved
EXP000854,M001,2024-12-29,salaries,incentives,7663.99,card,Delhivery,approved
EXP000855,M001,2024-06-18,marketing,email_campaigns,5927.36,bank_transfer,Bangalore Packaging Co,approved
EXP000856,M001,2024-01-30,shipping,surface,15106.48,card,BlueDart,approved
EXP000857,M001,2024-01-31,salaries,contract,16449.16,UPI,Shiprocket,approved
EXP000858,M001,2024-08-26,salaries,incentives,15971.37,UPI,Delhivery,approved
EXP000859,M001,2024-11-10,warehouse,rent,9853.47,UPI,Urban Warehouse Services,approved
EXP000860,M001,2024-12-25,software,licenses,5298.47,card,Xpressbees,approved
EXP000861,M001,2024-08-02,marketing,SEO,18578.95,bank_transfer,Bangalore Packaging Co,approved
EXP000862,M001,2024-03-26,shipping,reverse_logistics,11261.73,card,Razorpay Fees,rejected
EXP000863,M001,2024-02-13,warehouse,utilities,21677.99,UPI,Shiprocket,approved
EXP000864,M001,2024-11-30,warehouse,utilities,22130.02,UPI,Xpressbees,approved
EXP000865,M001,2024-09-16,salaries,contract,28096.3,UPI,Ecom Express,pending
EXP000866,M001,2024-04-29,packaging,labels,7830.2,bank_transfer,Shiprocket,rejected
EXP000867,M001,2024-12-24,marketing,email_campaigns,27392.2,card,Delhivery,approved
EXP000868,M001,2024-01-24,shipping,surface,1546.12,card,Razorpay Fees,approved
EXP000869,M001,2024-12-30,salaries,incentives,15100.53,UPI,Bangalore Packaging Co,approved
EXP000870,M001,2024-08-14,marketing,influencer,1573.87,bank_transfer,Shiprocket,pending
EXP000871,M001,2024-06-10,software,subscriptions,3222.75,bank_transfer,Cashfree Fees,approved
EXP000872,M001,2024-10-07,marketing,SEO,12500.94,bank_transfer,Bangalore Packaging Co,approved
EXP000873,M001,2024-01-10,cloud,GCP,4710.18,cash,Ecom Express,approved
EXP000874,M001,2024-08-05,cloud,storage,3787.99,bank_transfer,Shiprocket,pending
EXP000875,M001,2024-08-16,packaging,tape,8499.59,bank_transfer,Urban Warehouse Services,pending
EXP000876,M001,2024-11-28,warehouse,rent,22056.38,bank_transfer,AdGrowth Marketing,approved
EXP000877,M001,2024-05-29,marketing,email_campaigns,14314.86,cash,Ecom Express,rejected
EXP000878,M001,2024-11-04,warehouse,staff,26341.37,card,Delhivery,approved
EXP000879,M001,2024-09-06,packaging,bubble_wrap,3044.1,cash,Urban Warehouse Services,approved
EXP000880,M001,2024-04-08,shipping,surface,8038.83,UPI,Ecom Express,rejected
EXP000881,M001,2024-01-25,salaries,incentives,21837.53,bank_transfer,Bangalore Packaging Co,pending
EXP000882,M001,2024-10-08,warehouse,staff,14316.32,card,AdGrowth Marketing,rejected
EXP000883,M001,2024-12-11,payment_gateway,transaction_fee,7104.85,UPI,AdGrowth Marketing,approved
EXP000884,M001,2024-02-16,marketing,SEO,23393.56,UPI,AdGrowth Marketing,approved
EXP000885,M001,2024-02-02,salaries,contract,32644.89,bank_transfer,Urban Warehouse Services,approved
