merchant_id,payment_id,order_id,payment_date,payment_method,payment_status,amount,refund_amount,settlement_date,gateway_name
M001,PAY002700,ORD007968,2024-11-03,UPI,paid,10261.5,0.0,2024-11-07,Juspay
M001,PAY002701,ORD008358,2024-11-13,UPI,paid,972.51,0.0,2024-11-15,Cashfree
M001,PAY002702,ORD004484,2024-06-19,Debit Card,paid,6983.1,0.0,2024-06-24,PayU
M001,PAY002703,ORD008084,2024-11-05,Credit Card,paid,3029.26,0.0,2024-11-10,PhonePe
M001,PAY002704,ORD009881,2024-12-28,COD,paid,7213.13,0.0,2024-12-30,PayU
M001,PAY002705,ORD009845,2024-12-26,COD,paid,9845.21,0.0,2024-12-30,Juspay
M001,PAY002706,ORD007561,2024-10-21,UPI,paid,3491.92,0.0,2024-10-23,PhonePe
M001,PAY002707,ORD006992,2024-10-05,COD,paid,5601.15,0.0,2024-10-08,Razorpay
M001,PAY002708,ORD006885,2024-10-01,UPI,paid,3614.77,0.0,2024-10-03,Razorpay
M001,PAY002709,ORD002810,2024-04-14,Credit Card,failed,0.0,0.0,2024-04-14,PayU
M001,PAY002710,ORD004548,2024-06-22,UPI,refunded,6118.36,881.44,2024-06-24,Cashfree
M001,PAY002711,ORD001184,2024-02-07,Credit Card,paid,9889.44,0.0,2024-02-10,Stripe
M001,PAY002712,ORD006564,2024-09-20,Wallet,refunded,10687.12,6348.91,2024-09-25,Cashfree
M001,PAY002713,ORD004850,2024-07-08,UPI,refunded,9165.0,2986.05,2024-07-13,Cashfree
M001,PAY002714,ORD001392,2024-02-16,UPI,paid,7074.17,0.0,2024-02-19,Stripe
M001,PAY002715,ORD007122,2024-10-08,COD,paid,1428.2,0.0,2024-10-12,PayU
M001,PAY002716,ORD005660,2024-08-14,COD,paid,6357.38,0.0,2024-08-18,Cashfree
M001,PAY002717,ORD009687,2024-12-20,Debit Card,paid,1870.21,0.0,2024-12-22,Cashfree
M001,PAY002718,ORD004084,2024-06-01,COD,paid,3805.34,0.0,2024-06-04,PayU
M001,PAY002719,ORD007802,2024-10-28,UPI,paid,3269.71,0.0,2024-10-30,Juspay
M001,PAY002720,ORD007717,2024-10-25,Debit Card,failed,0.0,0.0,2024-10-25,Cashfree
M001,PAY002721,ORD005273,2024-07-28,COD,paid,4493.15,0.0,2024-08-01,Juspay
M001,PAY002722,ORD002178,2024-03-22,UPI,paid,4055.24,0.0,2024-03-24,PayU
M001,PAY002723,ORD002502,2024-04-04,UPI,refunded,1346.98,278.41,2024-04-06,Juspay
M001,PAY002724,ORD005060,2024-07-18,Debit Card,failed,0.0,0.0,2024-07-18,Razorpay
M001,PAY002725,ORD007091,2024-10-07,Wallet,paid,4181.35,0.0,2024-10-10,Cashfree
M001,PAY002726,ORD007420,2024-10-16,COD,paid,1068.61,0.0,2024-10-17,PayU
M001,PAY002727,ORD009711,2024-12-22,COD,refunded,10233.54,1468.82,2024-12-23,PhonePe
M001,PAY002728,ORD000141,2024-01-05,NetBanking,paid,2048.43,0.0,2024-01-07,Razorpay
M001,PAY002729,ORD003416,2024-05-06,UPI,paid,7960.31,0.0,2024-05-08,Razorpay
M001,PAY002730,ORD009694,2024-12-20,COD,paid,3556.58,0.0,2024-12-21,Cashfree
M001,PAY002731,ORD009421,2024-12-12,Credit Card,paid,4999.48,0.0,2024-12-14,Cashfree
M001,PAY002732,ORD003929,2024-05-26,UPI,paid,1660.54,0.0,2024-05-31,Razorpay
M001,PAY002733,ORD007330,2024-10-14,COD,paid,5127.35,0.0,2024-10-16,Juspay
M001,PAY002734,ORD002545,2024-04-06,UPI,paid,2116.33,0.0,2024-04-09,PayU
M001,PAY002735,ORD008095,2024-11-06,Wallet,paid,8193.77,0.0,2024-11-09,Stripe
M001,PAY002736,ORD004412,2024-06-16,NetBanking,paid,1883.99,0.0,2024-06-18,Cashfree
M001,PAY002737,ORD001221,2024-02-09,Credit Card,paid,739.69,0.0,2024-02-14,Cashfree
M001,PAY002738,ORD005122,2024-07-21,COD,paid,9167.46,0.0,2024-07-24,Stripe
M001,PAY002739,ORD000210,2024-01-08,COD,paid,1750.52,0.0,2024-01-11,Cashfree
M001,PAY002740,ORD001820,2024-03-07,Debit Card,paid,4290.49,0.0,2024-03-09,Juspay
M001,PAY002741,ORD004735,2024-07-02,Debit Card,paid,6246.86,0.0,2024-07-05,Stripe
M001,PAY002742,ORD005475,2024-08-06,UPI,paid,4308.87,0.0,2024-08-11,PhonePe
M001,PAY002743,ORD002862,2024-04-16,Debit Card,paid,5167.89,0.0,2024-04-21,Razorpay
M001,PAY002744,ORD009123,2024-12-04,UPI,paid,6079.81,0.0,2024-12-05,Razorpay
M001,PAY002745,ORD008850,2024-11-26,UPI,paid,517.49,0.0,2024-12-01,PayU
M001,PAY002746,ORD008749,2024-11-23,NetBanking,paid,2897.55,0.0,2024-11-25,Juspay
M001,PAY002747,ORD007695,2024-10-25,Credit Card,paid,788.57,0.0,2024-10-30,Juspay
M001,PAY002748,ORD006211,2024-09-04,COD,paid,5758.34,0.0,2024-09-06,Cashfree
M001,PAY002749,ORD007281,2024-10-12,UPI,paid,4089.99,0.0,2024-10-14,Stripe
M001,PAY002750,ORD004216,2024-06-06,Credit Card,paid,5987.09,0.0,2024-06-10,PayU
M001,PAY002751,ORD001048,2024-02-02,COD,paid,8119.82,0.0,2024-02-05,Juspay
M001,PAY002752,ORD003809,2024-05-21,UPI,paid,998.82,0.0,2024-05-26,Cashfree
M001,PAY002753,ORD002908,2024-04-18,Debit Card,paid,8291.31,0.0,2024-04-22,Cashfree
M001,PAY002754,ORD007325,2024-10-14,UPI,paid,4826.58,0.0,2024-10-16,PhonePe
M001,PAY002755,ORD001965,2024-03-14,UPI,paid,7156.92,0.0,2024-03-15,Stripe
M001,PAY002756,ORD000117,2024-01-04,Credit Card,paid,2508.01,0.0,2024-01-09,PayU
M001,PAY002757,ORD009291,2024-12-08,COD,paid,7285.46,0.0,2024-12-11,PhonePe
M001,PAY002758,ORD004728,2024-07-02,Wallet,paid,4385.33,0.0,2024-07-03,PayU
M001,PAY002759,ORD004610,2024-06-25,UPI,paid,1192.89,0.0,2024-06-28,PhonePe
M001,PAY002760,ORD008017,2024-11-04,COD,failed,0.0,0.0,2024-11-04,Juspay
M001,PAY002761,ORD000099,2024-01-03,COD,pending,8242.9,0.0,2024-01-04,Stripe
M001,PAY002762,ORD002364,2024-03-31,COD,refunded,3536.34,3175.24,2024-04-02,PhonePe
M001,PAY002763,ORD000114,2024-01-05,UPI,paid,2106.71,0.0,2024-01-07,Juspay
M001,PAY002764,ORD005268,2024-07-28,Credit Card,paid,8018.22,0.0,2024-08-01,Cashfree
M001,PAY002765,ORD005971,2024-08-26,Wallet,paid,5241.67,0.0,2024-08-31,PayU
M001,PAY002766,ORD002616,2024-04-08,COD,paid,8815.85,0.0,2024-04-13,Juspay
M001,PAY002767,ORD004319,2024-06-13,COD,paid,5036.22,0.0,2024-06-16,Juspay
M001,PAY002768,ORD007556,2024-10-21,Credit Card,paid,539.98,0.0,2024-10-22,PayU
M001,PAY002769,ORD001344,2024-02-15,COD,paid,6459.42,0.0,2024-02-19,PayU
M001,PAY002770,ORD007201,2024-10-10,UPI,paid,6287.28,0.0,2024-10-12,Juspay
M001,PAY002771,ORD005886,2024-08-22,Credit Card,paid,9196.01,0.0,2024-08-23,PhonePe
M001,PAY002772,ORD006788,2024-09-28,Debit Card,paid,6357.82,0.0,2024-09-30,Stripe
M001,PAY002773,ORD008510,2024-11-17,Credit Card,paid,4848.6,0.0,2024-11-20,PhonePe
M001,PAY002774,ORD004249,2024-06-08,UPI,paid,2122.34,0.0,2024-06-11,PayU
M001,PAY002775,ORD002580,2024-04-07,Wallet,paid,7261.2,0.0,2024-04-12,PayU
M001,PAY002776,ORD001570,2024-02-26,COD,paid,7455.05,0.0,2024-02-27,Cashfree
M001,PAY002777,ORD003851,2024-05-24,Debit Card,paid,7788.52,0.0,2024-05-29,Razorpay
M001,PAY002778,ORD008603,2024-11-20,Credit Card,refunded,3020.13,347.37,2024-11-22,PayU
M001,PAY002779,ORD002591,2024-04-07,Debit Card,paid,6218.44,0.0,2024-04-10,Juspay
M001,PAY002780,ORD006496,2024-09-18,COD,paid,4427.61,0.0,2024-09-22,Stripe
M001,PAY002781,ORD004900,2024-07-10,UPI,paid,4992.12,0.0,2024-07-15,PhonePe
M001,PAY002782,ORD009632,2024-12-20,UPI,refunded,6192.58,4068.61,2024-12-24,Razorpay
M001,PAY002783,ORD003915,2024-05-26,UPI,paid,6092.32,0.0,2024-05-28,Cashfree
M001,PAY002784,ORD005315,2024-07-30,UPI,paid,6761.37,0.0,2024-08-02,Juspay
M001,PAY002785,ORD001603,2024-02-28,COD,paid,4613.04,0.0,2024-02-29,Cashfree
M001,PAY002786,ORD002188,2024-03-21,Credit Card,paid,10162.44,0.0,2024-03-22,PhonePe
M001,PAY002787,ORD008644,2024-11-20,COD,refunded,779.27,677.88,2024-11-24,Stripe
M001,PAY002788,ORD002612,2024-04-07,UPI,paid,6558.65,0.0,2024-04-10,Juspay
M001,PAY002789,ORD000304,2024-01-10,UPI,paid,7248.97,0.0,2024-01-11,Juspay
M001,PAY002790,ORD005274,2024-07-28,Debit Card,failed,0.0,0.0,2024-07-28,PhonePe
M001,PAY002791,ORD006672,2024-09-24,COD,paid,9062.61,0.0,2024-09-25,PayU
M001,PAY002792,ORD006265,2024-09-07,NetBanking,paid,3963.51,0.0,2024-09-12,Cashfree
M001,PAY002793,ORD002250,2024-03-25,Credit Card,paid,4357.97,0.0,2024-03-27,Stripe
M001,PAY002794,ORD008596,2024-11-20,UPI,failed,0.0,0.0,2024-11-20,Juspay
M001,PAY002795,ORD001615,2024-02-29,COD,paid,1957.81,0.0,2024-03-02,PayU
M001,PAY002796,ORD005007,2024-07-15,Credit Card,failed,0.0,0.0,2024-07-15,Razorpay
M001,PAY002797,ORD003435,2024-05-07,Credit Card,paid,8207.29,0.0,2024-05-09,Cashfree
M001,PAY002798,ORD009657,2024-12-19,COD,paid,2128.36,0.0,2024-12-23,PayU
M001,PAY002799,ORD004217,2024-06-06,COD,paid,3070.78,0.0,2024-06-11,Razorpay
M001,PAY002800,ORD007011,2024-10-04,COD,paid,4308.89,0.0,2024-10-08,Cashfree
M001,PAY002801,ORD002652,2024-04-09,UPI,paid,4044.75,0.0,2024-04-13,Cashfree
M001,PAY002802,ORD001830,2024-03-08,Credit Card,paid,1623.31,0.0,2024-03-13,Cashfree
M001,PAY002803,ORD002707,2024-04-11,COD,paid,4813.21,0.0,2024-04-15,Juspay
M001,PAY002804,ORD004910,2024-07-11,Wallet,paid,9484.24,0.0,2024-07-14,Stripe
M001,PAY002805,ORD009182,2024-12-06,Debit Card,pending,4341.78,0.0,2024-12-08,Stripe
M001,PAY002806,ORD005864,2024-08-22,UPI,paid,4595.38,0.0,2024-08-25,Cashfree
M001,PAY002807,ORD000877,2024-01-29,UPI,paid,5916.72,0.0,2024-02-03,PayU
M001,PAY002808,ORD003917,2024-05-26,COD,paid,961.59,0.0,2024-05-31,Razorpay
M001,PAY002809,ORD009572,2024-12-17,Debit Card,paid,2856.16,0.0,2024-12-21,Cashfree
M001,PAY002810,ORD005753,2024-08-17,COD,paid,3848.62,0.0,2024-08-18,Stripe
M001,PAY002811,ORD008784,2024-11-24,Debit Card,paid,2365.97,0.0,2024-11-29,PayU
M001,PAY002812,ORD009637,2024-12-20,NetBanking,refunded,878.06,442.66,2024-12-22,Razorpay
M001,PAY002813,ORD008136,2024-11-08,Credit Card,failed,0.0,0.0,2024-11-08,Stripe
M001,PAY002814,ORD009333,2024-12-09,Debit Card,paid,2986.36,0.0,2024-12-10,PayU
M001,PAY002815,ORD002267,2024-03-26,COD,paid,1301.64,0.0,2024-03-28,Stripe
M001,PAY002816,ORD008796,2024-11-25,Credit Card,pending,457.95,0.0,2024-11-26,Cashfree
M001,PAY002817,ORD006018,2024-08-28,Wallet,paid,3149.31,0.0,2024-09-02,Juspay
M001,PAY002818,ORD003661,2024-05-15,UPI,paid,8311.73,0.0,2024-05-19,PayU
M001,PAY002819,ORD006947,2024-10-04,UPI,paid,678.61,0.0,2024-10-08,Razorpay
M001,PAY002820,ORD008575,2024-11-19,Debit Card,paid,646.98,0.0,2024-11-23,PhonePe
M001,PAY002821,ORD001194,2024-02-08,COD,paid,1876.84,0.0,2024-02-12,Razorpay
M001,PAY002822,ORD009146,2024-12-05,Debit Card,paid,5437.42,0.0,2024-12-09,Cashfree
M001,PAY002823,ORD002013,2024-03-15,Debit Card,paid,3862.15,0.0,2024-03-20,PayU
M001,PAY002824,ORD000762,2024-01-25,Credit Card,paid,8675.3,0.0,2024-01-29,PayU
M001,PAY002825,ORD009094,2024-12-02,UPI,paid,1010.8,0.0,2024-12-04,Juspay
M001,PAY002826,ORD008956,2024-11-28,Debit Card,failed,0.0,0.0,2024-11-28,Juspay
M001,PAY002827,ORD000093,2024-01-03,Credit Card,paid,4428.08,0.0,2024-01-05,Juspay
M001,PAY002828,ORD004762,2024-07-02,Wallet,pending,3976.9,0.0,2024-07-04,Juspay
M001,PAY002829,ORD004777,2024-07-04,COD,failed,0.0,0.0,2024-07-04,Razorpay
M001,PAY002830,ORD000550,2024-01-18,COD,paid,2291.93,0.0,2024-01-21,Razorpay
M001,PAY002831,ORD008160,2024-11-08,COD,paid,9047.79,0.0,2024-11-12,Juspay
M001,PAY002832,ORD000338,2024-01-11,Debit Card,pending,2418.53,0.0,2024-01-13,Razorpay
M001,PAY002833,ORD001180,2024-02-08,UPI,paid,8355.36,0.0,2024-02-09,PayU
M001,PAY002834,ORD001253,2024-02-10,NetBanking,paid,8445.82,0.0,2024-02-14,PayU
M001,PAY002835,ORD000554,2024-01-18,COD,paid,7889.95,0.0,2024-01-20,Stripe
M001,PAY002836,ORD008587,2024-11-19,UPI,paid,8957.28,0.0,2024-11-22,Stripe
M001,PAY002837,ORD002204,2024-03-23,Wallet,paid,3618.36,0.0,2024-03-27,Razorpay
M001,PAY002838,ORD001419,2024-02-19,COD,paid,835.81,0.0,2024-02-22,Razorpay
M001,PAY002839,ORD002211,2024-03-22,UPI,paid,2592.21,0.0,2024-03-26,Razorpay
M001,PAY002840,ORD000925,2024-01-29,UPI,paid,7779.5,0.0,2024-02-03,Stripe
M001,PAY002841,ORD007989,2024-11-03,COD,paid,1485.71,0.0,2024-11-08,Razorpay
M001,PAY002842,ORD002234,2024-03-24,UPI,paid,7313.14,0.0,2024-03-28,Cashfree
M001,PAY002843,ORD000216,2024-01-08,Credit Card,refunded,7804.8,3230.59,2024-01-13,Razorpay
M001,PAY002844,ORD001426,2024-02-19,Wallet,paid,4340.32,0.0,2024-02-21,PhonePe
M001,PAY002845,ORD006962,2024-10-03,UPI,paid,9345.14,0.0,2024-10-05,PhonePe
M001,PAY002846,ORD006364,2024-09-11,COD,paid,4804.17,0.0,2024-09-14,Cashfree
M001,PAY002847,ORD003871,2024-05-25,COD,paid,3196.39,0.0,2024-05-30,Cashfree
M001,PAY002848,ORD006347,2024-09-10,Credit Card,paid,6646.02,0.0,2024-09-11,PhonePe
M001,PAY002849,ORD003076,2024-04-25,Credit Card,paid,3942.99,0.0,2024-04-26,PayU
M001,PAY002850,ORD009809,2024-12-26,UPI,paid,9719.86,0.0,2024-12-28,Cashfree
M001,PAY002851,ORD002019,2024-03-15,UPI,paid,8280.93,0.0,2024-03-17,Stripe
M001,PAY002852,ORD003801,2024-05-22,Wallet,paid,8402.68,0.0,2024-05-23,PayU
M001,PAY002853,ORD009514,2024-12-16,UPI,paid,2009.87,0.0,2024-12-20,Juspay
M001,PAY002854,ORD002667,2024-04-10,Credit Card,paid,8700.99,0.0,2024-04-12,PhonePe
M001,PAY002855,ORD001531,2024-02-24,COD,paid,6121.25,0.0,2024-02-28,Stripe
M001,PAY002856,ORD004266,2024-06-09,Credit Card,paid,4509.24,0.0,2024-06-11,PhonePe
M001,PAY002857,ORD008334,2024-11-12,COD,paid,9566.95,0.0,2024-11-16,Juspay
M001,PAY002858,ORD004228,2024-06-07,UPI,refunded,3042.97,2223.39,2024-06-12,Stripe
M001,PAY002859,ORD004727,2024-07-01,Credit Card,paid,6809.56,0.0,2024-07-02,Cashfree
M001,PAY002860,ORD002213,2024-03-23,Credit Card,paid,5315.07,0.0,2024-03-25,Cashfree
M001,PAY002861,ORD002524,2024-04-05,UPI,paid,5786.17,0.0,2024-04-06,PayU
M001,PAY002862,ORD005266,2024-07-28,UPI,failed,0.0,0.0,2024-07-28,Cashfree
M001,PAY002863,ORD008157,2024-11-08,COD,paid,2106.64,0.0,2024-11-09,Razorpay
M001,PAY002864,ORD007288,2024-10-12,COD,paid,7554.68,0.0,2024-10-13,PhonePe
M001,PAY002865,ORD001115,2024-02-05,COD,paid,913.67,0.0,2024-02-07,PayU
M001,PAY002866,ORD005839,2024-08-20,Wallet,paid,7234.08,0.0,2024-08-23,PayU
M001,PAY002867,ORD001668,2024-03-01,Debit Card,paid,9905.12,0.0,2024-03-03,PayU
M001,PAY002868,ORD008611,2024-11-19,Wallet,paid,3255.23,0.0,2024-11-20,PayU
M001,PAY002869,ORD006979,2024-10-05,Debit Card,pending,1842.57,0.0,2024-10-06,PayU
M001,PAY002870,ORD004171,2024-06-04,COD,paid,3319.07,0.0,2024-06-05,PhonePe
M001,PAY002871,ORD003079,2024-04-24,Debit Card,paid,1616.86,0.0,2024-04-25,PayU
M001,PAY002872,ORD006486,2024-09-17,UPI,paid,3523.97,0.0,2024-09-20,Cashfree
M001,PAY002873,ORD009157,2024-12-04,UPI,paid,2557.45,0.0,2024-12-06,Stripe
M001,PAY002874,ORD004043,2024-05-31,Debit Card,paid,613.76,0.0,2024-06-04,PhonePe
M001,PAY002875,ORD005467,2024-08-06,COD,paid,7802.65,0.0,2024-08-07,PayU
M001,PAY002876,ORD000016,2024-01-01,UPI,paid,8821.4,0.0,2024-01-06,Stripe
M001,PAY002877,ORD004535,2024-06-21,UPI,paid,6058.16,0.0,2024-06-22,Cashfree
M001,PAY002878,ORD001847,2024-03-08,Wallet,paid,4953.58,0.0,2024-03-13,Stripe
M001,PAY002879,ORD000869,2024-01-27,UPI,failed,0.0,0.0,2024-01-27,Juspay
M001,PAY002880,ORD009068,2024-12-01,Debit Card,failed,0.0,0.0,2024-12-01,Cashfree
M001,PAY002881,ORD000195,2024-01-07,COD,paid,7926.22,0.0,2024-01-08,Cashfree
M001,PAY002882,ORD001855,2024-03-08,UPI,paid,4236.22,0.0,2024-03-12,PayU
M001,PAY002883,ORD004594,2024-06-25,COD,paid,584.83,0.0,2024-06-29,Juspay
M001,PAY002884,ORD002441,2024-04-02,Debit Card,paid,7040.42,0.0,2024-04-04,PhonePe
M001,PAY002885,ORD001727,2024-03-03,Credit Card,paid,9508.24,0.0,2024-03-04,Cashfree
M001,PAY002886,ORD009262,2024-12-08,Credit Card,paid,1834.37,0.0,2024-12-11,Cashfree
M001,PAY002887,ORD007649,2024-10-23,Credit Card,paid,7733.4,0.0,2024-10-28,Stripe
M001,PAY002888,ORD005209,2024-07-26,COD,paid,1203.45,0.0,2024-07-31,PhonePe
M001,PAY002889,ORD007240,2024-10-12,COD,paid,4589.02,0.0,2024-10-13,Juspay
M001,PAY002890,ORD002172,2024-03-22,Debit Card,pending,3499.92,0.0,2024-03-24,Razorpay
M001,PAY002891,ORD009795,2024-12-25,COD,paid,2768.03,0.0,2024-12-28,Razorpay
M001,PAY002892,ORD008996,2024-11-29,COD,refunded,5103.18,4438.49,2024-12-03,Cashfree
M001,PAY002893,ORD004060,2024-05-30,Wallet,paid,1353.1,0.0,2024-06-02,Cashfree
M001,PAY002894,ORD001056,2024-02-03,UPI,refunded,3821.82,2179.91,2024-02-08,Juspay
M001,PAY002895,ORD000580,2024-01-20,COD,paid,4321.35,0.0,2024-01-24,Cashfree
M001,PAY002896,ORD004830,2024-07-06,COD,paid,787.77,0.0,2024-07-07,Juspay
M001,PAY002897,ORD009112,2024-12-04,Credit Card,paid,7278.87,0.0,2024-12-05,Cashfree
M001,PAY002898,ORD009159,2024-12-05,COD,paid,8482.26,0.0,2024-12-06,PhonePe
M001,PAY002899,ORD006970,2024-10-03,Wallet,failed,0.0,0.0,2024-10-03,PhonePe
M001,PAY002900,ORD009386,2024-12-12,COD,pending,7893.87,0.0,2024-12-13,Razorpay
M001,PAY002901,ORD006990,2024-10-04,COD,paid,10257.48,0.0,2024-10-05,PayU
M001,PAY002902,ORD002975,2024-04-20,NetBanking,failed,0.0,0.0,2024-04-20,Juspay
M001,PAY002903,ORD005880,2024-08-22,UPI,paid,7162.79,0.0,2024-08-26,PayU
M001,PAY002904,ORD008237,2024-11-09,COD,paid,1833.2,0.0,2024-11-14,Stripe
M001,PAY002905,ORD009574,2024-12-17,Debit Card,paid,1124.76,0.0,2024-12-20,Juspay
M001,PAY002906,ORD007116,2024-10-08,Debit Card,failed,0.0,0.0,2024-10-08,Juspay
M001,PAY002907,ORD006923,2024-10-02,NetBanking,paid,7083.5,0.0,2024-10-03,PayU
M001,PAY002908,ORD006860,2024-10-02,Credit Card,failed,0.0,0.0,2024-10-02,Razorpay
M001,PAY002909,ORD004222,2024-06-06,Debit Card,paid,5830.88,0.0,2024-06-09,Cashfree
M001,PAY002910,ORD007094,2024-10-07,UPI,paid,2847.06,0.0,2024-10-12,Cashfree
M001,PAY002911,ORD002875,2024-04-17,NetBanking,paid,7043.72,0.0,2024-04-20,Juspay
M001,PAY002912,ORD009774,2024-12-24,Credit Card,failed,0.0,0.0,2024-12-24,PayU
M001,PAY002913,ORD008052,2024-11-04,COD,paid,9327.67,0.0,2024-11-07,Stripe
M001,PAY002914,ORD004920,2024-07-11,NetBanking,paid,3849.52,0.0,2024-07-15,PhonePe
M001,PAY002915,ORD004042,2024-05-31,COD,paid,3863.11,0.0,2024-06-04,PayU
M001,PAY002916,ORD003724,2024-05-18,UPI,failed,0.0,0.0,2024-05-18,Stripe
M001,PAY002917,ORD005712,2024-08-16,Debit Card,paid,4593.8,0.0,2024-08-17,PhonePe
M001,PAY002918,ORD005927,2024-08-24,UPI,refunded,6362.19,2032.68,2024-08-29,Stripe
M001,PAY002919,ORD006476,2024-09-16,COD,paid,2861.64,0.0,2024-09-18,Stripe
M001,PAY002920,ORD003487,2024-05-10,UPI,paid,1093.4,0.0,2024-05-15,PayU
M001,PAY002921,ORD000303,2024-01-09,UPI,paid,5260.51,0.0,2024-01-14,PhonePe
M001,PAY002922,ORD007833,2024-10-30,Wallet,paid,3147.0,0.0,2024-10-31,PayU
M001,PAY002923,ORD003317,2024-05-03,Credit Card,paid,941.02,0.0,2024-05-07,Razorpay
M001,PAY002924,ORD002629,2024-04-09,NetBanking,paid,4062.53,0.0,2024-04-13,Cashfree
M001,PAY002925,ORD002687,2024-04-11,UPI,paid,3360.68,0.0,2024-04-12,Cashfree
M001,PAY002926,ORD003748,2024-05-20,COD,paid,9093.15,0.0,2024-05-21,Juspay
M001,PAY002927,ORD003808,2024-05-22,Wallet,paid,5377.01,0.0,2024-05-24,PayU
M001,PAY002928,ORD002814,2024-04-14,Debit Card,paid,2397.39,0.0,2024-04-15,Cashfree
M001,PAY002929,ORD000756,2024-01-24,COD,paid,4927.03,0.0,2024-01-26,PayU
M001,PAY002930,ORD000819,2024-01-27,COD,paid,4423.18,0.0,2024-02-01,PayU
M001,PAY002931,ORD009979,2024-12-31,COD,paid,4768.0,0.0,2025-01-02,Cashfree
M001,PAY002932,ORD006366,2024-09-11,UPI,paid,7843.37,0.0,2024-09-14,Cashfree
M001,PAY002933,ORD009892,2024-12-27,UPI,refunded,2334.9,1910.28,2025-01-01,PhonePe
M001,PAY002934,ORD002484,2024-04-04,COD,paid,1211.52,0.0,2024-04-06,PayU
M001,PAY002935,ORD004439,2024-06-18,COD,paid,9142.47,0.0,2024-06-19,Juspay
M001,PAY002936,ORD008308,2024-11-11,Credit Card,paid,3242.77,0.0,2024-11-15,PayU
M001,PAY002937,ORD003312,2024-05-03,COD,failed,0.0,0.0,2024-05-03,Juspay
M001,PAY002938,ORD006765,2024-09-28,Credit Card,pending,6072.05,0.0,2024-09-30,Juspay
M001,PAY002939,ORD005650,2024-08-13,UPI,paid,10171.63,0.0,2024-08-16,PhonePe
M001,PAY002940,ORD009857,2024-12-26,Debit Card,paid,3161.39,0.0,2024-12-27,Cashfree
M001,PAY002941,ORD006627,2024-09-23,Wallet,paid,6999.16,0.0,2024-09-26,Juspay
M001,PAY002942,ORD004818,2024-07-05,COD,paid,887.84,0.0,2024-07-07,Cashfree
M001,PAY002943,ORD009105,2024-12-03,COD,paid,8325.38,0.0,2024-12-05,Stripe
M001,PAY002944,ORD000720,2024-01-24,Credit Card,paid,9742.43,0.0,2024-01-28,PayU
M001,PAY002945,ORD000500,2024-01-17,Wallet,paid,7420.75,0.0,2024-01-22,Juspay
M001,PAY002946,ORD002895,2024-04-17,Credit Card,paid,4330.65,0.0,2024-04-22,Razorpay
M001,PAY002947,ORD003829,2024-05-22,NetBanking,paid,631.48,0.0,2024-05-23,PhonePe
M001,PAY002948,ORD007624,2024-10-22,Wallet,paid,7118.87,0.0,2024-10-25,PayU
M001,PAY002949,ORD009228,2024-12-07,Debit Card,refunded,767.48,593.07,2024-12-10,Cashfree
M001,PAY002950,ORD002808,2024-04-14,Credit Card,paid,2431.29,0.0,2024-04-17,PayU
M001,PAY002951,ORD001247,2024-02-11,COD,paid,1350.47,0.0,2024-02-15,PayU
M001,PAY002952,ORD005121,2024-07-22,UPI,paid,2721.26,0.0,2024-07-25,Stripe
M001,PAY002953,ORD000180,2024-01-07,UPI,paid,1644.87,0.0,2024-01-12,PayU
M001,PAY002954,ORD006385,2024-09-12,UPI,paid,8952.6,0.0,2024-09-14,Juspay
M001,PAY002955,ORD006369,2024-09-11,COD,paid,3756.17,0.0,2024-09-15,Cashfree
M001,PAY002956,ORD004764,2024-07-03,COD,paid,6976.08,0.0,2024-07-07,PayU
M001,PAY002957,ORD006974,2024-10-04,Credit Card,paid,652.51,0.0,2024-10-08,PhonePe
M001,PAY002958,ORD005378,2024-08-01,Debit Card,refunded,4198.39,3691.34,2024-08-04,PhonePe
M001,PAY002959,ORD008700,2024-11-23,COD,paid,3917.96,0.0,2024-11-28,Razorpay
M001,PAY002960,ORD008975,2024-11-29,COD,failed,0.0,0.0,2024-11-29,Juspay
M001,PAY002961,ORD007124,2024-10-07,UPI,paid,6031.68,0.0,2024-10-12,PhonePe
M001,PAY002962,ORD008249,2024-11-10,COD,paid,4415.38,0.0,2024-11-11,PayU
M001,PAY002963,ORD001486,2024-02-22,COD,paid,8115.09,0.0,2024-02-23,Stripe
M001,PAY002964,ORD001023,2024-02-01,COD,paid,6112.71,0.0,2024-02-04,Cashfree
M001,PAY002965,ORD008867,2024-11-26,COD,paid,8765.69,0.0,2024-11-29,Cashfree
M001,PAY002966,ORD009834,2024-12-26,COD,paid,7204.76,0.0,2024-12-29,Razorpay
M001,PAY002967,ORD002624,2024-04-08,Wallet,paid,1418.1,0.0,2024-04-10,PayU
M001,PAY002968,ORD005735,2024-08-17,UPI,paid,1308.93,0.0,2024-08-20,PayU
M001,PAY002969,ORD000292,2024-01-09,UPI,paid,9070.24,0.0,2024-01-14,Cashfree
M001,PAY002970,ORD004800,2024-07-05,Debit Card,paid,8529.0,0.0,2024-07-10,Stripe
M001,PAY002971,ORD001370,2024-02-16,UPI,paid,655.01,0.0,2024-02-20,Stripe
M001,PAY002972,ORD007597,2024-10-22,Wallet,paid,7315.2,0.0,2024-10-25,PhonePe
M001,PAY002973,ORD008584,2024-11-20,Credit Card,paid,5427.06,0.0,2024-11-24,Cashfree
M001,PAY002974,ORD005296,2024-07-30,UPI,paid,5738.45,0.0,2024-07-31,Juspay
