merchant_id,invoice_id,order_id,vendor_name,invoice_number,invoice_date,billing_period_start,billing_period_end,subtotal,tax_amount,total_amount,currency,invoice_status
M001,INV000414,ORD005635,AdGrowth Marketing,VINV-000414,2024-08-13,2024-07-28,2024-08-13,6000.12,1080.02,7080.14,INR,approved
M001,INV000415,ORD001903,BlueDart,VINV-000415,2024-04-07,2024-04-04,2024-04-07,4783.6,861.05,5644.65,INR,approved
M001,INV000416,ORD002392,Razorpay Fees,VINV-000416,2024-04-04,2024-03-25,2024-04-04,746.19,134.31,880.5,INR,approved
M001,INV000417,ORD007923,Urban Warehouse Services,VINV-000417,2024-11-03,2024-10-31,2024-11-03,7858.85,1414.59,9273.44,INR,approved
M001,INV000418,ORD004751,Xpressbees,VINV-000418,2024-07-06,2024-06-11,2024-07-06,6700.44,1206.08,7906.52,INR,approved
M001,INV000419,ORD001722,Xpressbees,VINV-000419,2024-03-17,2024-03-16,2024-03-17,4140.66,745.32,4885.98,INR,disputed
M001,INV000420,ORD003811,Bangalore Packaging Co,VINV-000420,2024-06-02,2024-05-09,2024-06-02,6563.31,1181.4,7744.71,INR,approved
M001,INV000421,ORD002052,Cashfree Fees,VINV-000421,2024-03-19,2024-02-21,2024-03-19,2080.02,374.4,2454.42,INR,approved
M001,INV000422,ORD001216,Delhivery,VINV-000422,2024-03-08,2024-02-08,2024-03-08,6374.63,1147.43,7522.06,INR,approved
M001,INV000423,ORD008756,Cashfree Fees,VINV-000423,2024-12-11,2024-11-12,2024-12-11,3348.73,602.77,3951.5,INR,pending
M001,INV000424,ORD002746,Razorpay Fees,VINV-000424,2024-04-15,2024-03-26,2024-04-15,7714.14,1388.55,9102.69,INR,approved
M001,INV000425,ORD006894,Delhivery,VINV-000425,2024-10-11,2024-10-07,2024-10-11,1128.53,203.13,1331.66,INR,approved
M001,INV000426,ORD003027,Delhivery,VINV-000426,2024-05-12,2024-04-20,2024-05-12,3424.94,616.49,4041.43,INR,approved
M001,INV000427,ORD009897,Shiprocket,VINV-000427,2025-01-08,2025-01-07,2025-01-08,6708.98,1207.62,7916.6,INR,approved
M001,INV000428,ORD007757,Delhivery,VINV-000428,2024-11-04,2024-10-19,2024-11-04,3691.2,664.42,4355.62,INR,pending
M001,INV000429,ORD001318,Cashfree Fees,VINV-000429,2024-03-13,2024-02-21,2024-03-13,6490.93,1168.37,7659.3,INR,approved
M001,INV000430,ORD004118,Razorpay Fees,VINV-000430,2024-06-30,2024-06-16,2024-06-30,2414.58,434.63,2849.21,INR,approved
M001,INV000431,ORD006626,Urban Warehouse Services,VINV-000431,2024-10-10,2024-09-21,2024-10-10,5380.06,968.41,6348.47,INR,disputed
M001,INV000432,ORD003063,Ecom Express,VINV-000432,2024-05-01,2024-04-16,2024-05-01,3075.52,553.59,3629.11,INR,pending
M001,INV000433,ORD009349,Bangalore Packaging Co,VINV-000433,2024-12-18,2024-12-09,2024-12-18,6780.3,1220.45,8000.75,INR,approved
M001,INV000434,ORD003997,Cashfree Fees,VINV-000434,2024-06-07,2024-05-26,2024-06-07,6951.93,1251.35,8203.28,INR,approved
M001,INV000435,ORD008647,Bangalore Packaging Co,VINV-000435,2024-11-23,2024-11-02,2024-11-23,2819.55,507.52,3327.07,INR,approved
M001,INV000436,ORD004830,Cashfree Fees,VINV-000436,2024-07-24,2024-07-13,2024-07-24,675.49,121.59,797.08,INR,approved
M001,INV000437,ORD008044,Shiprocket,VINV-000437,2024-12-04,2024-11-16,2024-12-04,3798.2,683.68,4481.88,INR,approved
M001,INV000438,ORD000870,Razorpay Fees,VINV-000438,2024-02-07,2024-01-14,2024-02-07,4627.02,832.86,5459.88,INR,approved
M001,INV000439,ORD004114,Bangalore Packaging Co,VINV-000439,2024-06-06,2024-06-04,2024-06-06,357.19,64.3,421.49,INR,approved
M001,INV000440,ORD009482,Cashfree Fees,VINV-000440,2024-12-24,2024-11-24,2024-12-24,609.68,109.74,719.42,INR,approved
M001,INV000441,ORD004841,Urban Warehouse Services,VINV-000441,2024-07-17,2024-07-05,2024-07-17,6569.29,1182.47,7751.76,INR,approved
M001,INV000442,ORD009108,Urban Warehouse Services,VINV-000442,2024-12-17,2024-11-19,2024-12-17,893.22,160.78,1054.0,INR,approved
M001,INV000443,ORD001124,BlueDart,VINV-000443,2024-02-15,2024-02-14,2024-02-15,1154.39,207.79,1362.18,INR,approved
M001,INV000444,ORD009963,Xpressbees,VINV-000444,2025-01-05,2024-12-08,2025-01-05,8508.45,1531.52,10039.97,INR,approved
M001,INV000445,ORD005878,Bangalore Packaging Co,VINV-000445,2024-09-11,2024-08-13,2024-09-11,6067.41,1092.13,7159.54,INR,approved
M001,INV000446,ORD001210,Cashfree Fees,VINV-000446,2024-02-13,2024-02-03,2024-02-13,7517.82,1353.21,8871.03,INR,approved
M001,INV000447,ORD009380,Urban Warehouse Services,VINV-000447,2024-12-30,2024-12-24,2024-12-30,885.14,159.33,1044.47,INR,pending
M001,INV000448,ORD002305,Urban Warehouse Services,VINV-000448,2024-04-08,2024-03-12,2024-04-08,8681.13,1562.6,10243.73,INR,disputed
M001,INV000449,ORD001180,BlueDart,VINV-000449,2024-02-11,2024-01-31,2024-02-11,7212.07,1298.17,8510.24,INR,approved
M001,INV000450,ORD001760,Ecom Express,VINV-000450,2024-03-15,2024-03-06,2024-03-15,551.71,99.31,651.02,INR,approved
M001,INV000451,ORD009326,Bangalore Packaging Co,VINV-000451,2024-12-24,2024-11-30,2024-12-24,1663.74,299.47,1963.21,INR,pending
M001,INV000452,ORD009486,BlueDart,VINV-000452,2024-12-24,2024-12-23,2024-12-24,6619.03,1191.43,7810.46,INR,disputed
M001,INV000453,ORD004248,BlueDart,VINV-000453,2024-06-11,2024-06-01,2024-06-11,5847.14,1052.49,6899.63,INR,pending
M001,INV000454,ORD002287,Ecom Express,VINV-000454,2024-04-21,2024-03-22,2024-04-21,4542.98,817.74,5360.72,INR,approved
M001,INV000455,ORD005402,Bangalore Packaging Co,VINV-000455,2024-08-19,2024-08-03,2024-08-19,2325.84,418.65,2744.49,INR,approved
M001,INV000456,ORD000924,Xpressbees,VINV-000456,2024-02-10,2024-01-29,2024-02-10,8049.51,1448.91,9498.42,INR,approved
M001,INV000457,ORD001208,Urban Warehouse Services,VINV-000457,2024-02-10,2024-01-29,2024-02-10,1774.26,319.37,2093.63,INR,approved
M001,INV000458,ORD008778,Ecom Express,VINV-000458,2024-12-16,2024-12-03,2024-12-16,1805.71,325.03,2130.74,INR,approved
M001,INV000459,ORD002048,Delhivery,VINV-000459,2024-03-20,2024-03-12,2024-03-20,3081.34,554.64,3635.98,INR,approved
M001,INV000460,ORD009225,Bangalore Packaging Co,VINV-000460,2024-12-29,2024-12-11,2024-12-29,586.5,105.57,692.07,INR,approved
M001,INV000461,ORD001195,Cashfree Fees,VINV-000461,2024-02-18,2024-01-22,2024-02-18,7711.36,1388.04,9099.4,INR,approved
M001,INV000462,ORD008526,Razorpay Fees,VINV-000462,2024-11-19,2024-11-03,2024-11-19,5156.28,928.13,6084.41,INR,approved
M001,INV000463,ORD002215,Razorpay Fees,VINV-000463,2024-04-11,2024-03-26,2024-04-11,6095.42,1097.18,7192.6,INR,approved
M001,INV000464,ORD001540,Xpressbees,VINV-000464,2024-03-24,2024-03-15,2024-03-24,4352.57,783.46,5136.03,INR,approved
M001,INV000465,ORD001459,Shiprocket,VINV-000465,2024-03-17,2024-02-21,2024-03-17,7019.96,1263.59,8283.55,INR,approved
M001,INV000466,ORD000382,Urban Warehouse Services,VINV-000466,2024-01-25,2024-01-05,2024-01-25,5746.71,1034.41,6781.12,INR,approved
M001,INV000467,ORD005429,Urban Warehouse Services,VINV-000467,2024-08-09,2024-07-12,2024-08-09,749.13,134.84,883.97,INR,approved
M001,INV000468,ORD003737,Delhivery,VINV-000468,2024-06-05,2024-05-26,2024-06-05,3340.83,601.35,3942.18,INR,pending
M001,INV000469,ORD001639,Urban Warehouse Services,VINV-000469,2024-03-29,2024-03-05,2024-03-29,3367.41,606.13,3973.54,INR,approved
M001,INV000470,ORD003168,Bangalore Packaging Co,VINV-000470,2024-05-11,2024-05-02,2024-05-11,2625.83,472.65,3098.48,INR,pending
M001,INV000471,ORD005522,Urban Warehouse Services,VINV-000471,2024-08-26,2024-08-11,2024-08-26,884.46,159.2,1043.66,INR,disputed
M001,INV000472,ORD008639,Xpressbees,VINV-000472,2024-11-26,2024-11-02,2024-11-26,529.73,95.35,625.08,INR,pending
M001,INV000473,ORD005596,Razorpay Fees,VINV-000473,2024-09-01,2024-08-10,2024-09-01,996.69,179.41,1176.1,INR,approved
M001,INV000474,ORD004005,Ecom Express,VINV-000474,2024-06-04,2024-05-08,2024-06-04,2764.38,497.59,3261.97,INR,approved
M001,INV000475,ORD001755,Cashfree Fees,VINV-000475,2024-03-07,2024-02-24,2024-03-07,3879.1,698.24,4577.34,INR,approved
M001,INV000476,ORD005428,Razorpay Fees,VINV-000476,2024-08-27,2024-07-28,2024-08-27,3419.26,615.47,4034.73,INR,approved
M001,INV000477,ORD008489,Bangalore Packaging Co,VINV-000477,2024-12-01,2024-11-01,2024-12-01,7292.01,1312.56,8604.57,INR,approved
M001,INV000478,ORD004832,AdGrowth Marketing,VINV-000478,2024-07-16,2024-07-14,2024-07-16,5928.14,1067.06,6995.2,INR,approved
M001,INV000479,ORD007100,Cashfree Fees,VINV-000479,2024-10-08,2024-09-14,2024-10-08,6621.03,1191.78,7812.81,INR,approved
M001,INV000480,ORD004942,Xpressbees,VINV-000480,2024-07-18,2024-07-09,2024-07-18,1404.92,252.89,1657.81,INR,approved
M001,INV000481,ORD006118,AdGrowth Marketing,VINV-000481,2024-09-28,2024-09-05,2024-09-28,2756.82,496.23,3253.05,INR,approved
M001,INV000482,ORD001766,BlueDart,VINV-000482,2024-03-16,2024-03-01,2024-03-16,890.14,160.22,1050.36,INR,approved
M001,INV000483,ORD008324,Razorpay Fees,VINV-000483,2024-12-11,2024-11-16,2024-12-11,2415.66,434.82,2850.48,INR,approved
M001,INV000484,ORD005309,Bangalore Packaging Co,VINV-000484,2024-08-05,2024-07-19,2024-08-05,1516.49,272.97,1789.46,INR,approved
M001,INV000485,ORD007855,Bangalore Packaging Co,VINV-000485,2024-10-31,2024-10-01,2024-10-31,546.74,98.41,645.15,INR,approved
M001,INV000486,ORD006483,Bangalore Packaging Co,VINV-000486,2024-09-20,2024-09-07,2024-09-20,8043.03,1447.75,9490.78,INR,disputed
M001,INV000487,ORD006073,Razorpay Fees,VINV-000487,2024-09-12,2024-08-20,2024-09-12,1812.8,326.3,2139.1,INR,approved
M001,INV000488,ORD001006,Razorpay Fees,VINV-000488,2024-02-28,2024-01-31,2024-02-28,2705.72,487.03,3192.75,INR,approved
M001,INV000489,ORD005376,Xpressbees,VINV-000489,2024-08-28,2024-08-02,2024-08-28,33386.87,6009.64,39396.51,INR,approved
M001,INV000490,ORD005811,Cashfree Fees,VINV-000490,2024-09-10,2024-08-17,2024-09-10,5754.93,1035.89,6790.82,INR,approved
M001,INV000491,ORD003296,Cashfree Fees,VINV-000491,2024-05-24,2024-05-07,2024-05-24,869.56,156.52,1026.08,INR,disputed
M001,INV000492,ORD009092,Bangalore Packaging Co,VINV-000492,2024-12-07,2024-11-07,2024-12-07,898.1,161.66,1059.76,INR,approved
M001,INV000493,ORD004173,Xpressbees,VINV-000493,2024-06-30,2024-06-16,2024-06-30,2896.48,521.37,3417.85,INR,approved
M001,INV000494,ORD004043,BlueDart,VINV-000494,2024-06-05,2024-05-30,2024-06-05,525.5,94.59,620.09,INR,approved
M001,INV000495,ORD004411,Cashfree Fees,VINV-000495,2024-07-10,2024-06-13,2024-07-10,7024.67,1264.44,8289.11,INR,approved
M001,INV000496,ORD004783,Razorpay Fees,VINV-000496,2024-07-29,2024-07-22,2024-07-29,4373.61,787.25,5160.86,INR,approved
M001,INV000497,VORD000039,Xpressbees,VINV-000497,2024-11-07,2024-11-02,2024-11-07,31558.64,5680.56,37239.2,INR,approved
M001,INV000498,ORD009250,Delhivery,VINV-000498,2024-12-08,2024-11-13,2024-12-08,4059.56,730.72,4790.28,INR,pending
M001,INV000499,ORD006543,Xpressbees,VINV-000499,2024-10-01,2024-09-18,2024-10-01,2322.62,418.07,2740.69,INR,disputed
M001,INV000500,ORD003326,Xpressbees,VINV-000500,2024-05-26,2024-05-03,2024-05-26,4040.35,727.26,4767.61,INR,approved
M001,INV000501,ORD005950,Urban Warehouse Services,VINV-000501,2024-09-11,2024-08-25,2024-09-11,1542.13,277.58,1819.71,INR,approved
M001,INV000502,ORD005585,Cashfree Fees,VINV-000502,2024-08-28,2024-08-16,2024-08-28,6857.37,1234.33,8091.7,INR,approved
M001,INV000503,ORD006443,Urban Warehouse Services,VINV-000503,2024-09-25,2024-09-06,2024-09-25,2344.42,422.0,2766.42,INR,approved
M001,INV000504,ORD002087,Cashfree Fees,VINV-000504,2024-04-16,2024-04-11,2024-04-16,4122.91,742.12,4865.03,INR,approved
M001,INV000505,ORD002290,Urban Warehouse Services,VINV-000505,2024-04-18,2024-04-15,2024-04-18,32121.61,5781.89,37903.5,INR,approved
M001,INV000506,ORD000590,Delhivery,VINV-000506,2024-01-22,2024-01-15,2024-01-22,6206.4,1117.15,7323.55,INR,approved
M001,INV000507,ORD006595,Razorpay Fees,VINV-000507,2024-10-12,2024-09-12,2024-10-12,410.75,73.93,484.68,INR,approved
M001,INV000508,ORD000633,Shiprocket,VINV-000508,2024-01-24,2024-01-08,2024-01-24,938.44,168.92,1107.36,INR,pending
M001,INV000509,ORD004384,Ecom Express,VINV-000509,2024-07-09,2024-06-14,2024-07-09,5315.49,956.79,6272.28,INR,approved
M001,INV000510,ORD007912,Ecom Express,VINV-000510,2024-12-01,2024-11-30,2024-12-01,7089.56,1276.12,8365.68,INR,approved
M001,INV000511,ORD005891,Ecom Express,VINV-000511,2024-09-18,2024-08-26,2024-09-18,6794.87,1223.08,8017.95,INR,approved
M001,INV000512,ORD003721,Urban Warehouse Services,VINV-000512,2024-06-12,2024-06-02,2024-06-12,17566.52,3161.97,20728.49,INR,pending
M001,INV000513,ORD000199,Bangalore Packaging Co,VINV-000513,2024-01-30,2024-01-08,2024-01-30,616.91,111.04,727.95,INR,approved
M001,INV000514,ORD000442,Cashfree Fees,VINV-000514,2024-02-07,2024-01-13,2024-02-07,7113.56,1280.44,8394.0,INR,approved
M001,INV000515,ORD004833,Ecom Express,VINV-000515,2024-07-23,2024-07-18,2024-07-23,9729.86,1751.37,11481.23,INR,approved
M001,INV000516,ORD006313,Delhivery,VINV-000516,2024-10-02,2024-09-21,2024-10-02,1900.84,342.15,2242.99,INR,approved
M001,INV000517,ORD009513,Ecom Express,VINV-000517,2024-12-19,2024-12-11,2024-12-19,9245.32,1664.16,10909.48,INR,disputed
M001,INV000518,ORD009195,Delhivery,VINV-000518,2024-12-27,2024-12-20,2024-12-27,5692.14,1024.58,6716.72,INR,approved
M001,INV000519,ORD000442,Bangalore Packaging Co,VINV-000519,2024-01-16,2024-01-15,2024-01-16,7101.12,1278.2,8379.32,INR,disputed
M001,INV000520,ORD005332,BlueDart,VINV-000520,2024-08-22,2024-08-19,2024-08-22,4612.92,830.33,5443.25,INR,approved
M001,INV000521,ORD000522,Ecom Express,VINV-000521,2024-02-07,2024-02-04,2024-02-07,5375.31,967.55,6342.86,INR,disputed
M001,INV000522,ORD002551,Cashfree Fees,VINV-000522,2024-05-03,2024-04-12,2024-05-03,9182.08,1652.77,10834.85,INR,pending
M001,INV000523,ORD009259,Urban Warehouse Services,VINV-000523,2024-12-24,2024-12-06,2024-12-24,1082.89,194.92,1277.81,INR,approved
M001,INV000524,ORD002438,Urban Warehouse Services,VINV-000936,2024-04-13,2024-04-08,2024-04-13,1430.93,257.57,1688.5,INR,approved
M001,INV000525,ORD006609,Shiprocket,VINV-000525,2024-10-11,2024-09-23,2024-10-11,37521.32,6753.84,44275.16,INR,approved
M001,INV000526,ORD007642,Shiprocket,VINV-000526,2024-11-20,2024-11-14,2024-11-20,8377.43,1507.94,9885.37,INR,approved
M001,INV000527,ORD002319,Cashfree Fees,VINV-000527,2024-04-13,2024-04-09,2024-04-13,1154.28,207.77,1362.05,INR,approved
M001,INV000528,ORD009142,Xpressbees,VINV-000528,2024-12-10,2024-11-10,2024-12-10,5943.84,1069.89,7013.73,INR,approved
M001,INV000529,ORD003271,Cashfree Fees,VINV-000529,2024-05-26,2024-05-21,2024-05-26,5164.44,929.6,6094.04,INR,approved
M001,INV000530,ORD009396,Delhivery,VINV-000530,2024-12-14,2024-11-17,2024-12-14,5274.12,949.34,6223.46,INR,rejected
M001,INV000531,ORD006135,Xpressbees,VINV-000531,2024-09-04,2024-08-18,2024-09-04,301.64,54.29,355.93,INR,approved
M001,INV000532,ORD009244,Delhivery,VINV-000532,2025-01-05,2025-01-02,2025-01-05,8973.63,1615.25,10588.88,INR,approved
M001,INV000533,ORD005403,Bangalore Packaging Co,VINV-000533,2024-08-25,2024-08-16,2024-08-25,2831.69,509.7,3341.39,INR,approved
M001,INV000534,ORD000384,Delhivery,VINV-000534,2024-02-07,2024-01-11,2024-02-07,6042.74,1087.69,7130.43,INR,approved
M001,INV000535,ORD005584,Shiprocket,VINV-000535,2024-08-20,2024-07-31,2024-08-20,6147.0,1106.46,7253.46,INR,approved
M001,INV000536,ORD008284,Delhivery,VINV-000536,2024-11-18,2024-10-28,2024-11-18,1341.13,241.4,1582.53,INR,approved
M001,INV000537,ORD005142,Cashfree Fees,VINV-000537,2024-07-23,2024-06-28,2024-07-23,987.83,177.81,1165.64,INR,approved
M001,INV000538,ORD008756,Shiprocket,VINV-000538,2024-11-28,2024-11-08,2024-11-28,4840.49,871.29,5711.78,INR,pending
M001,INV000539,ORD005326,Delhivery,VINV-000539,2024-08-08,2024-07-27,2024-08-08,6735.92,1212.47,7948.39,INR,approved
M001,INV000540,ORD004445,Shiprocket,VINV-000540,2024-07-04,2024-07-01,2024-07-04,4464.85,803.67,5268.52,INR,approved
M001,INV000541,ORD001006,BlueDart,VINV-000541,2024-02-29,2024-02-14,2024-02-29,2695.0,485.1,3180.1,INR,approved
M001,INV000542,ORD009645,Shiprocket,VINV-000542,2025-01-13,2025-01-12,2025-01-13,18710.88,3367.96,22078.84,INR,approved
M001,INV000543,ORD000269,Shiprocket,VINV-000543,2024-01-10,2023-12-20,2024-01-10,4378.59,788.15,5166.74,INR,pending
M001,INV000544,ORD002420,Urban Warehouse Services,VINV-000544,2024-04-20,2024-04-01,2024-04-20,6617.41,1191.13,7808.54,INR,pending
M001,INV000545,ORD004619,Shiprocket,VINV-000545,2024-07-08,2024-07-04,2024-07-08,1049.42,188.89,1238.31,INR,disputed
M001,INV000546,ORD004788,AdGrowth Marketing,VINV-000546,2024-07-27,2024-07-18,2024-07-27,4874.22,877.36,5751.58,INR,approved
M001,INV000547,ORD005201,Urban Warehouse Services,VINV-000547,2024-08-06,2024-07-19,2024-08-06,3772.08,678.97,4451.05,INR,approved
M001,INV000548,ORD003253,Delhivery,VINV-000548,2024-05-30,2024-05-02,2024-05-30,6996.41,1259.35,8255.76,INR,approved
M001,INV000549,VORD000037,Cashfree Fees,VINV-000549,2024-12-01,2024-11-09,2024-12-01,16108.36,2899.5,19007.86,INR,approved
M001,INV000550,ORD004390,Razorpay Fees,VINV-000550,2024-07-06,2024-06-15,2024-07-06,957.95,172.43,1130.38,INR,approved
M001,INV000551,ORD000323,AdGrowth Marketing,VINV-000551,2024-01-29,2024-01-21,2024-01-29,5917.48,1065.15,6982.63,INR,approved
M001,INV000552,ORD000985,BlueDart,VINV-000552,2024-02-02,2024-01-17,2024-02-02,2931.36,527.64,3459.0,INR,approved
M001,INV000553,ORD002851,Bangalore Packaging Co,VINV-000553,2024-04-21,2024-03-29,2024-04-21,6431.79,1157.72,7589.51,INR,approved
M001,INV000554,ORD000029,AdGrowth Marketing,VINV-000554,2024-01-04,2023-12-23,2024-01-04,4399.92,791.99,5191.91,INR,approved
M001,INV000555,ORD004500,AdGrowth Marketing,VINV-000555,2024-06-22,2024-06-02,2024-06-22,3387.16,609.69,3996.85,INR,approved
M001,INV000556,ORD000448,Delhivery,VINV-000556,2024-01-16,2023-12-31,2024-01-16,1112.69,200.28,1312.97,INR,approved
M001,INV000557,ORD007878,Urban Warehouse Services,VINV-000557,2024-11-25,2024-10-31,2024-11-25,5393.39,970.81,6364.2,INR,approved
M001,INV000558,ORD007858,Ecom Express,VINV-000558,2024-11-25,2024-11-19,2024-11-25,1551.62,279.29,1830.91,INR,approved
M001,INV000559,ORD006300,Ecom Express,VINV-000559,2024-09-16,2024-09-13,2024-09-16,5255.99,946.08,6202.07,INR,approved
M001,INV000560,ORD001081,Cashfree Fees,VINV-000560,2024-03-04,2024-02-19,2024-03-04,2432.97,437.94,2870.91,INR,disputed
M001,INV000561,ORD003426,BlueDart,VINV-000561,2024-05-19,2024-05-18,2024-05-19,5141.86,925.54,6067.4,INR,approved
M001,INV000562,ORD006483,Xpressbees,VINV-000562,2024-09-22,2024-08-31,2024-09-22,8145.28,1466.15,9611.43,INR,approved
M001,INV000563,ORD008065,Razorpay Fees,VINV-000563,2024-11-17,2024-10-21,2024-11-17,1200.44,216.08,1416.52,INR,pending
M001,INV000564,ORD001613,Delhivery,VINV-000564,2024-03-08,2024-02-09,2024-03-08,6083.42,1095.02,7178.44,INR,approved
M001,INV000565,ORD005449,Razorpay Fees,VINV-000565,2024-08-15,2024-08-01,2024-08-15,1803.04,324.55,2127.59,INR,approved
M001,INV000566,VORD000073,Cashfree Fees,VINV-000566,2024-02-28,2024-02-14,2024-02-28,18439.4,3319.09,21758.49,INR,approved
M001,INV000567,ORD006726,Ecom Express,VINV-000567,2024-10-21,2024-09-22,2024-10-21,41863.94,7535.51,49399.45,INR,approved
M001,INV000568,ORD003087,Xpressbees,VINV-000568,2024-05-08,2024-04-28,2024-05-08,2177.62,391.97,2569.59,INR,pending
M001,INV000569,ORD001891,Delhivery,VINV-000569,2024-04-05,2024-03-17,2024-04-05,3203.18,576.57,3779.75,INR,approved
M001,INV000570,VORD000108,Urban Warehouse Services,VINV-000570,2024-05-18,2024-04-27,2024-05-18,38377.58,6907.96,45285.54,INR,pending
M001,INV000571,ORD003785,Shiprocket,VINV-000571,2024-06-17,2024-06-10,2024-06-17,3446.88,620.44,4067.32,INR,approved
M001,INV000572,ORD007242,Ecom Express,VINV-000572,2024-10-29,2024-09-29,2024-10-29,4494.89,809.08,5303.97,INR,approved
M001,INV000573,VORD000012,AdGrowth Marketing,VINV-000573,2024-07-28,2024-07-11,2024-07-28,13393.49,2410.83,15804.32,INR,approved
M001,INV000574,ORD000939,Bangalore Packaging Co,VINV-000574,2024-02-09,2024-01-27,2024-02-09,9056.53,1630.17,10686.7,INR,approved
M001,INV000575,ORD000483,Urban Warehouse Services,VINV-000575,2024-02-13,2024-01-19,2024-02-13,38477.19,6925.89,45403.08,INR,approved
M001,INV000576,VORD000079,Cashfree Fees,VINV-000576,2024-01-30,2024-01-25,2024-01-30,39867.45,7176.14,47043.59,INR,approved
M001,INV000577,ORD007601,Xpressbees,VINV-000577,2024-10-27,2024-10-25,2024-10-27,5609.91,1009.78,6619.69,INR,approved
M001,INV000578,ORD000188,Bangalore Packaging Co,VINV-000578,2024-01-20,2023-12-24,2024-01-20,8585.04,1545.31,10130.35,INR,approved
M001,INV000579,ORD003450,AdGrowth Marketing,VINV-000579,2024-05-20,2024-05-04,2024-05-20,5022.69,904.08,5926.77,INR,approved
M001,INV000580,VORD000011,Delhivery,VINV-000580,2024-07-21,2024-06-21,2024-07-21,8177.95,1472.03,9649.98,INR,approved
M001,INV000581,ORD002524,Shiprocket,VINV-000581,2024-04-25,2024-04-23,2024-04-25,4910.14,883.83,5793.97,INR,approved
M001,INV000582,ORD007537,Ecom Express,VINV-000582,2024-11-09,2024-11-07,2024-11-09,3267.56,588.16,3855.72,INR,approved
M001,INV000583,ORD000662,Delhivery,VINV-000583,2024-02-15,2024-02-01,2024-02-15,2289.16,412.05,2701.21,INR,approved
M001,INV000584,ORD009681,BlueDart,VINV-000584,2025-01-05,2024-12-16,2025-01-05,5851.83,1053.33,6905.16,INR,approved
M001,INV000585,ORD005450,AdGrowth Marketing,VINV-000585,2024-09-03,2024-08-18,2024-09-03,2405.51,432.99,2838.5,INR,approved
M001,INV000586,ORD000933,BlueDart,VINV-000586,2024-02-28,2024-02-08,2024-02-28,690.79,124.34,815.13,INR,approved
M001,INV000587,ORD000292,Ecom Express,VINV-000587,2024-01-28,2023-12-31,2024-01-28,7679.35,1382.28,9061.63,INR,approved
M001,INV000588,ORD004612,Cashfree Fees,VINV-000588,2024-06-26,2024-06-11,2024-06-26,7046.58,1268.38,8314.96,INR,approved
M001,INV000589,ORD009662,Urban Warehouse Services,VINV-000589,2025-01-15,2025-01-02,2025-01-15,6768.03,1218.25,7986.28,INR,disputed
M001,INV000590,ORD009526,Urban Warehouse Services,VINV-000590,2024-12-30,2024-12-08,2024-12-30,2097.37,377.53,2474.9,INR,disputed
M001,INV000591,ORD003513,Shiprocket,VINV-000591,2024-05-19,2024-05-04,2024-05-19,5068.54,912.34,5980.88,INR,approved
M001,INV000592,ORD008730,Ecom Express,VINV-000592,2024-12-05,2024-12-02,2024-12-05,6458.24,1162.48,7620.72,INR,pending
M001,INV000593,ORD005682,BlueDart,VINV-000593,2024-09-11,2024-08-21,2024-09-11,2516.37,452.95,2969.32,INR,approved
M001,INV000594,ORD009197,Cashfree Fees,VINV-000594,2025-01-03,2024-12-13,2025-01-03,12607.77,2269.4,14877.17,INR,approved
M001,INV000595,ORD005893,Xpressbees,VINV-000595,2024-09-03,2024-08-11,2024-09-03,1186.9,213.64,1400.54,INR,rejected
M001,INV000596,ORD006921,Xpressbees,VINV-000596,2024-10-29,2024-10-27,2024-10-29,472.65,85.08,557.73,INR,approved
M001,INV000597,ORD005620,Razorpay Fees,VINV-000597,2024-09-07,2024-08-19,2024-09-07,3268.21,588.28,3856.49,INR,approved
M001,INV000598,ORD002229,Bangalore Packaging Co,VINV-000598,2024-04-02,2024-03-03,2024-04-02,3979.42,716.29,4695.71,INR,approved
M001,INV000599,ORD000138,Delhivery,VINV-000599,2024-01-10,2023-12-12,2024-01-10,6032.49,1085.85,7118.34,INR,approved
M001,INV000600,ORD001907,BlueDart,VINV-000600,2024-03-29,2024-03-12,2024-03-29,6090.13,1096.22,7186.35,INR,approved
M001,INV000601,VORD000089,Delhivery,VINV-000601,2024-02-15,2024-02-02,2024-02-15,22386.24,4029.52,26415.76,INR,pending
M001,INV000602,ORD004153,Xpressbees,VINV-000602,2024-06-17,2024-05-20,2024-06-17,4795.95,863.27,5659.22,INR,approved
M001,INV000603,ORD001334,Shiprocket,VINV-000603,2024-03-08,2024-02-17,2024-03-08,1799.13,323.84,2122.97,INR,pending
M001,INV000604,ORD000495,BlueDart,VINV-000604,2024-01-21,2024-01-08,2024-01-21,1590.17,286.23,1876.4,INR,approved
M001,INV000605,ORD001859,AdGrowth Marketing,VINV-000605,2024-04-03,2024-03-10,2024-04-03,4900.28,882.05,5782.33,INR,approved
M001,INV000606,ORD009885,AdGrowth Marketing,VINV-000606,2025-01-20,2024-12-30,2025-01-20,8891.08,1600.4,10491.48,INR,disputed
M001,INV000607,ORD003666,Razorpay Fees,VINV-000607,2024-05-24,2024-04-25,2024-05-24,1658.23,298.48,1956.71,INR,approved
M001,INV000608,ORD002372,Urban Warehouse Services,VINV-000608,2024-04-15,2024-03-16,2024-04-15,5161.45,929.06,6090.51,INR,approved
M001,INV000609,ORD001638,Razorpay Fees,VINV-000609,2024-03-24,2024-03-04,2024-03-24,6575.97,1183.67,7759.64,INR,approved
