merchant_id,order_id,customer_id,order_date,sku,category,quantity,gross_amount,discount_amount,tax_amount,net_amount,payment_method,order_status,city,state,shipment_days,delivery_status
M001,ORD000621,CUST004748,2024-01-20,SKU-FAS-1183,fashion,4,9174.57,2138.44,844.34,7880.47,Debit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000622,CUST005486,2024-01-20,SKU-LIF-6636,lifestyle,4,9144.73,2164.25,1256.49,8236.97,Debit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000623,CUST006493,2024-01-20,SKU-FOO-5492,footwear,3,2904.52,524.27,428.44,2808.69,COD,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD000624,CUST000452,2024-01-20,SKU-BEA-2055,beauty,3,1782.85,42.67,208.82,1949.0,Debit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000625,CUST002168,2024-01-20,SKU-HOM-8617,home,2,1643.12,421.68,61.07,1282.51,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000626,CUST004505,2024-01-20,SKU-LIF-6744,lifestyle,3,9825.34,1460.83,1505.61,9870.12,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000627,CUST003292,2024-01-20,SKU-ACC-8145,accessories,2,1322.07,231.33,196.33,1287.07,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000628,CUST005401,2024-01-20,SKU-LIF-8983,lifestyle,3,1441.87,92.64,242.86,1592.09,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000629,CUST006078,2024-01-20,SKU-FAS-5559,fashion,2,5093.99,1405.57,663.92,4352.34,COD,cancelled,Bangalore,Karnataka,1,cancelled
M001,ORD000630,CUST004973,2024-01-20,SKU-HOM-4260,home,4,6755.56,171.44,790.09,7374.21,COD,confirmed,Bangalore,Karnataka,4,delivered
M001,ORD000631,CUST004460,2024-01-20,SKU-HOM-5746,home,3,1298.64,48.75,62.49,1312.38,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000632,CUST000814,2024-01-20,SKU-FAS-3180,fashion,2,5966.59,1557.92,793.56,5202.23,COD,processing,Bangalore,Karnataka,5,delivered
M001,ORD000633,CUST004511,2024-01-20,SKU-FOO-5580,footwear,1,848.43,88.29,38.01,798.15,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000634,CUST003138,2024-01-20,SKU-HOM-4824,home,4,4795.8,917.14,698.16,4576.82,Credit Card,delivered,Bangalore,Karnataka,9,delayed
M001,ORD000635,CUST001055,2024-01-20,SKU-BEA-8234,beauty,2,3395.88,957.84,121.9,2559.94,COD,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000636,CUST003877,2024-01-20,SKU-ACC-8061,accessories,2,4311.47,474.24,460.47,4297.7,UPI,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD000637,CUST003617,2024-01-20,SKU-FOO-9191,footwear,3,7944.48,458.9,1347.4,8832.98,COD,returned,Bangalore,Karnataka,2,returned
M001,ORD000638,CUST002459,2024-01-20,SKU-FAS-4244,fashion,1,1862.94,450.29,254.28,1666.93,Debit Card,cancelled,Bangalore,Karnataka,2,cancelled
M001,ORD000639,CUST000598,2024-01-20,SKU-LIF-8811,lifestyle,1,2493.08,319.41,391.26,2564.93,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000640,CUST000121,2024-01-20,SKU-ACC-5623,accessories,3,5651.12,233.85,270.86,5688.13,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000641,CUST002956,2024-01-20,SKU-FOO-3130,footwear,4,2216.73,288.97,96.39,2024.15,UPI,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000642,CUST004544,2024-01-20,SKU-FAS-7003,fashion,1,7750.42,1135.46,1190.69,7805.65,Credit Card,confirmed,Bangalore,Karnataka,2,delivered
M001,ORD000643,CUST002620,2024-01-20,SKU-FAS-2636,fashion,4,4617.06,793.69,688.21,4511.58,Wallet,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000644,CUST002976,2024-01-20,SKU-BEA-7080,beauty,4,8907.62,2414.49,779.18,7272.31,Debit Card,confirmed,Bangalore,Karnataka,2,delayed
M001,ORD000645,CUST001508,2024-01-20,SKU-HOM-4366,home,1,3666.3,226.01,412.83,3853.12,UPI,processing,Bangalore,Karnataka,10,delivered
M001,ORD000646,CUST003619,2024-01-20,SKU-LIF-9023,lifestyle,3,8901.76,2495.57,768.74,7174.93,UPI,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000647,CUST004000,2024-01-21,SKU-BEA-1664,beauty,3,7134.04,2055.95,253.9,5331.99,UPI,processing,Bangalore,Karnataka,10,delayed
M001,ORD000648,CUST005101,2024-01-21,SKU-BEA-3025,beauty,1,3328.51,67.15,391.36,3652.72,Credit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000649,CUST005242,2024-01-21,SKU-FAS-7310,fashion,1,1378.38,212.07,209.94,1376.25,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000650,CUST000307,2024-01-21,SKU-FAS-5870,fashion,3,6659.35,877.1,1040.81,6823.06,UPI,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000651,CUST006297,2024-01-21,SKU-FAS-1793,fashion,2,4995.3,1135.27,694.81,4554.84,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000652,CUST002769,2024-01-21,SKU-HOM-3400,home,1,8699.14,1760.18,832.68,7771.64,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000653,CUST004400,2024-01-21,SKU-HOM-2520,home,4,6684.68,734.46,297.51,6247.73,UPI,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000654,CUST004716,2024-01-21,SKU-FAS-7109,fashion,3,6704.72,1025.76,681.48,6360.44,UPI,returned,Bangalore,Karnataka,6,returned
M001,ORD000655,CUST000371,2024-01-21,SKU-FOO-3600,footwear,3,8994.68,2279.27,805.85,7521.26,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000656,CUST003301,2024-01-21,SKU-BEA-5286,beauty,2,8129.56,704.51,371.25,7796.3,COD,returned,Bangalore,Karnataka,8,returned
M001,ORD000657,CUST003596,2024-01-21,SKU-ACC-9547,accessories,2,6136.25,678.14,982.46,6440.57,UPI,confirmed,Bangalore,Karnataka,3,delivered
M001,ORD000658,CUST005043,2024-01-21,SKU-ACC-7919,accessories,3,8545.46,2106.58,772.67,7211.55,COD,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000659,CUST000997,2024-01-21,SKU-FOO-9980,footwear,2,9921.53,419.42,475.11,9977.22,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000660,CUST003533,2024-01-21,SKU-HOM-2272,home,2,7579.62,1480.1,304.98,6404.5,NetBanking,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000661,CUST000107,2024-01-21,SKU-BEA-7803,beauty,1,8550.24,1524.7,351.28,7376.82,Debit Card,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000662,CUST005450,2024-01-21,SKU-ACC-9636,accessories,1,3050.01,473.74,128.81,2705.08,UPI,returned,Bangalore,Karnataka,10,returned
M001,ORD000663,CUST003653,2024-01-21,SKU-ACC-6012,accessories,1,2803.45,280.13,454.2,2977.52,UPI,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000664,CUST001063,2024-01-21,SKU-FAS-5619,fashion,4,5020.27,1129.03,700.42,4591.66,Wallet,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000665,CUST006438,2024-01-21,SKU-BEA-9926,beauty,2,4166.69,914.92,585.32,3837.09,COD,returned,Bangalore,Karnataka,2,returned
M001,ORD000666,CUST005137,2024-01-21,SKU-BEA-4857,beauty,3,8312.77,651.9,919.3,8580.17,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000667,CUST006056,2024-01-21,SKU-ACC-5929,accessories,2,2331.01,325.49,100.28,2105.8,UPI,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000668,CUST003793,2024-01-21,SKU-FAS-8292,fashion,2,8298.08,1579.3,1209.38,7928.16,Credit Card,confirmed,Bangalore,Karnataka,3,delayed
M001,ORD000669,CUST005352,2024-01-21,SKU-ACC-8331,accessories,4,6146.23,1284.83,583.37,5444.77,Wallet,delivered,Bangalore,Karnataka,4,delivered
M001,ORD000670,CUST004654,2024-01-21,SKU-HOM-3154,home,3,6625.37,855.77,288.48,6058.08,Credit Card,cancelled,Bangalore,Karnataka,1,cancelled
M001,ORD000671,CUST004151,2024-01-21,SKU-HOM-6773,home,3,7597.85,1648.9,297.45,6246.4,UPI,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000672,CUST002854,2024-01-22,SKU-FAS-6041,fashion,1,7519.52,183.48,1320.49,8656.53,Wallet,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000673,CUST003761,2024-01-22,SKU-FOO-8083,footwear,4,9891.49,386.48,1710.9,11215.91,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000674,CUST003410,2024-01-22,SKU-HOM-7057,home,2,8962.42,2129.24,1229.97,8063.15,Credit Card,cancelled,Bangalore,Karnataka,6,cancelled
M001,ORD000675,CUST001779,2024-01-22,SKU-LIF-7397,lifestyle,2,8707.18,1541.57,859.87,8025.48,UPI,returned,Bangalore,Karnataka,7,returned
M001,ORD000676,CUST005894,2024-01-22,SKU-ACC-9819,accessories,3,6326.72,49.78,753.23,7030.17,Wallet,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000677,CUST001440,2024-01-22,SKU-FAS-8101,fashion,3,5614.47,1593.54,201.05,4221.98,COD,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000678,CUST003663,2024-01-22,SKU-ACC-6260,accessories,2,2132.24,511.0,291.82,1913.06,UPI,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000679,CUST002253,2024-01-22,SKU-ACC-6509,accessories,4,1744.11,66.32,302.0,1979.79,COD,confirmed,Bangalore,Karnataka,6,delayed
M001,ORD000680,CUST006263,2024-01-22,SKU-ACC-9712,accessories,2,4117.93,63.49,202.72,4257.16,Credit Card,processing,Bangalore,Karnataka,2,delivered
M001,ORD000681,CUST004646,2024-01-22,SKU-ACC-4142,accessories,2,3784.56,1069.29,325.83,3041.1,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000682,CUST003621,2024-01-22,SKU-LIF-1762,lifestyle,3,7389.4,1834.69,277.74,5832.45,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000683,CUST001190,2024-01-22,SKU-FOO-4650,footwear,4,3729.57,167.58,427.44,3989.43,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000684,CUST006222,2024-01-22,SKU-ACC-3581,accessories,1,8265.04,1197.23,1272.21,8340.02,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000685,CUST003574,2024-01-22,SKU-BEA-2065,beauty,3,5577.34,1559.23,482.17,4500.28,COD,confirmed,Bangalore,Karnataka,9,delivered
M001,ORD000686,CUST003628,2024-01-22,SKU-FAS-2677,fashion,3,3892.32,610.85,590.66,3872.13,Debit Card,delivered,Bangalore,Karnataka,2,delayed
M001,ORD000687,CUST002360,2024-01-22,SKU-LIF-4069,lifestyle,2,8278.48,2313.15,1073.76,7039.09,Debit Card,processing,Bangalore,Karnataka,3,delayed
M001,ORD000688,CUST004810,2024-01-22,SKU-BEA-8228,beauty,3,4065.65,529.63,424.32,3960.34,Debit Card,delivered,Bangalore,Karnataka,7,delayed
M001,ORD000689,CUST002314,2024-01-22,SKU-FAS-4527,fashion,1,8697.49,2024.15,800.8,7474.14,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000690,CUST005995,2024-01-22,SKU-HOM-2045,home,1,8259.19,2240.66,1083.34,7101.87,UPI,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000691,CUST004891,2024-01-22,SKU-FAS-3633,fashion,3,6794.02,122.08,1200.95,7872.89,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000692,CUST000940,2024-01-22,SKU-BEA-1829,beauty,3,2231.24,457.62,212.83,1986.45,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000693,CUST005839,2024-01-22,SKU-HOM-6818,home,4,892.47,36.45,42.8,898.82,Debit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000694,CUST004671,2024-01-22,SKU-BEA-9934,beauty,1,5282.29,1219.02,203.16,4266.43,UPI,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000695,CUST006272,2024-01-22,SKU-FAS-5094,fashion,4,3918.01,1051.61,343.97,3210.37,Wallet,delivered,Bangalore,Karnataka,4,delivered
M001,ORD000696,CUST004118,2024-01-22,SKU-HOM-1312,home,2,5486.36,347.91,924.92,6063.37,Debit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000697,CUST003360,2024-01-22,SKU-BEA-7825,beauty,1,3389.55,1005.09,119.22,2503.68,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000698,CUST003073,2024-01-22,SKU-LIF-3378,lifestyle,1,1926.72,288.6,294.86,1932.98,UPI,processing,Bangalore,Karnataka,5,delivered
M001,ORD000699,CUST004911,2024-01-22,SKU-HOM-5963,home,3,8020.73,879.91,1285.35,8426.17,Credit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000700,CUST002244,2024-01-22,SKU-BEA-5249,beauty,4,1940.8,492.07,173.85,1622.58,Debit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000701,CUST001959,2024-01-22,SKU-LIF-6122,lifestyle,4,9271.11,2220.59,352.53,7403.05,Wallet,confirmed,Bangalore,Karnataka,6,delivered
M001,ORD000702,CUST000007,2024-01-22,SKU-BEA-3520,beauty,1,7325.51,983.62,317.09,6658.98,UPI,delivered,Bangalore,Karnataka,4,delivered
M001,ORD000703,CUST005372,2024-01-22,SKU-FOO-4297,footwear,2,711.48,55.77,32.79,688.5,COD,confirmed,Bangalore,Karnataka,5,delayed
M001,ORD000704,CUST000413,2024-01-22,SKU-ACC-5361,accessories,2,7421.52,1704.42,1029.08,6746.18,COD,returned,Bangalore,Karnataka,5,returned
M001,ORD000705,CUST000648,2024-01-22,SKU-ACC-2802,accessories,3,2814.56,131.33,321.99,3005.22,NetBanking,processing,Bangalore,Karnataka,9,delivered
M001,ORD000706,CUST000268,2024-01-22,SKU-LIF-2235,lifestyle,3,4670.06,526.79,207.16,4350.43,Wallet,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000707,CUST001876,2024-01-22,SKU-FAS-9311,fashion,2,1747.05,511.71,222.36,1457.7,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000708,CUST002159,2024-01-22,SKU-HOM-4402,home,3,7185.23,1012.59,1111.08,7283.72,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000709,CUST000050,2024-01-23,SKU-FAS-8139,fashion,4,6855.08,1931.17,246.2,5170.11,Wallet,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000710,CUST001880,2024-01-23,SKU-FOO-3001,footwear,2,8006.24,862.81,1285.82,8429.25,COD,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000711,CUST000316,2024-01-23,SKU-BEA-7867,beauty,3,8929.43,619.11,1495.86,9806.18,UPI,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000712,CUST002009,2024-01-23,SKU-HOM-9517,home,1,1821.16,514.41,65.34,1372.09,UPI,delivered,Bangalore,Karnataka,4,delivered
M001,ORD000713,CUST001336,2024-01-23,SKU-LIF-2635,lifestyle,2,7832.6,641.13,1294.46,8485.93,Debit Card,processing,Bangalore,Karnataka,4,delivered
M001,ORD000714,CUST002223,2024-01-23,SKU-FOO-5005,footwear,3,3806.84,1079.88,136.35,2863.31,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000715,CUST003733,2024-01-23,SKU-LIF-3388,lifestyle,3,951.99,108.31,151.86,995.54,UPI,processing,Bangalore,Karnataka,7,delivered
M001,ORD000716,CUST005889,2024-01-23,SKU-ACC-1509,accessories,2,1329.01,231.6,131.69,1229.1,Wallet,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000717,CUST001025,2024-01-23,SKU-ACC-8489,accessories,2,2187.74,386.78,90.05,1891.01,UPI,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000718,CUST003979,2024-01-23,SKU-LIF-6075,lifestyle,4,4523.1,760.36,451.53,4214.27,UPI,confirmed,Bangalore,Karnataka,1,delivered
M001,ORD000719,CUST005143,2024-01-23,SKU-HOM-3085,home,2,5069.21,85.65,598.03,5581.59,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000720,CUST003748,2024-01-23,SKU-HOM-8907,home,2,9430.26,702.99,1047.27,9774.54,Credit Card,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000721,CUST001957,2024-01-23,SKU-BEA-5672,beauty,4,8851.33,1891.53,835.18,7794.98,Debit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000722,CUST001921,2024-01-23,SKU-BEA-3955,beauty,4,9666.7,1446.31,1479.67,9700.06,COD,processing,Bangalore,Karnataka,9,delivered
M001,ORD000723,CUST000517,2024-01-23,SKU-HOM-7915,home,2,8431.04,1834.94,1187.3,7783.4,UPI,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000724,CUST000604,2024-01-23,SKU-LIF-9231,lifestyle,1,7677.49,171.11,1351.15,8857.53,Debit Card,confirmed,Bangalore,Karnataka,2,delivered
M001,ORD000725,CUST000041,2024-01-23,SKU-ACC-8224,accessories,3,9779.02,2714.15,1271.68,8336.55,UPI,processing,Bangalore,Karnataka,6,delayed
M001,ORD000726,CUST002343,2024-01-23,SKU-FAS-3559,fashion,4,2084.81,51.27,244.02,2277.56,Wallet,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD000727,CUST001276,2024-01-23,SKU-FOO-3951,footwear,4,2909.29,9.34,145.0,3044.95,Debit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000728,CUST000125,2024-01-23,SKU-FAS-8623,fashion,2,612.75,181.18,51.79,483.36,COD,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000729,CUST002061,2024-01-23,SKU-FAS-2052,fashion,2,4249.58,677.11,178.62,3751.09,UPI,confirmed,Bangalore,Karnataka,4,delivered
M001,ORD000730,CUST000967,2024-01-23,SKU-FAS-9157,fashion,1,3361.2,436.98,526.36,3450.58,Credit Card,delivered,Bangalore,Karnataka,3,delayed
M001,ORD000731,CUST003135,2024-01-23,SKU-FOO-8077,footwear,1,5316.09,872.13,222.2,4666.16,Wallet,delivered,Bangalore,Karnataka,5,delayed
M001,ORD000732,CUST003304,2024-01-23,SKU-HOM-4976,home,2,3464.06,969.19,299.38,2794.25,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000733,CUST002069,2024-01-23,SKU-HOM-6673,home,3,934.1,75.45,154.56,1013.21,Credit Card,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000734,CUST006303,2024-01-23,SKU-FOO-4171,footwear,1,6415.84,1632.55,239.16,5022.45,Debit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000735,CUST001009,2024-01-23,SKU-FOO-4858,footwear,4,6252.84,1355.88,881.45,5778.41,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000736,CUST001799,2024-01-23,SKU-BEA-5242,beauty,2,2904.11,699.64,396.8,2601.27,Debit Card,delivered,Bangalore,Karnataka,5,delivered
M001,ORD000737,CUST005313,2024-01-23,SKU-LIF-3265,lifestyle,2,2275.81,402.27,224.82,2098.36,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000738,CUST004901,2024-01-23,SKU-HOM-2665,home,4,8709.04,2062.46,1196.38,7842.96,Debit Card,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000739,CUST000820,2024-01-23,SKU-FOO-3747,footwear,2,8689.1,2085.44,792.44,7396.1,Credit Card,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000740,CUST005399,2024-01-23,SKU-LIF-9874,lifestyle,2,3223.85,467.55,330.76,3087.06,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000741,CUST000630,2024-01-23,SKU-HOM-4126,home,3,6630.54,120.58,781.2,7291.16,Wallet,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000742,CUST006282,2024-01-23,SKU-ACC-4216,accessories,2,4805.36,71.2,236.71,4970.87,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000743,CUST004129,2024-01-23,SKU-FAS-2964,fashion,4,8899.76,1982.7,345.85,7262.91,UPI,processing,Bangalore,Karnataka,9,delayed
M001,ORD000744,CUST000971,2024-01-23,SKU-FOO-8117,footwear,3,7663.84,501.94,859.43,8021.33,COD,processing,Bangalore,Karnataka,1,delayed
M001,ORD000745,CUST001522,2024-01-23,SKU-HOM-1771,home,1,3625.81,507.0,374.26,3493.07,COD,delivered,Bangalore,Karnataka,4,delivered
M001,ORD000746,CUST003773,2024-01-23,SKU-BEA-5152,beauty,4,8528.12,38.58,424.48,8914.02,Credit Card,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000747,CUST002483,2024-01-23,SKU-LIF-7014,lifestyle,3,8858.3,775.45,1454.91,9537.76,COD,cancelled,Bangalore,Karnataka,6,cancelled
M001,ORD000748,CUST005379,2024-01-23,SKU-FAS-4730,fashion,4,5036.94,363.81,841.16,5514.29,COD,cancelled,Bangalore,Karnataka,6,cancelled
M001,ORD000749,CUST001065,2024-01-24,SKU-LIF-6931,lifestyle,3,1006.26,28.18,176.05,1154.13,COD,confirmed,Bangalore,Karnataka,3,delivered
M001,ORD000750,CUST006264,2024-01-24,SKU-FOO-7643,footwear,2,8548.34,1388.84,1288.71,8448.21,NetBanking,delivered,Bangalore,Karnataka,10,delivered
M001,ORD000751,CUST004859,2024-01-24,SKU-HOM-3051,home,1,5386.09,422.12,893.51,5857.48,UPI,processing,Bangalore,Karnataka,3,delivered
M001,ORD000752,CUST005768,2024-01-24,SKU-FAS-4741,fashion,2,7322.21,1917.57,270.23,5674.87,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000753,CUST002008,2024-01-24,SKU-HOM-9239,home,1,1323.54,314.29,50.46,1059.71,Debit Card,processing,Bangalore,Karnataka,2,delivered
M001,ORD000754,CUST001602,2024-01-24,SKU-ACC-7729,accessories,2,1508.39,393.57,55.74,1170.56,Wallet,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000755,CUST003731,2024-01-24,SKU-BEA-9459,beauty,2,7005.09,1792.45,260.63,5473.27,COD,confirmed,Bangalore,Karnataka,4,delivered
M001,ORD000756,CUST000351,2024-01-24,SKU-LIF-4322,lifestyle,3,5958.73,1575.89,525.94,4908.78,COD,delivered,Bangalore,Karnataka,3,delayed
M001,ORD000757,CUST001785,2024-01-24,SKU-FOO-7711,footwear,3,3227.4,961.73,271.88,2537.55,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000758,CUST002823,2024-01-24,SKU-BEA-7899,beauty,4,2593.53,89.49,450.73,2954.77,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000759,CUST003081,2024-01-24,SKU-FOO-2151,footwear,1,4109.33,262.29,461.64,4308.68,Debit Card,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000760,CUST001172,2024-01-24,SKU-ACC-4732,accessories,1,7713.75,1786.77,711.24,6638.22,UPI,delivered,Bangalore,Karnataka,4,delayed
M001,ORD000761,CUST001198,2024-01-24,SKU-FOO-5821,footwear,4,5285.23,1100.52,502.17,4686.88,COD,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000762,CUST002799,2024-01-24,SKU-ACC-2103,accessories,1,9368.48,2040.42,1319.05,8647.11,Credit Card,delivered,Bangalore,Karnataka,2,delayed
M001,ORD000763,CUST001899,2024-01-24,SKU-FOO-6927,footwear,4,2651.86,790.48,335.05,2196.43,Debit Card,delivered,Bangalore,Karnataka,8,delayed
M001,ORD000764,CUST004182,2024-01-24,SKU-FOO-1875,footwear,4,600.36,48.16,66.26,618.46,Wallet,delivered,Bangalore,Karnataka,1,delivered
M001,ORD000765,CUST002066,2024-01-24,SKU-FOO-3512,footwear,1,9054.46,2575.31,1166.25,7645.4,UPI,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000766,CUST000087,2024-01-24,SKU-BEA-8948,beauty,1,5663.52,1032.4,833.6,5464.72,Wallet,delivered,Bangalore,Karnataka,8,delivered
M001,ORD000767,CUST003305,2024-01-24,SKU-FAS-2283,fashion,1,6407.7,1394.95,250.64,5263.39,Debit Card,cancelled,Bangalore,Karnataka,9,cancelled
M001,ORD000768,CUST001791,2024-01-24,SKU-ACC-1038,accessories,3,7637.4,1187.98,773.93,7223.35,Wallet,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000769,CUST001154,2024-01-24,SKU-ACC-9283,accessories,2,7886.88,2257.0,1013.38,6643.26,Debit Card,confirmed,Bangalore,Karnataka,7,delayed
M001,ORD000770,CUST006342,2024-01-24,SKU-FOO-2951,footwear,3,3607.83,371.81,582.48,3818.5,UPI,processing,Bangalore,Karnataka,7,delayed
M001,ORD000771,CUST005988,2024-01-24,SKU-FAS-3766,fashion,1,1618.47,456.68,58.09,1219.88,Debit Card,confirmed,Bangalore,Karnataka,10,delivered
M001,ORD000772,CUST005661,2024-01-24,SKU-LIF-3405,lifestyle,4,3543.69,674.43,344.31,3213.57,COD,delivered,Bangalore,Karnataka,2,delivered
M001,ORD000773,CUST000462,2024-01-24,SKU-LIF-3453,lifestyle,4,4016.04,1167.46,341.83,3190.41,COD,confirmed,Bangalore,Karnataka,1,delivered
M001,ORD000774,CUST001214,2024-01-25,SKU-ACC-4652,accessories,3,9007.32,1524.04,374.16,7857.44,UPI,cancelled,Bangalore,Karnataka,5,cancelled
M001,ORD000775,CUST004637,2024-01-25,SKU-LIF-5657,lifestyle,2,7630.82,1614.63,1082.91,7099.1,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000776,CUST005374,2024-01-25,SKU-FAS-4407,fashion,2,5595.72,1605.34,718.27,4708.65,Debit Card,delivered,Bangalore,Karnataka,3,delayed
M001,ORD000777,CUST001756,2024-01-25,SKU-ACC-1851,accessories,1,7198.37,2073.1,922.55,6047.82,Credit Card,cancelled,Bangalore,Karnataka,2,cancelled
M001,ORD000778,CUST000423,2024-01-25,SKU-FAS-7666,fashion,1,2608.9,449.46,107.97,2267.41,Credit Card,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000779,CUST000864,2024-01-25,SKU-FAS-9697,fashion,1,7235.67,135.97,354.99,7454.69,UPI,delivered,Bangalore,Karnataka,3,delivered
M001,ORD000780,CUST005250,2024-01-25,SKU-HOM-3339,home,2,3491.48,398.49,154.65,3247.64,COD,delivered,Bangalore,Karnataka,6,delivered
M001,ORD000781,CUST000016,2024-01-25,SKU-LIF-6215,lifestyle,1,6803.7,394.68,1153.62,7562.64,COD,delivered,Bangalore,Karnataka,9,delivered
M001,ORD000782,CUST005848,2024-01-25,SKU-FAS-3805,fashion,2,555.31,158.71,71.39,467.99,COD,delivered,Bangalore,Karnataka,7,delivered
M001,ORD000783,CUST002386,2024-01-25,SKU-LIF-6994,lifestyle,1,7747.07,901.38,1232.22,8077.91,Credit Card,processing,Bangalore,Karnataka,9,delayed
M001,ORD000784,CUST002694,2024-01-25,SKU-BEA-3826,beauty,1,5439.78,677.09,238.13,5000.82,COD,confirmed,Bangalore,Karnataka,6,delivered
M001,ORD000785,CUST000394,2024-01-25,SKU-FAS-9844,fashion,3,891.99,134.49,136.35,893.85,COD,delivered,Bangalore,Karnataka,3,delivered
