merchant_id,order_id,customer_id,product_id,sku,quantity,gross_revenue,discount_amount,refund_amount,net_revenue,customer_city,locality,pincode,region,customer_type,order_date,order_status,payment_method,source,source_row_id
M001,ORD003145,CUST002398,PROD000396,SKU000396,4,3328,298.22,0.0,3029.78,Bangalore,Hebbal,560024,South,High-Value,2024-10-16,delivered,COD,sales_csv,SALES_ROW_003145
M001,ORD003146,CUST002980,PROD000107,SKU000107,3,4575,355.78,0.0,4219.22,Kochi,Ernakulam,682011,South,New,2024-07-12,delivered,Wallet,sales_csv,SALES_ROW_003146
M001,ORD003147,CUST000704,PROD000438,SKU000438,1,1649,155.4,0.0,1493.6,Kochi,Fort Kochi,682001,South,Returning,2024-11-13,delivered,Debit Card,sales_csv,SALES_ROW_003147
M001,ORD003148,CUST000535,PROD000309,SKU000309,4,14736,888.78,0.0,13847.22,Bangalore,Jayanagar,560041,South,New,2024-12-29,delivered,COD,sales_csv,SALES_ROW_003148
M001,ORD003149,CUST001705,PROD000124,SKU000124,5,6490,1963.19,0.0,4526.81,Bangalore,Yelahanka,560064,South,Returning,2024-04-15,delivered,COD,sales_csv,SALES_ROW_003149
M001,ORD003150,CUST000193,PROD000001,SKU000001,2,1798,230.78,0.0,1567.22,Mumbai,Dadar,400014,West,New,2024-12-14,processing,Credit Card,sales_csv,SALES_ROW_003150
M001,ORD003151,CUST000488,PROD000186,SKU000186,1,2905,283.79,0.0,2621.21,Bangalore,HSR Layout,560102,South,Returning,2024-04-10,delivered,COD,sales_csv,SALES_ROW_003151
M001,ORD003152,CUST001437,PROD000089,SKU000089,4,4424,572.1,0.0,3851.9,Bangalore,MG Road,560001,South,New,2024-07-06,processing,Debit Card,sales_csv,SALES_ROW_003152
M001,ORD003153,CUST000539,PROD000082,SKU000082,2,7922,85.59,0.0,7836.41,Bangalore,Indiranagar,560038,South,New,2024-01-02,delivered,Debit Card,sales_csv,SALES_ROW_003153
M001,ORD003154,CUST002630,PROD000136,SKU000136,4,8764,703.73,0.0,8060.27,Kochi,Ernakulam,682011,South,New,2024-11-30,delivered,UPI,sales_csv,SALES_ROW_003154
M001,ORD003155,CUST002846,PROD000100,SKU000100,4,3528,690.98,0.0,2837.02,Pune,Viman Nagar,411014,West,High-Value,2024-03-01,processing,COD,sales_csv,SALES_ROW_003155
M001,ORD003156,CUST001650,PROD000349,SKU000349,1,2470,759.9,0.0,1710.1,Kochi,Ernakulam,682011,South,Returning,2024-01-27,confirmed,UPI,sales_csv,SALES_ROW_003156
M001,ORD003157,CUST001159,PROD000001,SKU000001,1,899,83.92,0.0,815.08,Bangalore,Bellandur,560103,South,Returning,2024-07-30,delivered,Wallet,sales_csv,SALES_ROW_003157
M001,ORD003158,CUST002101,PROD000128,SKU000128,3,13485,1230.64,0.0,12254.36,Delhi,Dwarka,110075,North,New,2024-08-16,delivered,Credit Card,sales_csv,SALES_ROW_003158
M001,ORD003159,CUST002787,PROD000059,SKU000059,1,2534,369.36,1475.29,689.35,Bangalore,Electronic City,560100,South,New,2024-03-31,returned,UPI,sales_csv,SALES_ROW_003159
M001,ORD003160,CUST000089,PROD000080,SKU000080,4,19240,2223.62,0.0,17016.38,Bangalore,Whitefield,560066,South,Returning,2024-08-15,delivered,Credit Card,sales_csv,SALES_ROW_003160
M001,ORD003161,CUST000338,PROD000196,SKU000196,3,3453,604.68,1979.2,869.12,Bangalore,Jayanagar,560041,South,High-Value,2024-03-03,returned,Credit Card,sales_csv,SALES_ROW_003161
M001,ORD003162,CUST002062,PROD000015,SKU000015,1,3681,509.81,0.0,3171.19,Bangalore,Yelahanka,560064,South,Returning,2024-05-10,confirmed,COD,sales_csv,SALES_ROW_003162
M001,ORD003163,CUST001259,PROD000173,SKU000173,1,739,92.32,0.0,646.68,Bangalore,Hebbal,560024,South,Returning,2024-08-25,delivered,UPI,sales_csv,SALES_ROW_003163
M001,ORD003164,CUST000961,PROD000096,SKU000096,2,7786,1108.41,3420.7,3256.89,Bangalore,Jayanagar,560041,South,Returning,2024-03-27,returned,UPI,sales_csv,SALES_ROW_003164
M001,ORD003165,CUST000835,PROD000078,SKU000078,4,11132,133.6,0.0,10998.4,Bangalore,Indiranagar,560038,South,New,2024-02-03,delivered,Credit Card,sales_csv,SALES_ROW_003165
M001,ORD003166,CUST002779,PROD000194,SKU000194,2,2052,108.38,0.0,1943.62,Bangalore,Hebbal,560024,South,Returning,2024-06-28,delivered,COD,sales_csv,SALES_ROW_003166
M001,ORD003167,CUST001936,PROD000009,SKU000009,1,2400,419.71,0.0,1980.29,Delhi,Connaught Place,110001,North,Returning,2024-07-25,delivered,COD,sales_csv,SALES_ROW_003167
M001,ORD003168,CUST002880,PROD000457,SKU000457,2,7396,569.51,0.0,6826.49,Bangalore,JP Nagar,560078,South,High-Value,2024-12-04,delivered,Credit Card,sales_csv,SALES_ROW_003168
M001,ORD003169,CUST002826,PROD000365,SKU000365,4,8536,805.16,0.0,7730.84,Bangalore,Electronic City,560100,South,Returning,2024-10-19,cancelled,Debit Card,sales_csv,SALES_ROW_003169
M001,ORD003170,CUST002095,PROD000001,SKU000001,1,899,73.21,0.0,825.79,Hyderabad,Madhapur,500081,South,Returning,2024-12-31,confirmed,Credit Card,sales_csv,SALES_ROW_003170
M001,ORD003171,CUST002228,PROD000188,SKU000188,1,2665,288.79,0.0,2376.21,Bangalore,Electronic City,560100,South,High-Value,2024-10-22,delivered,NetBanking,sales_csv,SALES_ROW_003171
M001,ORD003172,CUST001813,PROD000174,SKU000174,5,9905,1368.02,0.0,8536.98,Ahmedabad,Satellite,380015,West,Returning,2024-09-24,delivered,COD,sales_csv,SALES_ROW_003172
M001,ORD003173,CUST001583,PROD000417,SKU000417,1,2034,132.33,0.0,1901.67,Bangalore,Yelahanka,560064,South,Returning,2024-11-20,delivered,Credit Card,sales_csv,SALES_ROW_003173
M001,ORD003174,CUST000807,PROD000333,SKU000333,2,3752,188.74,0.0,3563.26,Bangalore,Marathahalli,560037,South,High-Value,2024-07-17,delivered,COD,sales_csv,SALES_ROW_003174
M001,ORD003175,CUST002099,PROD000013,SKU000013,1,2352,435.47,591.67,1324.86,Bangalore,Electronic City,560100,South,New,2024-08-15,delivered,COD,sales_csv,SALES_ROW_003175
M001,ORD003176,CUST000977,PROD000358,SKU000358,4,6240,122.93,0.0,6117.07,Ahmedabad,Vastrapur,380054,West,New,2024-05-25,delivered,UPI,sales_csv,SALES_ROW_003176
M001,ORD003177,CUST000959,PROD000100,SKU000100,4,3528,999.43,0.0,2528.57,Bangalore,Hebbal,560024,South,New,2024-11-03,processing,COD,sales_csv,SALES_ROW_003177
M001,ORD003178,CUST001515,PROD000276,SKU000276,2,5002,793.25,1988.54,2220.21,Chennai,Velachery,600042,South,Returning,2024-08-22,delivered,COD,sales_csv,SALES_ROW_003178
M001,ORD003179,CUST002869,PROD000204,SKU000204,4,15184,2148.59,0.0,13035.41,Bangalore,Koramangala,560034,South,Returning,2024-09-21,delivered,UPI,sales_csv,SALES_ROW_003179
M001,ORD003180,CUST000382,PROD000369,SKU000369,2,1172,208.49,0.0,963.51,Bangalore,Yelahanka,560064,South,New,2024-05-26,delivered,Credit Card,sales_csv,SALES_ROW_003180
M001,ORD003181,CUST002959,PROD000194,SKU000194,2,2052,124.02,0.0,1927.98,Bangalore,HSR Layout,560102,South,New,2024-11-29,processing,COD,sales_csv,SALES_ROW_003181
M001,ORD003182,CUST001700,PROD000417,SKU000417,1,2034,439.77,0.0,1594.23,Hyderabad,Secunderabad,500003,South,Returning,2024-11-01,delivered,COD,sales_csv,SALES_ROW_003182
M001,ORD003183,CUST000722,PROD000001,SKU000001,2,1798,162.48,0.0,1635.52,Mumbai,Dadar,400014,West,New,2024-09-07,delivered,Wallet,sales_csv,SALES_ROW_003183
M001,ORD003184,CUST002989,PROD000001,SKU000001,3,2697,1.13,0.0,2695.87,Bangalore,Koramangala,560034,South,Returning,2024-12-26,delivered,COD,sales_csv,SALES_ROW_003184
M001,ORD003185,CUST001822,PROD000200,SKU000200,4,12800,3119.02,0.0,9680.98,Kolkata,Dum Dum,700028,East,New,2024-01-27,confirmed,COD,sales_csv,SALES_ROW_003185
M001,ORD003186,CUST000049,PROD000300,SKU000300,4,11852,616.24,0.0,11235.76,Bangalore,Jayanagar,560041,South,Returning,2024-08-07,delivered,COD,sales_csv,SALES_ROW_003186
M001,ORD003187,CUST000546,PROD000180,SKU000180,3,2484,343.62,0.0,2140.38,Bangalore,MG Road,560001,South,New,2024-07-05,delivered,UPI,sales_csv,SALES_ROW_003187
M001,ORD003188,CUST002105,PROD000086,SKU000086,1,3541,616.23,0.0,2924.77,Bangalore,HSR Layout,560102,South,Returning,2024-01-04,delivered,UPI,sales_csv,SALES_ROW_003188
M001,ORD003189,CUST000200,PROD000132,SKU000132,2,4482,1067.37,0.0,3414.63,Bangalore,MG Road,560001,South,High-Value,2024-12-30,delivered,UPI,sales_csv,SALES_ROW_003189
M001,ORD003190,CUST001841,PROD000246,SKU000246,5,14795,2123.72,0.0,12671.28,Kolkata,Salt Lake,700064,East,New,2024-07-04,delivered,Credit Card,sales_csv,SALES_ROW_003190
M001,ORD003191,CUST000799,PROD000131,SKU000131,2,3184,438.3,0.0,2745.7,Delhi,Connaught Place,110001,North,New,2024-03-07,delivered,COD,sales_csv,SALES_ROW_003191
M001,ORD003192,CUST001625,PROD000271,SKU000271,1,1719,187.54,0.0,1531.46,Bangalore,HSR Layout,560102,South,New,2024-12-18,delivered,UPI,sales_csv,SALES_ROW_003192
M001,ORD003193,CUST002393,PROD000434,SKU000434,3,2262,86.38,0.0,2175.62,Bangalore,Bellandur,560103,South,New,2024-06-24,delivered,Wallet,sales_csv,SALES_ROW_003193
M001,ORD003194,CUST000319,PROD000289,SKU000289,5,10070,1297.62,0.0,8772.38,Jaipur,Malviya Nagar,302017,North,Returning,2024-04-21,delivered,UPI,sales_csv,SALES_ROW_003194
M001,ORD003195,CUST001031,PROD000379,SKU000379,5,11455,454.8,0.0,11000.2,Bangalore,HSR Layout,560102,South,New,2024-02-17,delivered,Credit Card,sales_csv,SALES_ROW_003195
M001,ORD003196,CUST000787,PROD000293,SKU000293,5,24825,4326.74,0.0,20498.26,Bangalore,Koramangala,560034,South,High-Value,2024-01-27,delivered,Debit Card,sales_csv,SALES_ROW_003196
M001,ORD003197,CUST002766,PROD000442,SKU000442,2,7902,1491.62,0.0,6410.38,Bangalore,HSR Layout,560102,South,High-Value,2024-10-17,delivered,Credit Card,sales_csv,SALES_ROW_003197
M001,ORD003198,CUST000861,PROD000269,SKU000269,2,6612,431.72,0.0,6180.28,Pune,Hadapsar,411028,West,New,2024-12-08,delivered,UPI,sales_csv,SALES_ROW_003198
M001,ORD003199,CUST002577,PROD000302,SKU000302,3,11067,2440.79,0.0,8626.21,Bangalore,Yelahanka,560064,South,New,2024-11-04,delivered,COD,sales_csv,SALES_ROW_003199
M001,ORD003200,CUST001370,PROD000001,SKU000001,2,1798,145.05,0.0,1652.95,Bangalore,HSR Layout,560102,South,High-Value,2024-09-06,delivered,NetBanking,sales_csv,SALES_ROW_003200
M001,ORD003201,CUST000215,PROD000001,SKU000001,2,1798,13.72,0.0,1784.28,Bangalore,Whitefield,560066,South,Returning,2024-12-27,processing,UPI,sales_csv,SALES_ROW_003201
M001,ORD003202,CUST002173,PROD000025,SKU000025,5,9305,1670.64,0.0,7634.36,Bangalore,MG Road,560001,South,Returning,2024-12-08,delivered,Credit Card,sales_csv,SALES_ROW_003202
M001,ORD003203,CUST001107,PROD000112,SKU000112,4,11096,3124.96,1607.51,6363.53,Bangalore,Koramangala,560034,South,Returning,2024-12-31,delivered,COD,sales_csv,SALES_ROW_003203
M001,ORD003204,CUST000465,PROD000007,SKU000007,1,3774,1226.24,0.0,2547.76,Bangalore,Electronic City,560100,South,High-Value,2024-11-02,delivered,UPI,sales_csv,SALES_ROW_003204
M001,ORD003205,CUST002437,PROD000013,SKU000013,5,11760,2105.3,1167.06,8487.64,Bangalore,Bellandur,560103,South,High-Value,2024-08-21,delivered,COD,sales_csv,SALES_ROW_003205
M001,ORD003206,CUST000286,PROD000490,SKU000490,3,3483,255.99,0.0,3227.01,Bangalore,HSR Layout,560102,South,New,2024-04-03,delivered,COD,sales_csv,SALES_ROW_003206
M001,ORD003207,CUST000609,PROD000040,SKU000040,5,12115,2934.29,0.0,9180.71,Bangalore,Koramangala,560034,South,High-Value,2024-12-31,confirmed,UPI,sales_csv,SALES_ROW_003207
M001,ORD003208,CUST001935,PROD000001,SKU000001,3,2697,406.5,0.0,2290.5,Bangalore,Marathahalli,560037,South,New,2024-02-10,delivered,NetBanking,sales_csv,SALES_ROW_003208
M001,ORD003209,CUST000364,PROD000288,SKU000288,3,4335,303.75,0.0,4031.25,Bangalore,Hebbal,560024,South,New,2024-09-16,confirmed,Credit Card,sales_csv,SALES_ROW_003209
M001,ORD003210,CUST002708,PROD000001,SKU000001,1,899,131.21,0.0,767.79,Bangalore,Marathahalli,560037,South,New,2024-12-27,delivered,UPI,sales_csv,SALES_ROW_003210
M001,ORD003211,CUST002335,PROD000424,SKU000424,1,2385,610.93,0.0,1774.07,Bangalore,HSR Layout,560102,South,High-Value,2024-04-18,delivered,COD,sales_csv,SALES_ROW_003211
M001,ORD003212,CUST001108,PROD000186,SKU000186,1,2905,875.51,1476.17,553.32,Bangalore,MG Road,560001,South,New,2024-04-24,returned,COD,sales_csv,SALES_ROW_003212
M001,ORD003213,CUST001321,PROD000377,SKU000377,2,4718,299.07,0.0,4418.93,Bangalore,Hebbal,560024,South,High-Value,2024-07-11,delivered,UPI,sales_csv,SALES_ROW_003213
M001,ORD003214,CUST000121,PROD000464,SKU000464,2,3848,1199.3,0.0,2648.7,Pune,Hinjewadi,411057,West,Returning,2024-01-27,delivered,UPI,sales_csv,SALES_ROW_003214
M001,ORD003215,CUST001695,PROD000393,SKU000393,1,2883,539.09,0.0,2343.91,Bangalore,Hebbal,560024,South,High-Value,2024-08-04,delivered,UPI,sales_csv,SALES_ROW_003215
M001,ORD003216,CUST000777,PROD000056,SKU000056,1,1398,8.16,0.0,1389.84,Mumbai,Bandra,400050,West,New,2024-09-16,delivered,COD,sales_csv,SALES_ROW_003216
M001,ORD003217,CUST001287,PROD000332,SKU000332,3,7293,259.55,0.0,7033.45,Chennai,Velachery,600042,South,Returning,2024-07-06,confirmed,Wallet,sales_csv,SALES_ROW_003217
M001,ORD003218,CUST002533,PROD000049,SKU000049,3,13569,62.74,0.0,13506.26,Bangalore,Hebbal,560024,South,Returning,2024-05-14,delivered,UPI,sales_csv,SALES_ROW_003218
M001,ORD003219,CUST001241,PROD000454,SKU000454,4,10684,1518.95,0.0,9165.05,Bangalore,Jayanagar,560041,South,Returning,2024-03-24,delivered,COD,sales_csv,SALES_ROW_003219
M001,ORD003220,CUST001397,PROD000210,SKU000210,1,4478,160.76,0.0,4317.24,Chennai,Adyar,600020,South,New,2024-05-01,cancelled,COD,sales_csv,SALES_ROW_003220
M001,ORD003221,CUST000773,PROD000158,SKU000158,3,3654,357.79,0.0,3296.21,Kolkata,Salt Lake,700064,East,New,2024-01-28,processing,UPI,sales_csv,SALES_ROW_003221
M001,ORD003222,CUST002138,PROD000154,SKU000154,1,706,140.09,0.0,565.91,Bangalore,Koramangala,560034,South,Returning,2024-06-10,delivered,UPI,sales_csv,SALES_ROW_003222
M001,ORD003223,CUST002297,PROD000075,SKU000075,5,11455,726.78,0.0,10728.22,Jaipur,Mansarovar,302020,North,New,2024-01-12,confirmed,UPI,sales_csv,SALES_ROW_003223
M001,ORD003224,CUST000594,PROD000001,SKU000001,2,1798,217.9,0.0,1580.1,Bangalore,Koramangala,560034,South,Returning,2024-03-22,delivered,UPI,sales_csv,SALES_ROW_003224
M001,ORD003225,CUST000516,PROD000381,SKU000381,1,2937,331.34,0.0,2605.66,Bangalore,MG Road,560001,South,New,2024-03-09,delivered,UPI,sales_csv,SALES_ROW_003225
M001,ORD003226,CUST001471,PROD000332,SKU000332,5,12155,1855.07,0.0,10299.93,Bangalore,Electronic City,560100,South,Returning,2024-08-28,delivered,UPI,sales_csv,SALES_ROW_003226
M001,ORD003227,CUST002371,PROD000318,SKU000318,2,5524,1221.27,0.0,4302.73,Bangalore,Hebbal,560024,South,New,2024-11-29,delivered,UPI,sales_csv,SALES_ROW_003227
M001,ORD003228,CUST002559,PROD000001,SKU000001,1,899,83.8,0.0,815.2,Bangalore,HSR Layout,560102,South,New,2024-02-01,delivered,UPI,sales_csv,SALES_ROW_003228
M001,ORD003229,CUST002641,PROD000001,SKU000001,3,2697,455.54,0.0,2241.46,Bangalore,JP Nagar,560078,South,Returning,2024-11-19,delivered,UPI,sales_csv,SALES_ROW_003229
M001,ORD003230,CUST001275,PROD000345,SKU000345,5,7895,10.55,0.0,7884.45,Bangalore,Hebbal,560024,South,Returning,2024-08-01,delivered,COD,sales_csv,SALES_ROW_003230
M001,ORD003231,CUST002666,PROD000362,SKU000362,3,8475,750.98,0.0,7724.02,Bangalore,Marathahalli,560037,South,Returning,2024-01-30,delivered,Credit Card,sales_csv,SALES_ROW_003231
M001,ORD003232,CUST000155,PROD000287,SKU000287,2,3542,568.58,0.0,2973.42,Bangalore,Koramangala,560034,South,Returning,2024-01-06,delivered,Wallet,sales_csv,SALES_ROW_003232
M001,ORD003233,CUST001258,PROD000287,SKU000287,3,5313,592.43,0.0,4720.57,Kolkata,Dum Dum,700028,East,Returning,2024-09-23,delivered,UPI,sales_csv,SALES_ROW_003233
M001,ORD003234,CUST000643,PROD000001,SKU000001,1,899,153.23,0.0,745.77,Bangalore,JP Nagar,560078,South,High-Value,2024-09-12,delivered,COD,sales_csv,SALES_ROW_003234
M001,ORD003235,CUST000945,PROD000154,SKU000154,4,2824,497.6,0.0,2326.4,Bangalore,HSR Layout,560102,South,Returning,2024-11-05,delivered,Credit Card,sales_csv,SALES_ROW_003235
M001,ORD003236,CUST002077,PROD000395,SKU000395,2,1376,193.73,0.0,1182.27,Bangalore,Jayanagar,560041,South,Returning,2024-06-06,confirmed,Credit Card,sales_csv,SALES_ROW_003236
M001,ORD003237,CUST001834,PROD000124,SKU000124,2,2596,188.12,0.0,2407.88,Delhi,Lajpat Nagar,110024,North,New,2024-09-27,delivered,UPI,sales_csv,SALES_ROW_003237
M001,ORD003238,CUST002355,PROD000462,SKU000462,3,13038,647.63,0.0,12390.37,Mumbai,Bandra,400050,West,Returning,2024-05-20,delivered,UPI,sales_csv,SALES_ROW_003238
M001,ORD003239,CUST000561,PROD000066,SKU000066,4,6064,1082.61,0.0,4981.39,Bangalore,MG Road,560001,South,High-Value,2024-04-30,delivered,COD,sales_csv,SALES_ROW_003239
M001,ORD003240,CUST002841,PROD000259,SKU000259,4,8736,1389.74,0.0,7346.26,Mumbai,Andheri,400053,West,Returning,2024-11-07,delivered,NetBanking,sales_csv,SALES_ROW_003240
M001,ORD003241,CUST002602,PROD000034,SKU000034,1,2904,438.36,1038.96,1426.68,Jaipur,C Scheme,302001,North,High-Value,2024-02-28,delivered,COD,sales_csv,SALES_ROW_003241
M001,ORD003242,CUST002814,PROD000175,SKU000175,5,11560,1940.44,0.0,9619.56,Bangalore,JP Nagar,560078,South,New,2024-04-18,delivered,UPI,sales_csv,SALES_ROW_003242
M001,ORD003243,CUST002995,PROD000062,SKU000062,4,7648,245.43,0.0,7402.57,Kolkata,Salt Lake,700064,East,High-Value,2024-06-20,delivered,Credit Card,sales_csv,SALES_ROW_003243
M001,ORD003244,CUST001623,PROD000227,SKU000227,2,5226,771.35,0.0,4454.65,Bangalore,Yelahanka,560064,South,New,2024-05-30,delivered,COD,sales_csv,SALES_ROW_003244
M001,ORD003245,CUST000364,PROD000045,SKU000045,5,11840,246.18,0.0,11593.82,Chennai,Adyar,600020,South,New,2024-10-20,delivered,COD,sales_csv,SALES_ROW_003245
M001,ORD003246,CUST002031,PROD000458,SKU000458,2,3600,973.63,0.0,2626.37,Bangalore,JP Nagar,560078,South,Returning,2024-01-26,delivered,UPI,sales_csv,SALES_ROW_003246
M001,ORD003247,CUST001174,PROD000038,SKU000038,2,6836,1348.24,0.0,5487.76,Bangalore,Bellandur,560103,South,High-Value,2024-11-05,delivered,COD,sales_csv,SALES_ROW_003247
M001,ORD003248,CUST000291,PROD000489,SKU000489,3,5430,631.97,0.0,4798.03,Bangalore,Indiranagar,560038,South,Returning,2024-08-06,processing,UPI,sales_csv,SALES_ROW_003248
M001,ORD003249,CUST001735,PROD000308,SKU000308,2,7078,102.03,1670.51,5305.46,Bangalore,Koramangala,560034,South,New,2024-10-29,delivered,COD,sales_csv,SALES_ROW_003249
M001,ORD003250,CUST001536,PROD000388,SKU000388,4,6452,1123.3,0.0,5328.7,Bangalore,Electronic City,560100,South,New,2024-09-21,processing,Wallet,sales_csv,SALES_ROW_003250
M001,ORD003251,CUST000400,PROD000140,SKU000140,1,1998,577.1,0.0,1420.9,Bangalore,Hebbal,560024,South,Returning,2024-11-03,confirmed,Credit Card,sales_csv,SALES_ROW_003251
M001,ORD003252,CUST001516,PROD000458,SKU000458,2,3600,143.13,0.0,3456.87,Bangalore,Bellandur,560103,South,New,2024-07-22,delivered,Debit Card,sales_csv,SALES_ROW_003252
M001,ORD003253,CUST000206,PROD000239,SKU000239,5,8450,1037.33,0.0,7412.67,Chennai,Adyar,600020,South,Returning,2024-11-05,processing,Credit Card,sales_csv,SALES_ROW_003253
M001,ORD003254,CUST002881,PROD000484,SKU000484,3,5184,229.86,0.0,4954.14,Bangalore,MG Road,560001,South,New,2024-03-13,delivered,UPI,sales_csv,SALES_ROW_003254
M001,ORD003255,CUST002202,PROD000098,SKU000098,5,13610,914.72,0.0,12695.28,Pune,Kothrud,411038,West,High-Value,2024-04-19,processing,Debit Card,sales_csv,SALES_ROW_003255
M001,ORD003256,CUST002396,PROD000212,SKU000212,3,1512,90.57,0.0,1421.43,Chennai,Anna Nagar,600040,South,New,2024-06-06,delivered,COD,sales_csv,SALES_ROW_003256
M001,ORD003257,CUST001382,PROD000492,SKU000492,4,8936,19.44,0.0,8916.56,Bangalore,Whitefield,560066,South,Returning,2024-11-08,delivered,Credit Card,sales_csv,SALES_ROW_003257
M001,ORD003258,CUST002258,PROD000258,SKU000258,4,5076,750.76,2583.57,1741.67,Bangalore,Bellandur,560103,South,High-Value,2024-08-10,returned,Debit Card,sales_csv,SALES_ROW_003258
M001,ORD003259,CUST001882,PROD000014,SKU000014,5,10330,45.88,5334.76,4949.36,Bangalore,Electronic City,560100,South,New,2024-08-22,returned,UPI,sales_csv,SALES_ROW_003259
M001,ORD003260,CUST000550,PROD000042,SKU000042,3,8724,1378.41,0.0,7345.59,Bangalore,Electronic City,560100,South,High-Value,2024-07-30,delivered,COD,sales_csv,SALES_ROW_003260
M001,ORD003261,CUST002350,PROD000205,SKU000205,5,8170,131.75,0.0,8038.25,Bangalore,Marathahalli,560037,South,New,2024-06-27,delivered,COD,sales_csv,SALES_ROW_003261
M001,ORD003262,CUST001899,PROD000229,SKU000229,2,7348,340.78,0.0,7007.22,Bangalore,HSR Layout,560102,South,High-Value,2024-07-13,delivered,UPI,sales_csv,SALES_ROW_003262
M001,ORD003263,CUST001829,PROD000498,SKU000498,1,2867,481.31,1781.65,604.04,Jaipur,Mansarovar,302020,North,Returning,2024-04-03,returned,NetBanking,sales_csv,SALES_ROW_003263
M001,ORD003264,CUST000234,PROD000181,SKU000181,4,15492,2442.73,0.0,13049.27,Bangalore,Indiranagar,560038,South,New,2024-01-16,cancelled,UPI,sales_csv,SALES_ROW_003264
M001,ORD003265,CUST002474,PROD000480,SKU000480,3,7815,1396.12,3779.04,2639.84,Jaipur,Tonk Road,302018,North,Returning,2024-08-17,returned,Debit Card,sales_csv,SALES_ROW_003265
M001,ORD003266,CUST000510,PROD000210,SKU000210,3,13434,2418.64,0.0,11015.36,Kochi,Kakkanad,682030,South,Returning,2024-12-28,delivered,Credit Card,sales_csv,SALES_ROW_003266
M001,ORD003267,CUST002389,PROD000376,SKU000376,5,9205,1527.32,0.0,7677.68,Hyderabad,Banjara Hills,500034,South,Returning,2024-12-31,delivered,COD,sales_csv,SALES_ROW_003267
M001,ORD003268,CUST001083,PROD000119,SKU000119,2,1724,237.65,0.0,1486.35,Delhi,Rohini,110085,North,Returning,2024-01-18,delivered,UPI,sales_csv,SALES_ROW_003268
M001,ORD003269,CUST000291,PROD000434,SKU000434,5,3770,18.4,0.0,3751.6,Kochi,Edapally,682024,South,Returning,2024-02-07,delivered,UPI,sales_csv,SALES_ROW_003269
M001,ORD003270,CUST000717,PROD000235,SKU000235,3,2859,530.32,0.0,2328.68,Bangalore,Hebbal,560024,South,Returning,2024-11-24,delivered,COD,sales_csv,SALES_ROW_003270
M001,ORD003271,CUST001160,PROD000344,SKU000344,5,20945,3660.85,0.0,17284.15,Bangalore,Koramangala,560034,South,Returning,2024-04-07,delivered,UPI,sales_csv,SALES_ROW_003271
M001,ORD003272,CUST001461,PROD000049,SKU000049,4,18092,3201.09,0.0,14890.91,Delhi,Karol Bagh,110005,North,Returning,2024-01-28,delivered,UPI,sales_csv,SALES_ROW_003272
M001,ORD003273,CUST002178,PROD000198,SKU000198,2,1436,148.45,0.0,1287.55,Bangalore,Electronic City,560100,South,Returning,2024-04-13,delivered,COD,sales_csv,SALES_ROW_003273
M001,ORD003274,CUST002578,PROD000227,SKU000227,1,2613,20.9,0.0,2592.1,Bangalore,JP Nagar,560078,South,High-Value,2024-04-08,delivered,COD,sales_csv,SALES_ROW_003274
M001,ORD003275,CUST001081,PROD000001,SKU000001,1,899,86.46,0.0,812.54,Pune,Hadapsar,411028,West,Returning,2024-02-16,confirmed,UPI,sales_csv,SALES_ROW_003275
M001,ORD003276,CUST002262,PROD000001,SKU000001,1,899,110.44,0.0,788.56,Bangalore,Jayanagar,560041,South,New,2024-03-12,processing,COD,sales_csv,SALES_ROW_003276
M001,ORD003277,CUST000295,PROD000491,SKU000491,3,9888,673.62,0.0,9214.38,Mumbai,Andheri,400053,West,Returning,2024-08-20,cancelled,UPI,sales_csv,SALES_ROW_003277
M001,ORD003278,CUST001173,PROD000352,SKU000352,1,2232,443.8,0.0,1788.2,Jaipur,Malviya Nagar,302017,North,Returning,2024-01-23,confirmed,UPI,sales_csv,SALES_ROW_003278
M001,ORD003279,CUST000785,PROD000477,SKU000477,4,7100,278.54,0.0,6821.46,Bangalore,HSR Layout,560102,South,New,2024-03-02,delivered,COD,sales_csv,SALES_ROW_003279
M001,ORD003280,CUST000220,PROD000102,SKU000102,2,5822,1007.2,0.0,4814.8,Bangalore,Bellandur,560103,South,Returning,2024-12-11,delivered,UPI,sales_csv,SALES_ROW_003280
M001,ORD003281,CUST001339,PROD000022,SKU000022,2,674,106.0,308.3,259.7,Pune,Hadapsar,411028,West,High-Value,2024-07-27,returned,Debit Card,sales_csv,SALES_ROW_003281
M001,ORD003282,CUST001278,PROD000417,SKU000417,4,8136,458.19,0.0,7677.81,Bangalore,Whitefield,560066,South,High-Value,2024-05-14,delivered,Credit Card,sales_csv,SALES_ROW_003282
M001,ORD003283,CUST001019,PROD000377,SKU000377,5,11795,1731.15,0.0,10063.85,Hyderabad,Secunderabad,500003,South,Returning,2024-11-29,delivered,UPI,sales_csv,SALES_ROW_003283
M001,ORD003284,CUST002483,PROD000170,SKU000170,3,6561,147.69,0.0,6413.31,Ahmedabad,Bopal,380058,West,Returning,2024-12-24,delivered,UPI,sales_csv,SALES_ROW_003284
M001,ORD003285,CUST000407,PROD000301,SKU000301,5,9480,720.51,0.0,8759.49,Bangalore,Electronic City,560100,South,New,2024-08-25,confirmed,Credit Card,sales_csv,SALES_ROW_003285
